Organism name,Accession number,Length,Number of decoupled nucleotides,Number of weak bonds,Is Pseudoknotted,Pseudoknot order,Rna Type,Genus,Core,Core plus,Shape,Is Validated,Reference database,Description,Benchmark ID,Reference,Taxonomy.NCBI.Classified,Taxonomy.NCBI.no rank 0,Taxonomy.NCBI.no rank 1,Taxonomy.NCBI.superkingdom,Taxonomy.NCBI.phylum,Taxonomy.NCBI.class,Taxonomy.NCBI.order,Taxonomy.NCBI.family,Taxonomy.NCBI.genus,Taxonomy.NCBI.unknown 0,Taxonomy.NCBI.unknown 1,Taxonomy.NCBI.unknown 2,Taxonomy.NCBI.no rank 2,Taxonomy.NCBI.no rank 3,Taxonomy.NCBI.no rank 4,Taxonomy.NCBI.tribe,Taxonomy.NCBI.species group,Taxonomy.NCBI.species subgroup,Taxonomy.NCBI.subgenus,Taxonomy.NCBI.subphylum,Taxonomy.NCBI.no rank 5,Taxonomy.NCBI.unknown 3,Taxonomy.NCBI.subclass,Taxonomy.NCBI.suborder
Desulfotalea psychrophila LSv54,CR522870,74,30,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_23452,--,Yes,root,cellular organisms,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobulbaceae,Desulfotalea,Desulfotalea psychrophila,,,Desulfotalea psychrophila LSv54,,,,,,,delta/epsilon subdivisions,,,,
Desulfotalea psychrophila LSv54,CR522870,74,30,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_23453,--,Yes,root,cellular organisms,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobulbaceae,Desulfotalea,Desulfotalea psychrophila,,,Desulfotalea psychrophila LSv54,,,,,,,delta/epsilon subdivisions,,,,
Desulfotalea psychrophila LSv54,CR522870,74,32,42,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_23454,--,Yes,root,cellular organisms,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobulbaceae,Desulfotalea,Desulfotalea psychrophila,,,Desulfotalea psychrophila LSv54,,,,,,,delta/epsilon subdivisions,,,,
Desulfotalea psychrophila LSv54,CR522870,74,30,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_23455,--,Yes,root,cellular organisms,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobulbaceae,Desulfotalea,Desulfotalea psychrophila,,,Desulfotalea psychrophila LSv54,,,,,,,delta/epsilon subdivisions,,,,
Ehrlichia ruminantium str. Welgevonden,CR767821,75,35,40,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_23472,--,Yes,root,cellular organisms,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Anaplasmataceae,Ehrlichia,Ehrlichia ruminantium,,,Ehrlichia ruminantium str. Welgevonden,,,,canis group,,,,,,,
Lactobacillus sakei subsp. sakei 23K,CR936503,74,30,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_23478,--,Yes,root,cellular organisms,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus sakei,Lactobacillus sakei subsp. sakei,,Terrabacteria group,Lactobacillus sakei subsp. sakei 23K,,,,,,,,,,
Lactobacillus sakei subsp. sakei 23K,CR936503,74,30,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_23479,--,Yes,root,cellular organisms,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus sakei,Lactobacillus sakei subsp. sakei,,Terrabacteria group,Lactobacillus sakei subsp. sakei 23K,,,,,,,,,,
Lactobacillus sakei subsp. sakei 23K,CR936503,74,30,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_23480,--,Yes,root,cellular organisms,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus sakei,Lactobacillus sakei subsp. sakei,,Terrabacteria group,Lactobacillus sakei subsp. sakei 23K,,,,,,,,,,
Lactobacillus sakei subsp. sakei 23K,CR936503,74,30,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_23481,--,Yes,root,cellular organisms,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus sakei,Lactobacillus sakei subsp. sakei,,Terrabacteria group,Lactobacillus sakei subsp. sakei 23K,,,,,,,,,,
Candidatus Kuenenia stuttgartiensis,CT573072,74,30,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_23495,--,Yes,root,cellular organisms,Bacteria,,Candidatus Brocadiae,Candidatus Brocadiales,Candidatus Brocadiaceae,Candidatus Kuenenia,Planctomycetes <phylum>,Candidatus Kuenenia stuttgartiensis,,PVC group,,,,,,,,,,,
Candidatus Kuenenia stuttgartiensis,CT573073,74,30,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_23496,--,Yes,root,cellular organisms,Bacteria,,Candidatus Brocadiae,Candidatus Brocadiales,Candidatus Brocadiaceae,Candidatus Kuenenia,Planctomycetes <phylum>,Candidatus Kuenenia stuttgartiensis,,PVC group,,,,,,,,,,,
Candidatus Kuenenia stuttgartiensis,CT573073,74,30,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_23497,--,Yes,root,cellular organisms,Bacteria,,Candidatus Brocadiae,Candidatus Brocadiales,Candidatus Brocadiaceae,Candidatus Kuenenia,Planctomycetes <phylum>,Candidatus Kuenenia stuttgartiensis,,PVC group,,,,,,,,,,,
Frankia alni ACN14a,CT573213,74,36,38,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_23498,--,Yes,root,cellular organisms,Bacteria,,,Frankiales,Frankiaceae,Frankia,Actinobacteria <phylum>,Actinobacteria <class>,Frankia alni,Terrabacteria group,Frankia alni ACN14a,,,,,,,,,,
Haemophilus influenzae Rd KW20,L42023,74,30,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_23622,--,Yes,root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Haemophilus,Haemophilus influenzae,,,Haemophilus influenzae Rd KW20,,,,,,,,,,,
Synechocystis sp. PCC 6803,U10482,74,30,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_23683,--,Yes,root,cellular organisms,Bacteria,Cyanobacteria,,Synechococcales,Merismopediaceae,Synechocystis,Synechocystis sp. PCC 6803,,,Terrabacteria group,Cyanobacteria/Melainabacteria group,,,,,,,,,,
Streptomyces rimosus,M32254,75,31,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_23684,--,Yes,root,cellular organisms,Bacteria,,,Streptomycetales,Streptomycetaceae,Streptomyces,Actinobacteria <phylum>,Actinobacteria <class>,Streptomyces rimosus,Terrabacteria group,,,,,,,,,Streptomyces rimosus subsp. rimosus,,
Streptomyces rimosus,M32255,75,31,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_23685,--,Yes,root,cellular organisms,Bacteria,,,Streptomycetales,Streptomycetaceae,Streptomyces,Actinobacteria <phylum>,Actinobacteria <class>,Streptomyces rimosus,Terrabacteria group,,,,,,,,,Streptomyces rimosus subsp. rimosus,,
Mycobacterium leprae,Z98271,74,30,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_23774,--,Yes,root,cellular organisms,Bacteria,,,Corynebacteriales,Mycobacteriaceae,Mycobacterium,Actinobacteria <phylum>,Actinobacteria <class>,Mycobacterium leprae,Terrabacteria group,,,,,,,,,,,
Micromonospora nigra,AY900621,74,30,44,No,0,tRNA,0,()(),()(),--,No,CRW,--,CRW_t_B_29665,--,Yes,root,cellular organisms,Bacteria,,,Micromonosporales,Micromonosporaceae,Micromonospora,Actinobacteria <phylum>,Actinobacteria <class>,Micromonospora nigra,Terrabacteria group,,,,,,,,,,,
Erwinia amylovora,AY906859,75,33,42,No,0,tRNA,0,--,--,--,No,CRW,--,CRW_t_B_29682,--,Yes,root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Erwiniaceae,Erwinia,Erwinia amylovora,,,,,,,,,,,,,,
Mycobacterium tuberculosis H37Rv,BX842574,74,30,44,No,0,tRNA,0,()(),()(),--,No,CRW,--,CRW_t_B_29988,--,Yes,root,cellular organisms,Bacteria,,,Corynebacteriales,Mycobacteriaceae,Mycobacterium,Actinobacteria <phylum>,Actinobacteria <class>,Mycobacterium tuberculosis,Terrabacteria group,Mycobacterium tuberculosis H37Rv,,,Mycobacterium tuberculosis complex,,,,,,,
Hyphomonas neptunium ATCC 15444,CP000158,75,31,44,No,0,tRNA,0,()(),()(),--,No,CRW,--,CRW_t_B_30087,--,Yes,root,cellular organisms,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Hyphomonadaceae,Hyphomonas,Hyphomonas neptunium,,,Hyphomonas neptunium ATCC 15444,,,,,,,,,,,
Jannaschia sp. CCS1,CP000264,75,31,44,No,0,tRNA,0,()(),()(),--,No,CRW,--,CRW_t_B_30128,--,Yes,root,cellular organisms,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Jannaschia,Jannaschia sp. CCS1,,,,,,,,,,,,,,
Roseobacter denitrificans OCh 114,CP000362,75,31,44,No,0,tRNA,0,()()(),()()(),--,No,CRW,--,CRW_t_B_30157,--,Yes,root,cellular organisms,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Roseobacter,Roseobacter denitrificans,,,Roseobacter denitrificans OCh 114,,,,,,,,,,,
Maricaulis maris MCS10,CP000449,75,31,44,No,0,tRNA,0,()(),()(),--,No,CRW,--,CRW_t_B_30206,--,Yes,root,cellular organisms,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Hyphomonadaceae,Maricaulis,Maricaulis maris,,,Maricaulis maris MCS10,,,,,,,,,,,
Mesorhizobium sp. WSM1497,DQ485759,75,31,44,No,0,tRNA,0,--,--,--,No,CRW,--,CRW_t_B_31045,--,Yes,root,cellular organisms,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Phyllobacteriaceae,Mesorhizobium,Mesorhizobium sp. WSM1497,,,,,,,,,,,,,,
Escherichia coli,S63852,75,31,44,No,0,tRNA,0,(),(),--,No,CRW,--,CRW_t_B_31284,--,Yes,root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,,,,,,,,,,,,,,
Escherichia coli,S63853,74,30,44,No,0,tRNA,0,(),(),--,No,CRW,--,CRW_t_B_31285,--,Yes,root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,,,,,,,,,,,,,,
Escherichia coli,S63854,75,33,42,No,0,tRNA,0,(),(),--,No,CRW,--,CRW_t_B_31286,--,Yes,root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,,,,,,,,,,,,,,
Escherichia coli,S63855,74,34,40,No,0,tRNA,0,(),(),--,No,CRW,--,CRW_t_B_31287,--,Yes,root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,,,,,,,,,,,,,,
Escherichia coli,S63859,74,34,40,No,0,tRNA,0,(),(),--,No,CRW,--,CRW_t_B_31288,--,Yes,root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,,,,,,,,,,,,,,
Escherichia coli,S63866,74,32,42,No,0,tRNA,0,(),(),--,No,CRW,--,CRW_t_B_31292,--,Yes,root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,,,,,,,,,,,,,,
Escherichia coli,S63873,75,33,42,No,0,tRNA,0,(),(),--,No,CRW,--,CRW_t_B_31293,--,Yes,root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,,,,,,,,,,,,,,
Escherichia coli,S63882,75,33,42,No,0,tRNA,0,()(),()(),--,No,CRW,--,CRW_t_B_31296,--,Yes,root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,,,,,,,,,,,,,,
Bacillus subtilis,X00889,74,30,44,No,0,tRNA,0,(),(),--,No,CRW,--,CRW_t_B_31320,--,Yes,root,cellular organisms,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,,Bacillus <bacterium>,Bacillus subtilis,,Terrabacteria group,,,,Bacillus subtilis group,,,,,,,
Helicobacter pylori 26695,AE000511,75,31,44,No,0,tRNA,0,--,--,--,No,CRW,--,CRW_t_B_31468,--,Yes,root,cellular organisms,Bacteria,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Helicobacteraceae,Helicobacter,Helicobacter pylori,,,Helicobacter pylori 26695,,,,,,,delta/epsilon subdivisions,,,,
Helicobacter pylori 26695,AE000511,75,31,44,No,0,tRNA,0,--,--,--,No,CRW,--,CRW_t_B_31469,--,Yes,root,cellular organisms,Bacteria,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Helicobacteraceae,Helicobacter,Helicobacter pylori,,,Helicobacter pylori 26695,,,,,,,delta/epsilon subdivisions,,,,
Thermotoga maritima MSB8,AE000512,74,30,44,No,0,tRNA,0,--,--,--,No,CRW,--,CRW_t_B_31470,--,Yes,root,cellular organisms,Bacteria,,,Thermotogales,Thermotogaceae,Thermotoga,Thermotogae <phylum>,Thermotogae <class>,Thermotoga maritima,Thermotoga maritima MSB8,,,,,,,,,,,
Thermotoga maritima MSB8,AE000512,74,30,44,No,0,tRNA,0,--,--,--,No,CRW,--,CRW_t_B_31471,--,Yes,root,cellular organisms,Bacteria,,,Thermotogales,Thermotogaceae,Thermotoga,Thermotogae <phylum>,Thermotogae <class>,Thermotoga maritima,Thermotoga maritima MSB8,,,,,,,,,,,
Deinococcus radiodurans R1,AE000513,74,30,44,No,0,tRNA,0,--,--,--,No,CRW,--,CRW_t_B_31472,--,Yes,root,cellular organisms,Bacteria,Deinococcus-Thermus,Deinococci,Deinococcales,Deinococcaceae,Deinococcus,Deinococcus radiodurans,,,Terrabacteria group,Deinococcus radiodurans R1,,,,,,,,,,
Deinococcus radiodurans R1,AE000513,74,30,44,No,0,tRNA,0,--,--,--,No,CRW,--,CRW_t_B_31473,--,Yes,root,cellular organisms,Bacteria,Deinococcus-Thermus,Deinococci,Deinococcales,Deinococcaceae,Deinococcus,Deinococcus radiodurans,,,Terrabacteria group,Deinococcus radiodurans R1,,,,,,,,,,
Chlamydia trachomatis D/UW-3/CX,AE001273,75,31,44,No,0,tRNA,0,--,--,--,No,CRW,--,CRW_t_B_31483,--,Yes,root,cellular organisms,Bacteria,,Chlamydiia,Chlamydiales,Chlamydiaceae,Chlamydia,Chlamydiae <phylum>,Chlamydia trachomatis,,PVC group,Chlamydia/Chlamydophila group,Chlamydia trachomatis D/UW-3/CX,,,,,,,,,
Streptococcus pneumoniae TIGR4,AE005672,74,30,44,No,0,tRNA,0,()(),()(),--,No,CRW,--,CRW_t_B_31508,--,Yes,root,cellular organisms,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus pneumoniae,,,Terrabacteria group,Streptococcus pneumoniae TIGR4,,,,,,,,,,
Streptococcus pneumoniae TIGR4,AE005672,74,30,44,No,0,tRNA,0,(),(),--,No,CRW,--,CRW_t_B_31509,--,Yes,root,cellular organisms,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus pneumoniae,,,Terrabacteria group,Streptococcus pneumoniae TIGR4,,,,,,,,,,
Streptococcus pneumoniae R6,AE008537,74,30,44,No,0,tRNA,0,()(),()(),--,No,CRW,--,CRW_t_B_31524,--,Yes,root,cellular organisms,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus pneumoniae,,,Terrabacteria group,Streptococcus pneumoniae R6,,,,,,,,,,
Streptococcus pneumoniae R6,AE008546,74,30,44,No,0,tRNA,0,()(),()(),--,No,CRW,--,CRW_t_B_31525,--,Yes,root,cellular organisms,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus pneumoniae,,,Terrabacteria group,Streptococcus pneumoniae R6,,,,,,,,,,
Rickettsia conorii str. Malish 7,AE008673,74,30,44,No,0,tRNA,0,()(),()(),--,No,CRW,--,CRW_t_B_31526,--,Yes,root,cellular organisms,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Rickettsiaceae,Rickettsia,Rickettsia conorii,,,Rickettsia conorii str. Malish 7,,,Rickettsieae,spotted fever group,,,,,,,
Buchnera aphidicola str. Sg (Schizaphis graminum),AE013218,74,30,44,No,0,tRNA,0,(),(),--,No,CRW,--,CRW_t_B_31559,--,Yes,root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Erwiniaceae,,Buchnera <proteobacteria>,Buchnera aphidicola,,Buchnera aphidicola (Schizaphis graminum),Buchnera aphidicola str. Sg (Schizaphis graminum),,,,,,,,,,
Streptococcus mutans UA159,AE014133,74,30,44,No,0,tRNA,0,(),(),--,No,CRW,--,CRW_t_B_31570,--,Yes,root,cellular organisms,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus mutans,,,Terrabacteria group,Streptococcus mutans UA159,,,,,,,,,,
Streptococcus mutans UA159,AE014133,74,30,44,No,0,tRNA,0,(),(),--,No,CRW,--,CRW_t_B_31571,--,Yes,root,cellular organisms,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus mutans,,,Terrabacteria group,Streptococcus mutans UA159,,,,,,,,,,
Tropheryma whipplei str. Twist,AE014184,74,30,44,No,0,tRNA,0,(),(),--,No,CRW,--,CRW_t_B_31576,--,Yes,root,cellular organisms,Bacteria,,,Micrococcales,,Tropheryma,Actinobacteria <phylum>,Actinobacteria <class>,Tropheryma whipplei,Terrabacteria group,unclassified Micrococcales,Tropheryma whipplei str. Twist,,,,,,,,,
Streptococcus agalactiae 2603V/R,AE014192,74,30,44,No,0,tRNA,0,(),(),--,No,CRW,--,CRW_t_B_31578,--,Yes,root,cellular organisms,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus agalactiae,,,Terrabacteria group,Streptococcus agalactiae serogroup V,Streptococcus agalactiae 2603V/R,,,,,,,,,
Streptococcus agalactiae 2603V/R,AE014192,74,30,44,No,0,tRNA,0,(),(),--,No,CRW,--,CRW_t_B_31579,--,Yes,root,cellular organisms,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus agalactiae,,,Terrabacteria group,Streptococcus agalactiae serogroup V,Streptococcus agalactiae 2603V/R,,,,,,,,,
Staphylococcus epidermidis ATCC 12228,AE015929,74,30,44,No,0,tRNA,0,(),(),--,No,CRW,--,CRW_t_B_31603,--,Yes,root,cellular organisms,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus epidermidis,,,Terrabacteria group,Staphylococcus epidermidis ATCC 12228,,,,,,,,,,
Staphylococcus epidermidis ATCC 12228,AE015929,74,30,44,No,0,tRNA,0,(),(),--,No,CRW,--,CRW_t_B_31604,--,Yes,root,cellular organisms,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus epidermidis,,,Terrabacteria group,Staphylococcus epidermidis ATCC 12228,,,,,,,,,,
Vibrio vulnificus CMCP6,AE016795,74,30,44,No,0,tRNA,0,(),(),--,No,CRW,--,CRW_t_B_31605,--,Yes,root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio vulnificus,,,Vibrio vulnificus CMCP6,,,,,,,,,,,
Vibrio vulnificus CMCP6,AE016795,74,30,44,No,0,tRNA,0,(),(),--,No,CRW,--,CRW_t_B_31606,--,Yes,root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio vulnificus,,,Vibrio vulnificus CMCP6,,,,,,,,,,,
Vibrio vulnificus CMCP6,AE016795,74,30,44,No,0,tRNA,0,(),(),--,No,CRW,--,CRW_t_B_31607,--,Yes,root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio vulnificus,,,Vibrio vulnificus CMCP6,,,,,,,,,,,
Vibrio vulnificus CMCP6,AE016795,74,30,44,No,0,tRNA,0,(),(),--,No,CRW,--,CRW_t_B_31608,--,Yes,root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio vulnificus,,,Vibrio vulnificus CMCP6,,,,,,,,,,,
Buchnera aphidicola str. Bp (Baizongia pistaciae),AE016826,74,30,44,No,0,tRNA,0,(),(),--,No,CRW,--,CRW_t_B_31615,--,Yes,root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Erwiniaceae,,Buchnera <proteobacteria>,Buchnera aphidicola,,Buchnera aphidicola (Baizongia pistaciae),Buchnera aphidicola str. Bp (Baizongia pistaciae),,,,,,,,,,
Coxiella burnetii RSA 493,AE016828,74,30,44,No,0,tRNA,0,(),(),--,No,CRW,--,CRW_t_B_31618,--,Yes,root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Coxiellaceae,,Coxiella <Bacteria>,Coxiella burnetii,,Coxiella burnetii RSA 493,,,,,,,,,,,
Enterococcus faecalis V583,AE016830,74,30,44,No,0,tRNA,0,(),(),--,No,CRW,--,CRW_t_B_31619,--,Yes,root,cellular organisms,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus faecalis,,,Terrabacteria group,Enterococcus faecalis V583,,,,,,,,,,
Enterococcus faecalis V583,AE016830,74,30,44,No,0,tRNA,0,(),(),--,No,CRW,--,CRW_t_B_31620,--,Yes,root,cellular organisms,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus faecalis,,,Terrabacteria group,Enterococcus faecalis V583,,,,,,,,,,
Bacillus cereus ATCC 14579,AE016877,74,30,44,No,0,tRNA,0,(),(),--,No,CRW,--,CRW_t_B_31624,--,Yes,root,cellular organisms,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,,Bacillus <bacterium>,Bacillus cereus,,Terrabacteria group,Bacillus cereus ATCC 14579,,,Bacillus cereus group,,,,,,,
Bacillus cereus ATCC 14579,AE016877,74,30,44,No,0,tRNA,0,(),(),--,No,CRW,--,CRW_t_B_31625,--,Yes,root,cellular organisms,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,,Bacillus <bacterium>,Bacillus cereus,,Terrabacteria group,Bacillus cereus ATCC 14579,,,Bacillus cereus group,,,,,,,
Bacillus cereus ATCC 14579,AE016877,74,30,44,No,0,tRNA,0,(),(),--,No,CRW,--,CRW_t_B_31626,--,Yes,root,cellular organisms,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,,Bacillus <bacterium>,Bacillus cereus,,Terrabacteria group,Bacillus cereus ATCC 14579,,,Bacillus cereus group,,,,,,,
Helicobacter hepaticus ATCC 51449,AE017125,75,31,44,No,0,tRNA,0,(),(),--,No,CRW,--,CRW_t_B_31633,--,Yes,root,cellular organisms,Bacteria,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Helicobacteraceae,Helicobacter,Helicobacter hepaticus,,,Helicobacter hepaticus ATCC 51449,,,,,,,delta/epsilon subdivisions,,,,
Bacillus cereus ATCC 10987,AE017194,74,30,44,No,0,tRNA,0,(),(),--,No,CRW,--,CRW_t_B_31640,--,Yes,root,cellular organisms,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,,Bacillus <bacterium>,Bacillus cereus,,Terrabacteria group,Bacillus cereus ATCC 10987,,,Bacillus cereus group,,,,,,,
Wolbachia endosymbiont strain TRS of Brugia malayi,AE017321,74,30,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_31672,--,Yes,root,cellular organisms,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Anaplasmataceae,Wolbachia,Wolbachia endosymbiont of Brugia malayi,,,Wolbachia endosymbiont strain TRS of Brugia malayi,,,Wolbachieae,,,,,,,,
Bacillus anthracis str. 'Ames Ancestor',AE017334,74,30,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_31675,--,Yes,root,cellular organisms,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,,Bacillus <bacterium>,Bacillus anthracis,,Terrabacteria group,Bacillus anthracis str. 'Ames Ancestor',,,Bacillus cereus group,,,,,,,
Bacillus anthracis str. 'Ames Ancestor',AE017334,74,30,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_31676,--,Yes,root,cellular organisms,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,,Bacillus <bacterium>,Bacillus anthracis,,Terrabacteria group,Bacillus anthracis str. 'Ames Ancestor',,,Bacillus cereus group,,,,,,,
Idiomarina loihiensis L2TR,AE017340,74,30,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_31678,--,Yes,root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Idiomarinaceae,Idiomarina,Idiomarina loihiensis,,,Idiomarina loihiensis L2TR,,,,,,,,,,,
Idiomarina loihiensis L2TR,AE017340,74,30,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_31679,--,Yes,root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Idiomarinaceae,Idiomarina,Idiomarina loihiensis,,,Idiomarina loihiensis L2TR,,,,,,,,,,,
Idiomarina loihiensis L2TR,AE017340,74,30,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_31680,--,Yes,root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Idiomarinaceae,Idiomarina,Idiomarina loihiensis,,,Idiomarina loihiensis L2TR,,,,,,,,,,,
Synechococcus elongatus PCC 7942,AF083392,74,30,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_31697,--,Yes,root,cellular organisms,Bacteria,Cyanobacteria,,Synechococcales,Synechococcaceae,Synechococcus,Synechococcus elongatus,,,Terrabacteria group,Cyanobacteria/Melainabacteria group,Synechococcus elongatus PCC 7942,,,,,,,,,
Thermotoga naphthophila,AJ872268,74,30,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_31748,--,Yes,root,cellular organisms,Bacteria,,,Thermotogales,Thermotogaceae,Thermotoga,Thermotogae <phylum>,Thermotogae <class>,Thermotoga naphthophila,,,,,,,,,,,,
