Organism name,Length,Benchmark ID,Taxonomy.ENA.superkingdom,Taxonomy.ENA.phylum,Taxonomy.ENA.order,Taxonomy.ENA.class
Shigella flexneri 5 str. 8401,77,CRW_t_B_23123,Bacteria,Proteobacteria,Enterobacterales,Gammaproteobacteria
Shigella flexneri 5 str. 8401,77,CRW_t_B_23124,Bacteria,Proteobacteria,Enterobacterales,Gammaproteobacteria
Shigella flexneri 5 str. 8401,77,CRW_t_B_23125,Bacteria,Proteobacteria,Enterobacterales,Gammaproteobacteria
Rhodoferax ferrireducens T118,77,CRW_t_B_23126,Bacteria,Proteobacteria,Burkholderiales,Betaproteobacteria
Rhodoferax ferrireducens T118,77,CRW_t_B_23127,Bacteria,Proteobacteria,Burkholderiales,Betaproteobacteria
Rhodopseudomonas palustris BisB5,77,CRW_t_B_23131,Bacteria,Proteobacteria,Rhizobiales,Alphaproteobacteria
Methylobacillus flagellatus KT,77,CRW_t_B_23132,Bacteria,Proteobacteria,Nitrosomonadales,Betaproteobacteria
Methylobacillus flagellatus KT,77,CRW_t_B_23133,Bacteria,Proteobacteria,Nitrosomonadales,Betaproteobacteria
Chromohalobacter salexigens DSM 3043,77,CRW_t_B_23134,Bacteria,Proteobacteria,Oceanospirillales,Gammaproteobacteria
Chromohalobacter salexigens DSM 3043,77,CRW_t_B_23135,Bacteria,Proteobacteria,Oceanospirillales,Gammaproteobacteria
Chromohalobacter salexigens DSM 3043,77,CRW_t_B_23136,Bacteria,Proteobacteria,Oceanospirillales,Gammaproteobacteria
Chromohalobacter salexigens DSM 3043,77,CRW_t_B_23137,Bacteria,Proteobacteria,Oceanospirillales,Gammaproteobacteria
Chromohalobacter salexigens DSM 3043,77,CRW_t_B_23138,Bacteria,Proteobacteria,Oceanospirillales,Gammaproteobacteria
Rhodopseudomonas palustris BisB18,77,CRW_t_B_23141,Bacteria,Proteobacteria,Rhizobiales,Alphaproteobacteria
Shewanella denitrificans OS217,77,CRW_t_B_23142,Bacteria,Proteobacteria,Alteromonadales,Gammaproteobacteria
Shewanella denitrificans OS217,77,CRW_t_B_23143,Bacteria,Proteobacteria,Alteromonadales,Gammaproteobacteria
Shewanella denitrificans OS217,77,CRW_t_B_23144,Bacteria,Proteobacteria,Alteromonadales,Gammaproteobacteria
Shewanella denitrificans OS217,77,CRW_t_B_23145,Bacteria,Proteobacteria,Alteromonadales,Gammaproteobacteria
Shewanella denitrificans OS217,77,CRW_t_B_23146,Bacteria,Proteobacteria,Alteromonadales,Gammaproteobacteria
Shewanella denitrificans OS217,77,CRW_t_B_23147,Bacteria,Proteobacteria,Alteromonadales,Gammaproteobacteria
Shewanella denitrificans OS217,77,CRW_t_B_23148,Bacteria,Proteobacteria,Alteromonadales,Gammaproteobacteria
Yersinia pestis Nepal516,77,CRW_t_B_23149,Bacteria,Proteobacteria,Enterobacterales,Gammaproteobacteria
Yersinia pestis Nepal516,77,CRW_t_B_23150,Bacteria,Proteobacteria,Enterobacterales,Gammaproteobacteria
Yersinia pestis Nepal516,77,CRW_t_B_23151,Bacteria,Proteobacteria,Enterobacterales,Gammaproteobacteria
Yersinia pestis Nepal516,77,CRW_t_B_23152,Bacteria,Proteobacteria,Enterobacterales,Gammaproteobacteria
Yersinia pestis Nepal516,77,CRW_t_B_23153,Bacteria,Proteobacteria,Enterobacterales,Gammaproteobacteria
Yersinia pestis Nepal516,77,CRW_t_B_23154,Bacteria,Proteobacteria,Enterobacterales,Gammaproteobacteria
Yersinia pestis Antiqua,77,CRW_t_B_23155,Bacteria,Proteobacteria,Enterobacterales,Gammaproteobacteria
Yersinia pestis Antiqua,77,CRW_t_B_23156,Bacteria,Proteobacteria,Enterobacterales,Gammaproteobacteria
Yersinia pestis Antiqua,77,CRW_t_B_23157,Bacteria,Proteobacteria,Enterobacterales,Gammaproteobacteria
Yersinia pestis Antiqua,77,CRW_t_B_23158,Bacteria,Proteobacteria,Enterobacterales,Gammaproteobacteria
Yersinia pestis Antiqua,77,CRW_t_B_23159,Bacteria,Proteobacteria,Enterobacterales,Gammaproteobacteria
Yersinia pestis Antiqua,77,CRW_t_B_23160,Bacteria,Proteobacteria,Enterobacterales,Gammaproteobacteria
Clostridium perfringens SM101,77,CRW_t_B_23161,Bacteria,Firmicutes,Clostridiales,Clostridia
Clostridium perfringens SM101,77,CRW_t_B_23162,Bacteria,Firmicutes,Clostridiales,Clostridia
Clostridium perfringens SM101,77,CRW_t_B_23164,Bacteria,Firmicutes,Clostridiales,Clostridia
Clostridium perfringens SM101,77,CRW_t_B_23166,Bacteria,Firmicutes,Clostridiales,Clostridia
Polaromonas sp. JS666,77,CRW_t_B_23169,Bacteria,Proteobacteria,Burkholderiales,Betaproteobacteria
Polaromonas sp. JS666,77,CRW_t_B_23170,Bacteria,Proteobacteria,Burkholderiales,Betaproteobacteria
Nitrobacter hamburgensis X14,77,CRW_t_B_23172,Bacteria,Proteobacteria,Rhizobiales,Alphaproteobacteria
Nitrobacter hamburgensis X14,77,CRW_t_B_23173,Bacteria,Proteobacteria,Rhizobiales,Alphaproteobacteria
Psychrobacter cryohalolentis K5,77,CRW_t_B_23174,Bacteria,Proteobacteria,Pseudomonadales,Gammaproteobacteria
Psychrobacter cryohalolentis K5,77,CRW_t_B_23175,Bacteria,Proteobacteria,Pseudomonadales,Gammaproteobacteria
Mycobacterium ulcerans Agy99,77,CRW_t_B_23177,Bacteria,Actinobacteria,Corynebacteriales,
Mycobacterium ulcerans Agy99,77,CRW_t_B_23178,Bacteria,Actinobacteria,Corynebacteriales,
Deinococcus geothermalis DSM 11300,77,CRW_t_B_23183,Bacteria,Deinococcus-Thermus,Deinococcales,Deinococci
Deinococcus geothermalis DSM 11300,77,CRW_t_B_23184,Bacteria,Deinococcus-Thermus,Deinococcales,Deinococci
Roseobacter denitrificans OCh 114,77,CRW_t_B_23186,Bacteria,Proteobacteria,Rhodobacterales,Alphaproteobacteria
Roseobacter denitrificans OCh 114,77,CRW_t_B_23187,Bacteria,Proteobacteria,Rhodobacterales,Alphaproteobacteria
Roseobacter denitrificans OCh 114,77,CRW_t_B_23188,Bacteria,Proteobacteria,Rhodobacterales,Alphaproteobacteria
Burkholderia cenocepacia AU 1054,77,CRW_t_B_23194,Bacteria,Proteobacteria,Burkholderiales,Betaproteobacteria
Burkholderia cenocepacia AU 1054,77,CRW_t_B_23195,Bacteria,Proteobacteria,Burkholderiales,Betaproteobacteria
Burkholderia cenocepacia AU 1054,77,CRW_t_B_23196,Bacteria,Proteobacteria,Burkholderiales,Betaproteobacteria
Burkholderia cenocepacia AU 1054,77,CRW_t_B_23197,Bacteria,Proteobacteria,Burkholderiales,Betaproteobacteria
Clostridium novyi NT,77,CRW_t_B_23198,Bacteria,Firmicutes,Clostridiales,Clostridia
Clostridium novyi NT,77,CRW_t_B_23200,Bacteria,Firmicutes,Clostridiales,Clostridia
Clostridium novyi NT,77,CRW_t_B_23202,Bacteria,Firmicutes,Clostridiales,Clostridia
Cytophaga hutchinsonii ATCC 33406,77,CRW_t_B_23204,Bacteria,Bacteroidetes,Cytophagales,Cytophagia
Mycobacterium sp. MCS,77,CRW_t_B_23206,Bacteria,Actinobacteria,Corynebacteriales,
Mycobacterium sp. MCS,77,CRW_t_B_23207,Bacteria,Actinobacteria,Corynebacteriales,
Pseudoalteromonas atlantica T6c,77,CRW_t_B_23210,Bacteria,Proteobacteria,Alteromonadales,Gammaproteobacteria
Pseudoalteromonas atlantica T6c,77,CRW_t_B_23211,Bacteria,Proteobacteria,Alteromonadales,Gammaproteobacteria
Pseudoalteromonas atlantica T6c,77,CRW_t_B_23212,Bacteria,Proteobacteria,Alteromonadales,Gammaproteobacteria
Pseudoalteromonas atlantica T6c,77,CRW_t_B_23213,Bacteria,Proteobacteria,Alteromonadales,Gammaproteobacteria
Pseudoalteromonas atlantica T6c,77,CRW_t_B_23214,Bacteria,Proteobacteria,Alteromonadales,Gammaproteobacteria
Francisella tularensis subsp. holarctica OSU18,77,CRW_t_B_23268,Bacteria,Proteobacteria,Thiotrichales,Gammaproteobacteria
Shewanella sp. MR-7,77,CRW_t_B_23278,Bacteria,Proteobacteria,Alteromonadales,Gammaproteobacteria
Shewanella sp. MR-7,77,CRW_t_B_23279,Bacteria,Proteobacteria,Alteromonadales,Gammaproteobacteria
Shewanella sp. MR-7,77,CRW_t_B_23280,Bacteria,Proteobacteria,Alteromonadales,Gammaproteobacteria
Shewanella sp. MR-7,77,CRW_t_B_23281,Bacteria,Proteobacteria,Alteromonadales,Gammaproteobacteria
Shewanella sp. MR-7,77,CRW_t_B_23282,Bacteria,Proteobacteria,Alteromonadales,Gammaproteobacteria
Shewanella sp. MR-7,77,CRW_t_B_23283,Bacteria,Proteobacteria,Alteromonadales,Gammaproteobacteria
Shewanella sp. MR-7,77,CRW_t_B_23284,Bacteria,Proteobacteria,Alteromonadales,Gammaproteobacteria
Shewanella sp. MR-7,77,CRW_t_B_23285,Bacteria,Proteobacteria,Alteromonadales,Gammaproteobacteria
Shewanella sp. MR-4,77,CRW_t_B_23286,Bacteria,Proteobacteria,Alteromonadales,Gammaproteobacteria
Shewanella sp. MR-4,77,CRW_t_B_23287,Bacteria,Proteobacteria,Alteromonadales,Gammaproteobacteria
Shewanella sp. MR-4,77,CRW_t_B_23288,Bacteria,Proteobacteria,Alteromonadales,Gammaproteobacteria
Shewanella sp. MR-4,77,CRW_t_B_23289,Bacteria,Proteobacteria,Alteromonadales,Gammaproteobacteria
Shewanella sp. MR-4,77,CRW_t_B_23290,Bacteria,Proteobacteria,Alteromonadales,Gammaproteobacteria
Shewanella sp. MR-4,77,CRW_t_B_23291,Bacteria,Proteobacteria,Alteromonadales,Gammaproteobacteria
Shewanella sp. MR-4,77,CRW_t_B_23292,Bacteria,Proteobacteria,Alteromonadales,Gammaproteobacteria
Shewanella sp. MR-4,77,CRW_t_B_23293,Bacteria,Proteobacteria,Alteromonadales,Gammaproteobacteria
Shewanella frigidimarina NCIMB 400,77,CRW_t_B_23299,Bacteria,Proteobacteria,Alteromonadales,Gammaproteobacteria
Shewanella frigidimarina NCIMB 400,77,CRW_t_B_23300,Bacteria,Proteobacteria,Alteromonadales,Gammaproteobacteria
Maricaulis maris MCS10,77,CRW_t_B_23305,Bacteria,Proteobacteria,Rhodobacterales,Alphaproteobacteria
Maricaulis maris MCS10,77,CRW_t_B_23306,Bacteria,Proteobacteria,Rhodobacterales,Alphaproteobacteria
Maricaulis maris MCS10,77,CRW_t_B_23307,Bacteria,Proteobacteria,Rhodobacterales,Alphaproteobacteria
Nitrosomonas eutropha C91,77,CRW_t_B_23309,Bacteria,Proteobacteria,Nitrosomonadales,Betaproteobacteria
Arthrobacter sp. FB24,77,CRW_t_B_23313,Bacteria,Actinobacteria,Micrococcales,
Burkholderia cenocepacia HI2424,77,CRW_t_B_23315,Bacteria,Proteobacteria,Burkholderiales,Betaproteobacteria
Burkholderia cenocepacia HI2424,77,CRW_t_B_23316,Bacteria,Proteobacteria,Burkholderiales,Betaproteobacteria
Burkholderia cenocepacia HI2424,77,CRW_t_B_23317,Bacteria,Proteobacteria,Burkholderiales,Betaproteobacteria
Burkholderia cenocepacia HI2424,77,CRW_t_B_23318,Bacteria,Proteobacteria,Burkholderiales,Betaproteobacteria
Aeromonas hydrophila subsp. hydrophila ATCC 7966,77,CRW_t_B_23319,Bacteria,Proteobacteria,Aeromonadales,Gammaproteobacteria
Aeromonas hydrophila subsp. hydrophila ATCC 7966,77,CRW_t_B_23320,Bacteria,Proteobacteria,Aeromonadales,Gammaproteobacteria
Aeromonas hydrophila subsp. hydrophila ATCC 7966,77,CRW_t_B_23321,Bacteria,Proteobacteria,Aeromonadales,Gammaproteobacteria
Aeromonas hydrophila subsp. hydrophila ATCC 7966,77,CRW_t_B_23322,Bacteria,Proteobacteria,Aeromonadales,Gammaproteobacteria
Aeromonas hydrophila subsp. hydrophila ATCC 7966,77,CRW_t_B_23323,Bacteria,Proteobacteria,Aeromonadales,Gammaproteobacteria
Aeromonas hydrophila subsp. hydrophila ATCC 7966,77,CRW_t_B_23324,Bacteria,Proteobacteria,Aeromonadales,Gammaproteobacteria
Aeromonas hydrophila subsp. hydrophila ATCC 7966,77,CRW_t_B_23325,Bacteria,Proteobacteria,Aeromonadales,Gammaproteobacteria
Aeromonas hydrophila subsp. hydrophila ATCC 7966,77,CRW_t_B_23326,Bacteria,Proteobacteria,Aeromonadales,Gammaproteobacteria
Aeromonas hydrophila subsp. hydrophila ATCC 7966,77,CRW_t_B_23327,Bacteria,Proteobacteria,Aeromonadales,Gammaproteobacteria
Aeromonas hydrophila subsp. hydrophila ATCC 7966,77,CRW_t_B_23328,Bacteria,Proteobacteria,Aeromonadales,Gammaproteobacteria
Aeromonas hydrophila subsp. hydrophila ATCC 7966,77,CRW_t_B_23329,Bacteria,Proteobacteria,Aeromonadales,Gammaproteobacteria
Aeromonas hydrophila subsp. hydrophila ATCC 7966,77,CRW_t_B_23330,Bacteria,Proteobacteria,Aeromonadales,Gammaproteobacteria
Aeromonas hydrophila subsp. hydrophila ATCC 7966,77,CRW_t_B_23331,Bacteria,Proteobacteria,Aeromonadales,Gammaproteobacteria
Rhodopseudomonas palustris BisA53,77,CRW_t_B_23332,Bacteria,Proteobacteria,Rhizobiales,Alphaproteobacteria
Shewanella sp. ANA-3,77,CRW_t_B_23333,Bacteria,Proteobacteria,Alteromonadales,Gammaproteobacteria
Shewanella sp. ANA-3,77,CRW_t_B_23334,Bacteria,Proteobacteria,Alteromonadales,Gammaproteobacteria
Shewanella sp. ANA-3,77,CRW_t_B_23335,Bacteria,Proteobacteria,Alteromonadales,Gammaproteobacteria
Shewanella sp. ANA-3,77,CRW_t_B_23336,Bacteria,Proteobacteria,Alteromonadales,Gammaproteobacteria
Shewanella sp. ANA-3,77,CRW_t_B_23337,Bacteria,Proteobacteria,Alteromonadales,Gammaproteobacteria
Shewanella sp. ANA-3,77,CRW_t_B_23338,Bacteria,Proteobacteria,Alteromonadales,Gammaproteobacteria
Shewanella sp. ANA-3,77,CRW_t_B_23339,Bacteria,Proteobacteria,Alteromonadales,Gammaproteobacteria
Syntrophobacter fumaroxidans MPOB,77,CRW_t_B_23349,Bacteria,Proteobacteria,Syntrophobacterales,Deltaproteobacteria
Syntrophobacter fumaroxidans MPOB,77,CRW_t_B_23350,Bacteria,Proteobacteria,Syntrophobacterales,Deltaproteobacteria
Mycobacterium avium 104,77,CRW_t_B_23352,Bacteria,Actinobacteria,Corynebacteriales,
Mycobacterium avium 104,77,CRW_t_B_23353,Bacteria,Actinobacteria,Corynebacteriales,
Mycobacterium avium 104,77,CRW_t_B_23354,Bacteria,Actinobacteria,Corynebacteriales,
Pelobacter propionicus DSM 2379,77,CRW_t_B_23360,Bacteria,Proteobacteria,Desulfuromonadales,Deltaproteobacteria
Pelobacter propionicus DSM 2379,77,CRW_t_B_23361,Bacteria,Proteobacteria,Desulfuromonadales,Deltaproteobacteria
Pelobacter propionicus DSM 2379,77,CRW_t_B_23362,Bacteria,Proteobacteria,Desulfuromonadales,Deltaproteobacteria
Bacillus thuringiensis str. Al Hakam,77,CRW_t_B_23363,Bacteria,Firmicutes,Bacillales,Bacilli
Bacillus thuringiensis str. Al Hakam,77,CRW_t_B_23367,Bacteria,Firmicutes,Bacillales,Bacilli
Campylobacter fetus subsp. fetus 82-40,77,CRW_t_B_23368,Bacteria,Proteobacteria,Campylobacterales,Epsilonproteobacteria
Candidatus Ruthia magnifica str. Cm (Calyptogena magnifica),77,CRW_t_B_23370,Bacteria,Proteobacteria,,Gammaproteobacteria
Candidatus Ruthia magnifica str. Cm (Calyptogena magnifica),77,CRW_t_B_23371,Bacteria,Proteobacteria,,Gammaproteobacteria
Paracoccus denitrificans PD1222,77,CRW_t_B_23372,Bacteria,Proteobacteria,Rhodobacterales,Alphaproteobacteria
Paracoccus denitrificans PD1222,77,CRW_t_B_23373,Bacteria,Proteobacteria,Rhodobacterales,Alphaproteobacteria
Shewanella sp. W3-18-1,77,CRW_t_B_23378,Bacteria,Proteobacteria,Alteromonadales,Gammaproteobacteria
Shewanella sp. W3-18-1,77,CRW_t_B_23379,Bacteria,Proteobacteria,Alteromonadales,Gammaproteobacteria
Shewanella sp. W3-18-1,77,CRW_t_B_23380,Bacteria,Proteobacteria,Alteromonadales,Gammaproteobacteria
Shewanella sp. W3-18-1,77,CRW_t_B_23381,Bacteria,Proteobacteria,Alteromonadales,Gammaproteobacteria
Shewanella sp. W3-18-1,77,CRW_t_B_23382,Bacteria,Proteobacteria,Alteromonadales,Gammaproteobacteria
Shewanella sp. W3-18-1,77,CRW_t_B_23383,Bacteria,Proteobacteria,Alteromonadales,Gammaproteobacteria
Shewanella sp. W3-18-1,77,CRW_t_B_23384,Bacteria,Proteobacteria,Alteromonadales,Gammaproteobacteria
Shewanella sp. W3-18-1,77,CRW_t_B_23385,Bacteria,Proteobacteria,Alteromonadales,Gammaproteobacteria
Shewanella amazonensis SB2B,77,CRW_t_B_23387,Bacteria,Proteobacteria,Alteromonadales,Gammaproteobacteria
Shewanella amazonensis SB2B,77,CRW_t_B_23388,Bacteria,Proteobacteria,Alteromonadales,Gammaproteobacteria
Shewanella amazonensis SB2B,77,CRW_t_B_23389,Bacteria,Proteobacteria,Alteromonadales,Gammaproteobacteria
Shewanella amazonensis SB2B,77,CRW_t_B_23390,Bacteria,Proteobacteria,Alteromonadales,Gammaproteobacteria
Shewanella amazonensis SB2B,77,CRW_t_B_23391,Bacteria,Proteobacteria,Alteromonadales,Gammaproteobacteria
Shewanella amazonensis SB2B,77,CRW_t_B_23392,Bacteria,Proteobacteria,Alteromonadales,Gammaproteobacteria
Shewanella amazonensis SB2B,77,CRW_t_B_23393,Bacteria,Proteobacteria,Alteromonadales,Gammaproteobacteria
Psychromonas ingrahamii 37,77,CRW_t_B_23395,Bacteria,Proteobacteria,Alteromonadales,Gammaproteobacteria
Psychromonas ingrahamii 37,77,CRW_t_B_23396,Bacteria,Proteobacteria,Alteromonadales,Gammaproteobacteria
Psychromonas ingrahamii 37,77,CRW_t_B_23397,Bacteria,Proteobacteria,Alteromonadales,Gammaproteobacteria
Psychromonas ingrahamii 37,77,CRW_t_B_23398,Bacteria,Proteobacteria,Alteromonadales,Gammaproteobacteria
Psychromonas ingrahamii 37,77,CRW_t_B_23399,Bacteria,Proteobacteria,Alteromonadales,Gammaproteobacteria
Psychromonas ingrahamii 37,77,CRW_t_B_23400,Bacteria,Proteobacteria,Alteromonadales,Gammaproteobacteria
Mycobacterium sp. KMS,77,CRW_t_B_23409,Bacteria,Actinobacteria,Corynebacteriales,
Mycobacterium sp. KMS,77,CRW_t_B_23410,Bacteria,Actinobacteria,Corynebacteriales,
Burkholderia mallei SAVP1,77,CRW_t_B_23411,Bacteria,Proteobacteria,Burkholderiales,Betaproteobacteria
Burkholderia mallei SAVP1,77,CRW_t_B_23412,Bacteria,Proteobacteria,Burkholderiales,Betaproteobacteria
Burkholderia mallei SAVP1,77,CRW_t_B_23413,Bacteria,Proteobacteria,Burkholderiales,Betaproteobacteria
Polaromonas naphthalenivorans CJ2,77,CRW_t_B_23415,Bacteria,Proteobacteria,Burkholderiales,Betaproteobacteria
Polaromonas naphthalenivorans CJ2,77,CRW_t_B_23416,Bacteria,Proteobacteria,Burkholderiales,Betaproteobacteria
Polaromonas naphthalenivorans CJ2,77,CRW_t_B_23417,Bacteria,Proteobacteria,Burkholderiales,Betaproteobacteria
Polaromonas naphthalenivorans CJ2,77,CRW_t_B_23418,Bacteria,Proteobacteria,Burkholderiales,Betaproteobacteria
Polaromonas naphthalenivorans CJ2,77,CRW_t_B_23419,Bacteria,Proteobacteria,Burkholderiales,Betaproteobacteria
Campylobacter jejuni subsp. jejuni 81-176,77,CRW_t_B_23420,Bacteria,Proteobacteria,Campylobacterales,Epsilonproteobacteria
Acidovorax sp. JS42,77,CRW_t_B_23421,Bacteria,Proteobacteria,Burkholderiales,Betaproteobacteria
Verminephrobacter eiseniae EF01-2,77,CRW_t_B_23422,Bacteria,Proteobacteria,Burkholderiales,Betaproteobacteria
Halorhodospira halophila SL1,77,CRW_t_B_23424,Bacteria,Proteobacteria,Chromatiales,Gammaproteobacteria
Halorhodospira halophila SL1,77,CRW_t_B_23425,Bacteria,Proteobacteria,Chromatiales,Gammaproteobacteria
Burkholderia mallei NCTC 10229,77,CRW_t_B_23426,Bacteria,Proteobacteria,Burkholderiales,Betaproteobacteria
Burkholderia mallei NCTC 10229,77,CRW_t_B_23427,Bacteria,Proteobacteria,Burkholderiales,Betaproteobacteria
Burkholderia mallei NCTC 10229,77,CRW_t_B_23428,Bacteria,Proteobacteria,Burkholderiales,Betaproteobacteria
Prochlorococcus marinus str. MIT 9515,77,CRW_t_B_23429,Bacteria,Cyanobacteria,Synechococcales,
Prochlorococcus marinus str. NATL1A,77,CRW_t_B_23431,Bacteria,Cyanobacteria,Synechococcales,
Prochlorococcus marinus str. MIT 9303,77,CRW_t_B_23433,Bacteria,Cyanobacteria,Synechococcales,
Acinetobacter sp. ADP1,77,CRW_t_B_23456,Bacteria,Proteobacteria,Pseudomonadales,Gammaproteobacteria
Acinetobacter sp. ADP1,77,CRW_t_B_23458,Bacteria,Proteobacteria,Pseudomonadales,Gammaproteobacteria
Acinetobacter sp. ADP1,77,CRW_t_B_23459,Bacteria,Proteobacteria,Pseudomonadales,Gammaproteobacteria
Acinetobacter sp. ADP1,77,CRW_t_B_23460,Bacteria,Proteobacteria,Pseudomonadales,Gammaproteobacteria
Acinetobacter sp. ADP1,77,CRW_t_B_23461,Bacteria,Proteobacteria,Pseudomonadales,Gammaproteobacteria
Bacteroides fragilis NCTC 9343,77,CRW_t_B_23465,Bacteria,Bacteroidetes,Bacteroidales,Bacteroidia
Legionella pneumophila str. Paris,77,CRW_t_B_23467,Bacteria,Proteobacteria,Legionellales,Gammaproteobacteria
Legionella pneumophila str. Paris,77,CRW_t_B_23468,Bacteria,Proteobacteria,Legionellales,Gammaproteobacteria
Legionella pneumophila str. Lens,77,CRW_t_B_23470,Bacteria,Proteobacteria,Legionellales,Gammaproteobacteria
Legionella pneumophila str. Lens,77,CRW_t_B_23471,Bacteria,Proteobacteria,Legionellales,Gammaproteobacteria
Corynebacterium jeikeium K411,77,CRW_t_B_23476,Bacteria,Actinobacteria,Corynebacteriales,
Corynebacterium jeikeium K411,77,CRW_t_B_23477,Bacteria,Actinobacteria,Corynebacteriales,
Pseudoalteromonas haloplanktis TAC125,77,CRW_t_B_23484,Bacteria,Proteobacteria,Alteromonadales,Gammaproteobacteria
Pseudoalteromonas haloplanktis TAC125,77,CRW_t_B_23485,Bacteria,Proteobacteria,Alteromonadales,Gammaproteobacteria
Pseudoalteromonas haloplanktis TAC125,77,CRW_t_B_23486,Bacteria,Proteobacteria,Alteromonadales,Gammaproteobacteria
Pseudoalteromonas haloplanktis TAC125,77,CRW_t_B_23487,Bacteria,Proteobacteria,Alteromonadales,Gammaproteobacteria
Pseudoalteromonas haloplanktis TAC125,77,CRW_t_B_23488,Bacteria,Proteobacteria,Alteromonadales,Gammaproteobacteria
Pseudoalteromonas haloplanktis TAC125,77,CRW_t_B_23489,Bacteria,Proteobacteria,Alteromonadales,Gammaproteobacteria
Pseudoalteromonas haloplanktis TAC125,77,CRW_t_B_23490,Bacteria,Proteobacteria,Alteromonadales,Gammaproteobacteria
Frankia alni ACN14a,77,CRW_t_B_23499,Bacteria,Actinobacteria,Frankiales,
Frankia alni ACN14a,77,CRW_t_B_23500,Bacteria,Actinobacteria,Frankiales,
Gramella forsetii KT0803,77,CRW_t_B_23508,Bacteria,Bacteroidetes,Flavobacteriales,Flavobacteriia
Escherichia coli,77,CRW_t_B_23509,Bacteria,Proteobacteria,,Gammaproteobacteria
Escherichia coli,77,CRW_t_B_23510,Bacteria,Proteobacteria,,Gammaproteobacteria
Escherichia coli,77,CRW_t_B_23511,Bacteria,Proteobacteria,,Gammaproteobacteria
Bacillus subtilis,77,CRW_t_B_23512,Bacteria,Firmicutes,Bacillales,Bacilli
Escherichia coli,77,CRW_t_B_23587,Bacteria,Proteobacteria,,Gammaproteobacteria
Escherichia coli,77,CRW_t_B_23588,Bacteria,Proteobacteria,,Gammaproteobacteria
Escherichia coli,77,CRW_t_B_23589,Bacteria,Proteobacteria,,Gammaproteobacteria
Escherichia coli,77,CRW_t_B_23590,Bacteria,Proteobacteria,,Gammaproteobacteria
Escherichia coli,77,CRW_t_B_23591,Bacteria,Proteobacteria,,Gammaproteobacteria
Escherichia coli,77,CRW_t_B_23592,Bacteria,Proteobacteria,,Gammaproteobacteria
Escherichia coli,77,CRW_t_B_23593,Bacteria,Proteobacteria,,Gammaproteobacteria
Escherichia coli,77,CRW_t_B_23594,Bacteria,Proteobacteria,,Gammaproteobacteria
Escherichia coli,77,CRW_t_B_23595,Bacteria,Proteobacteria,,Gammaproteobacteria
Escherichia coli,77,CRW_t_B_23596,Bacteria,Proteobacteria,,Gammaproteobacteria
Gloeobacter violaceus PCC 7421,77,CRW_t_B_23616,Bacteria,Cyanobacteria,Gloeobacterales,Gloeobacteria
Mycoplasma genitalium G37,77,CRW_t_B_23623,Bacteria,Tenericutes,,Mollicutes
Mycoplasma genitalium G37,77,CRW_t_B_23624,Bacteria,Tenericutes,,Mollicutes
Bacillus subtilis,77,CRW_t_B_23630,Bacteria,Firmicutes,Bacillales,Bacilli
