Organism name,Accession number,Length,Number of decoupled nucleotides,Number of weak bonds,Is Pseudoknotted,Pseudoknot order,Rna Type,Genus,Core,Core plus,Shape,Is Validated,Reference database,Description,Benchmark ID,Reference,Taxonomy.SILVA.Classified,Taxonomy.SILVA.superkingdom,Taxonomy.SILVA.unknown 0,Taxonomy.SILVA.phylum,Taxonomy.SILVA.order,Taxonomy.SILVA.family,Taxonomy.SILVA.genus,Taxonomy.SILVA.class,Taxonomy.SILVA.unknown 1,Taxonomy.SILVA.unknown 2,Taxonomy.SILVA.unknown 3,Taxonomy.SILVA.no rank 0,Taxonomy.SILVA.unknown 4
Chromohalobacter salexigens DSM 3043,CP000285,77,33,44,No,0,tRNA,0,()(),()(),--,No,CRW,--,CRW_t_B_32308,--,Yes,Bacteria,,Proteobacteria,Pseudomonadales,Halomonadaceae,Chromohalobacter,Gammaproteobacteria,,,,,
Chromohalobacter salexigens DSM 3043,CP000285,77,33,44,No,0,tRNA,0,()(),()(),--,No,CRW,--,CRW_t_B_32309,--,Yes,Bacteria,,Proteobacteria,Pseudomonadales,Halomonadaceae,Chromohalobacter,Gammaproteobacteria,,,,,
Chromohalobacter salexigens DSM 3043,CP000285,77,33,44,No,0,tRNA,0,()(),()(),--,No,CRW,--,CRW_t_B_32310,--,Yes,Bacteria,,Proteobacteria,Pseudomonadales,Halomonadaceae,Chromohalobacter,Gammaproteobacteria,,,,,
Rhodopseudomonas palustris BisB18,CP000301,77,33,44,No,0,tRNA,0,--,--,--,No,CRW,--,CRW_t_B_32313,--,Yes,Bacteria,,Proteobacteria,Rhizobiales,Xanthobacteraceae,Rhodopseudomonas,Alphaproteobacteria,,,,,
Shewanella denitrificans OS217,CP000302,77,33,44,No,0,tRNA,0,--,--,--,No,CRW,--,CRW_t_B_32314,--,Yes,Bacteria,,Proteobacteria,Enterobacterales,Shewanellaceae,Shewanella,Gammaproteobacteria,,,,,
Shewanella denitrificans OS217,CP000302,77,33,44,No,0,tRNA,0,--,--,--,No,CRW,--,CRW_t_B_32315,--,Yes,Bacteria,,Proteobacteria,Enterobacterales,Shewanellaceae,Shewanella,Gammaproteobacteria,,,,,
Shewanella denitrificans OS217,CP000302,77,33,44,No,0,tRNA,0,--,--,--,No,CRW,--,CRW_t_B_32316,--,Yes,Bacteria,,Proteobacteria,Enterobacterales,Shewanellaceae,Shewanella,Gammaproteobacteria,,,,,
Yersinia pestis Nepal516,CP000305,77,33,44,No,0,tRNA,0,--,--,--,No,CRW,--,CRW_t_B_32317,--,Yes,Bacteria,,Proteobacteria,Enterobacterales,Yersiniaceae,Yersinia,Gammaproteobacteria,,,,,
Yersinia pestis Nepal516,CP000305,77,33,44,No,0,tRNA,0,--,--,--,No,CRW,--,CRW_t_B_32318,--,Yes,Bacteria,,Proteobacteria,Enterobacterales,Yersiniaceae,Yersinia,Gammaproteobacteria,,,,,
Yersinia pestis Nepal516,CP000305,77,33,44,No,0,tRNA,0,--,--,--,No,CRW,--,CRW_t_B_32319,--,Yes,Bacteria,,Proteobacteria,Enterobacterales,Yersiniaceae,Yersinia,Gammaproteobacteria,,,,,
Yersinia pestis Antiqua,CP000308,77,33,44,No,0,tRNA,0,--,--,--,No,CRW,--,CRW_t_B_32320,--,Yes,Bacteria,,Proteobacteria,Enterobacterales,Yersiniaceae,Yersinia,Gammaproteobacteria,,,,,
Yersinia pestis Antiqua,CP000308,77,33,44,No,0,tRNA,0,--,--,--,No,CRW,--,CRW_t_B_32321,--,Yes,Bacteria,,Proteobacteria,Enterobacterales,Yersiniaceae,Yersinia,Gammaproteobacteria,,,,,
Yersinia pestis Antiqua,CP000308,77,33,44,No,0,tRNA,0,--,--,--,No,CRW,--,CRW_t_B_32322,--,Yes,Bacteria,,Proteobacteria,Enterobacterales,Yersiniaceae,Yersinia,Gammaproteobacteria,,,,,
Polaromonas sp. JS666,CP000316,77,33,44,No,0,tRNA,0,--,--,--,No,CRW,--,CRW_t_B_32326,--,Yes,Bacteria,,Proteobacteria,Burkholderiales,Comamonadaceae,Polaromonas,Gammaproteobacteria,,,,,
Polaromonas sp. JS666,CP000316,77,33,44,No,0,tRNA,0,--,--,--,No,CRW,--,CRW_t_B_32327,--,Yes,Bacteria,,Proteobacteria,Burkholderiales,Comamonadaceae,Polaromonas,Gammaproteobacteria,,,,,
Polaromonas sp. JS666,CP000316,77,33,44,No,0,tRNA,0,--,--,--,No,CRW,--,CRW_t_B_32328,--,Yes,Bacteria,,Proteobacteria,Burkholderiales,Comamonadaceae,Polaromonas,Gammaproteobacteria,,,,,
Nitrobacter hamburgensis X14,CP000319,77,33,44,No,0,tRNA,0,--,--,--,No,CRW,--,CRW_t_B_32329,--,Yes,Bacteria,,Proteobacteria,Rhizobiales,Xanthobacteraceae,Nitrobacter,Alphaproteobacteria,,,,,
Nitrobacter hamburgensis X14,CP000319,77,33,44,No,0,tRNA,0,--,--,--,No,CRW,--,CRW_t_B_32330,--,Yes,Bacteria,,Proteobacteria,Rhizobiales,Xanthobacteraceae,Nitrobacter,Alphaproteobacteria,,,,,
Psychrobacter cryohalolentis K5,CP000323,77,33,44,No,0,tRNA,0,--,--,--,No,CRW,--,CRW_t_B_32331,--,Yes,Bacteria,,Proteobacteria,Pseudomonadales,Moraxellaceae,Psychrobacter,Gammaproteobacteria,,,,,
Psychrobacter cryohalolentis K5,CP000323,77,33,44,No,0,tRNA,0,--,--,--,No,CRW,--,CRW_t_B_32332,--,Yes,Bacteria,,Proteobacteria,Pseudomonadales,Moraxellaceae,Psychrobacter,Gammaproteobacteria,,,,,
Mycobacterium ulcerans Agy99,CP000325,77,33,44,No,0,tRNA,0,--,--,--,No,CRW,--,CRW_t_B_32333,--,Yes,Bacteria,Actinobacteriota,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium,,,,,,
Mycobacterium ulcerans Agy99,CP000325,77,33,44,No,0,tRNA,0,--,--,--,No,CRW,--,CRW_t_B_32334,--,Yes,Bacteria,Actinobacteriota,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium,,,,,,
Sphingopyxis alaskensis RB2256,CP000356,77,33,44,No,0,tRNA,0,--,--,--,No,CRW,--,CRW_t_B_32342,--,Yes,Bacteria,,Proteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingopyxis,Alphaproteobacteria,,,,,
Sphingopyxis alaskensis RB2256,CP000356,77,33,44,No,0,tRNA,0,--,--,--,No,CRW,--,CRW_t_B_32343,--,Yes,Bacteria,,Proteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingopyxis,Alphaproteobacteria,,,,,
Sphingopyxis alaskensis RB2256,CP000356,77,33,44,No,0,tRNA,0,--,--,--,No,CRW,--,CRW_t_B_32344,--,Yes,Bacteria,,Proteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingopyxis,Alphaproteobacteria,,,,,
Deinococcus geothermalis DSM 11300,CP000359,77,33,44,No,0,tRNA,0,--,--,--,No,CRW,--,CRW_t_B_32345,--,Yes,Bacteria,Deinococcota,,Deinococcales,Deinococcaceae,Deinococcus,Deinococci,,,,,
Deinococcus geothermalis DSM 11300,CP000359,77,33,44,No,0,tRNA,0,--,--,--,No,CRW,--,CRW_t_B_32346,--,Yes,Bacteria,Deinococcota,,Deinococcales,Deinococcaceae,Deinococcus,Deinococci,,,,,
Roseobacter denitrificans OCh 114,CP000362,77,33,44,No,0,tRNA,0,--,--,--,No,CRW,--,CRW_t_B_32350,--,Yes,Bacteria,,Proteobacteria,Rhodobacterales,Rhodobacteraceae,Roseobacter,Alphaproteobacteria,,,,,
Burkholderia cenocepacia AU 1054,CP000378,77,33,44,No,0,tRNA,0,--,--,--,No,CRW,--,CRW_t_B_32352,--,Yes,Bacteria,Burkholderia-Caballeronia-Paraburkholderia,Proteobacteria,Burkholderiales,Burkholderiaceae,,Gammaproteobacteria,,,,,
Burkholderia cenocepacia AU 1054,CP000378,77,33,44,No,0,tRNA,0,--,--,--,No,CRW,--,CRW_t_B_32353,--,Yes,Bacteria,Burkholderia-Caballeronia-Paraburkholderia,Proteobacteria,Burkholderiales,Burkholderiaceae,,Gammaproteobacteria,,,,,
Burkholderia cenocepacia AU 1054,CP000378,77,33,44,No,0,tRNA,0,--,--,--,No,CRW,--,CRW_t_B_32354,--,Yes,Bacteria,Burkholderia-Caballeronia-Paraburkholderia,Proteobacteria,Burkholderiales,Burkholderiaceae,,Gammaproteobacteria,,,,,
Mycobacterium sp. MCS,CP000384,77,33,44,No,0,tRNA,0,--,--,--,No,CRW,--,CRW_t_B_32362,--,Yes,Bacteria,Actinobacteriota,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium,,,,,,
Pseudoalteromonas atlantica T6c,CP000388,77,33,44,No,0,tRNA,0,--,--,--,No,CRW,--,CRW_t_B_32365,--,Yes,Bacteria,,Proteobacteria,Enterobacterales,Alteromonadaceae,Paraglaciecola,Gammaproteobacteria,,,,,
Pseudoalteromonas atlantica T6c,CP000388,77,33,44,No,0,tRNA,0,--,--,--,No,CRW,--,CRW_t_B_32366,--,Yes,Bacteria,,Proteobacteria,Enterobacterales,Alteromonadaceae,Paraglaciecola,Gammaproteobacteria,,,,,
Granulibacter bethesdensis CGDNIH1,CP000394,77,33,44,No,0,tRNA,0,--,--,--,No,CRW,--,CRW_t_B_32369,--,Yes,Bacteria,Acetobacterales,Proteobacteria,,Acetobacteraceae,Granulibacter,Alphaproteobacteria,,,,,
Shewanella sp. MR-7,CP000444,77,33,44,No,0,tRNA,0,--,--,--,No,CRW,--,CRW_t_B_32410,--,Yes,Bacteria,,Proteobacteria,Enterobacterales,Shewanellaceae,Shewanella,Gammaproteobacteria,,,,,
Shewanella sp. MR-7,CP000444,77,33,44,No,0,tRNA,0,--,--,--,No,CRW,--,CRW_t_B_32411,--,Yes,Bacteria,,Proteobacteria,Enterobacterales,Shewanellaceae,Shewanella,Gammaproteobacteria,,,,,
Shewanella sp. MR-7,CP000444,77,33,44,No,0,tRNA,0,--,--,--,No,CRW,--,CRW_t_B_32412,--,Yes,Bacteria,,Proteobacteria,Enterobacterales,Shewanellaceae,Shewanella,Gammaproteobacteria,,,,,
Shewanella sp. MR-7,CP000444,77,33,44,No,0,tRNA,0,--,--,--,No,CRW,--,CRW_t_B_32413,--,Yes,Bacteria,,Proteobacteria,Enterobacterales,Shewanellaceae,Shewanella,Gammaproteobacteria,,,,,
Shewanella sp. MR-4,CP000446,77,33,44,No,0,tRNA,0,--,--,--,No,CRW,--,CRW_t_B_32414,--,Yes,Bacteria,,Proteobacteria,Enterobacterales,Shewanellaceae,Shewanella,Gammaproteobacteria,,,,,
Shewanella sp. MR-4,CP000446,77,33,44,No,0,tRNA,0,--,--,--,No,CRW,--,CRW_t_B_32415,--,Yes,Bacteria,,Proteobacteria,Enterobacterales,Shewanellaceae,Shewanella,Gammaproteobacteria,,,,,
Shewanella sp. MR-4,CP000446,77,33,44,No,0,tRNA,0,--,--,--,No,CRW,--,CRW_t_B_32416,--,Yes,Bacteria,,Proteobacteria,Enterobacterales,Shewanellaceae,Shewanella,Gammaproteobacteria,,,,,
Shewanella sp. MR-4,CP000446,77,33,44,No,0,tRNA,0,--,--,--,No,CRW,--,CRW_t_B_32417,--,Yes,Bacteria,,Proteobacteria,Enterobacterales,Shewanellaceae,Shewanella,Gammaproteobacteria,,,,,
Shewanella frigidimarina NCIMB 400,CP000447,77,33,44,No,0,tRNA,0,--,--,--,No,CRW,--,CRW_t_B_32418,--,Yes,Bacteria,,Proteobacteria,Enterobacterales,Shewanellaceae,Shewanella,Gammaproteobacteria,,,,,
Shewanella frigidimarina NCIMB 400,CP000447,77,33,44,No,0,tRNA,0,--,--,--,No,CRW,--,CRW_t_B_32419,--,Yes,Bacteria,,Proteobacteria,Enterobacterales,Shewanellaceae,Shewanella,Gammaproteobacteria,,,,,
Shewanella frigidimarina NCIMB 400,CP000447,77,33,44,No,0,tRNA,0,--,--,--,No,CRW,--,CRW_t_B_32420,--,Yes,Bacteria,,Proteobacteria,Enterobacterales,Shewanellaceae,Shewanella,Gammaproteobacteria,,,,,
Shewanella frigidimarina NCIMB 400,CP000447,77,33,44,No,0,tRNA,0,--,--,--,No,CRW,--,CRW_t_B_32421,--,Yes,Bacteria,,Proteobacteria,Enterobacterales,Shewanellaceae,Shewanella,Gammaproteobacteria,,,,,
Shewanella frigidimarina NCIMB 400,CP000447,77,33,44,No,0,tRNA,0,--,--,--,No,CRW,--,CRW_t_B_32422,--,Yes,Bacteria,,Proteobacteria,Enterobacterales,Shewanellaceae,Shewanella,Gammaproteobacteria,,,,,
Maricaulis maris MCS10,CP000449,77,33,44,No,0,tRNA,0,--,--,--,No,CRW,--,CRW_t_B_32425,--,Yes,Bacteria,,Proteobacteria,Caulobacterales,Hyphomonadaceae,Maricaulis,Alphaproteobacteria,,,,,
Maricaulis maris MCS10,CP000449,77,33,44,No,0,tRNA,0,--,--,--,No,CRW,--,CRW_t_B_32426,--,Yes,Bacteria,,Proteobacteria,Caulobacterales,Hyphomonadaceae,Maricaulis,Alphaproteobacteria,,,,,
Nitrosomonas eutropha C91,CP000450,77,33,44,No,0,tRNA,0,--,--,--,No,CRW,--,CRW_t_B_32427,--,Yes,Bacteria,,Proteobacteria,Burkholderiales,Nitrosomonadaceae,Nitrosomonas,Gammaproteobacteria,,,,,
Nitrosomonas eutropha C91,CP000450,77,33,44,No,0,tRNA,0,--,--,--,No,CRW,--,CRW_t_B_32428,--,Yes,Bacteria,,Proteobacteria,Burkholderiales,Nitrosomonadaceae,Nitrosomonas,Gammaproteobacteria,,,,,
Nitrosomonas eutropha C91,CP000450,77,33,44,No,0,tRNA,0,--,--,--,No,CRW,--,CRW_t_B_32429,--,Yes,Bacteria,,Proteobacteria,Burkholderiales,Nitrosomonadaceae,Nitrosomonas,Gammaproteobacteria,,,,,
Arthrobacter sp. FB24,CP000454,77,33,44,No,0,tRNA,0,--,--,--,No,CRW,--,CRW_t_B_32432,--,Yes,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Micrococcaceae,Arthrobacter,,,,,,
Burkholderia cenocepacia HI2424,CP000458,77,33,44,No,0,tRNA,0,--,--,--,No,CRW,--,CRW_t_B_32433,--,Yes,Bacteria,Burkholderia-Caballeronia-Paraburkholderia,Proteobacteria,Burkholderiales,Burkholderiaceae,,Gammaproteobacteria,,,,,
Burkholderia cenocepacia HI2424,CP000458,77,33,44,No,0,tRNA,0,()(),()(),--,No,CRW,--,CRW_t_B_32434,--,Yes,Bacteria,Burkholderia-Caballeronia-Paraburkholderia,Proteobacteria,Burkholderiales,Burkholderiaceae,,Gammaproteobacteria,,,,,
Burkholderia cenocepacia HI2424,CP000458,77,33,44,No,0,tRNA,0,()(),()(),--,No,CRW,--,CRW_t_B_32435,--,Yes,Bacteria,Burkholderia-Caballeronia-Paraburkholderia,Proteobacteria,Burkholderiales,Burkholderiaceae,,Gammaproteobacteria,,,,,
Aeromonas hydrophila subsp. hydrophila ATCC 7966,CP000462,77,33,44,No,0,tRNA,0,()(),()(),--,No,CRW,--,CRW_t_B_32436,--,Yes,Bacteria,,Proteobacteria,Enterobacterales,Aeromonadaceae,Aeromonas,Gammaproteobacteria,,,,,
Aeromonas hydrophila subsp. hydrophila ATCC 7966,CP000462,77,33,44,No,0,tRNA,0,()(),()(),--,No,CRW,--,CRW_t_B_32437,--,Yes,Bacteria,,Proteobacteria,Enterobacterales,Aeromonadaceae,Aeromonas,Gammaproteobacteria,,,,,
Aeromonas hydrophila subsp. hydrophila ATCC 7966,CP000462,77,33,44,No,0,tRNA,0,(),(),--,No,CRW,--,CRW_t_B_32438,--,Yes,Bacteria,,Proteobacteria,Enterobacterales,Aeromonadaceae,Aeromonas,Gammaproteobacteria,,,,,
Aeromonas hydrophila subsp. hydrophila ATCC 7966,CP000462,77,33,44,No,0,tRNA,0,(),(),--,No,CRW,--,CRW_t_B_32439,--,Yes,Bacteria,,Proteobacteria,Enterobacterales,Aeromonadaceae,Aeromonas,Gammaproteobacteria,,,,,
Aeromonas hydrophila subsp. hydrophila ATCC 7966,CP000462,77,33,44,No,0,tRNA,0,(),(),--,No,CRW,--,CRW_t_B_32440,--,Yes,Bacteria,,Proteobacteria,Enterobacterales,Aeromonadaceae,Aeromonas,Gammaproteobacteria,,,,,
Rhodopseudomonas palustris BisA53,CP000463,77,33,44,No,0,tRNA,0,(),(),--,No,CRW,--,CRW_t_B_32441,--,Yes,Bacteria,,Proteobacteria,Rhizobiales,Xanthobacteraceae,Rhodopseudomonas,Alphaproteobacteria,,,,,
Rhodopseudomonas palustris BisA53,CP000463,77,33,44,No,0,tRNA,0,(),(),--,No,CRW,--,CRW_t_B_32442,--,Yes,Bacteria,,Proteobacteria,Rhizobiales,Xanthobacteraceae,Rhodopseudomonas,Alphaproteobacteria,,,,,
Shewanella sp. ANA-3,CP000469,77,33,44,No,0,tRNA,0,(),(),--,No,CRW,--,CRW_t_B_32443,--,Yes,Bacteria,,Proteobacteria,Enterobacterales,Shewanellaceae,Shewanella,Gammaproteobacteria,,,,,
Shewanella sp. ANA-3,CP000469,77,33,44,No,0,tRNA,0,(),(),--,No,CRW,--,CRW_t_B_32444,--,Yes,Bacteria,,Proteobacteria,Enterobacterales,Shewanellaceae,Shewanella,Gammaproteobacteria,,,,,
Shewanella sp. ANA-3,CP000469,77,33,44,No,0,tRNA,0,(),(),--,No,CRW,--,CRW_t_B_32445,--,Yes,Bacteria,,Proteobacteria,Enterobacterales,Shewanellaceae,Shewanella,Gammaproteobacteria,,,,,
Shewanella sp. ANA-3,CP000469,77,33,44,No,0,tRNA,0,(),(),--,No,CRW,--,CRW_t_B_32446,--,Yes,Bacteria,,Proteobacteria,Enterobacterales,Shewanellaceae,Shewanella,Gammaproteobacteria,,,,,
Syntrophobacter fumaroxidans MPOB,CP000478,77,33,44,No,0,tRNA,0,(),(),--,No,CRW,--,CRW_t_B_32452,--,Yes,Bacteria,Desulfobacterota,,Syntrophobacterales,Syntrophobacteraceae,Syntrophobacter,,Syntrophobacteria,,,,
Mycobacterium avium 104,CP000479,77,33,44,No,0,tRNA,0,(),(),--,No,CRW,--,CRW_t_B_32453,--,Yes,Bacteria,Actinobacteriota,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium,,,,,,
Mycobacterium avium 104,CP000479,77,33,44,No,0,tRNA,0,--,--,--,No,CRW,--,CRW_t_B_32454,--,Yes,Bacteria,Actinobacteriota,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium,,,,,,
Acidothermus cellulolyticus 11B,CP000481,77,33,44,No,0,tRNA,0,(),(),--,No,CRW,--,CRW_t_B_32456,--,Yes,Bacteria,Actinobacteriota,Actinobacteria,Frankiales,Acidothermaceae,Acidothermus,,,,,,
Pelobacter propionicus DSM 2379,CP000482,77,33,44,No,0,tRNA,0,(),(),--,No,CRW,--,CRW_t_B_32457,--,Yes,Bacteria,Desulfobacterota,,,,,,Desulfuromonadia,Geobacterales,Pseudopelobacteraceae,,Pseudopelobacter
Pelobacter propionicus DSM 2379,CP000482,77,33,44,No,0,tRNA,0,(),(),--,No,CRW,--,CRW_t_B_32458,--,Yes,Bacteria,Desulfobacterota,,,,,,Desulfuromonadia,Geobacterales,Pseudopelobacteraceae,,Pseudopelobacter
Bacillus thuringiensis str. Al Hakam,CP000485,77,33,44,No,0,tRNA,0,(),(),--,No,CRW,--,CRW_t_B_32460,--,Yes,Bacteria,,Firmicutes,Bacillales,Bacillaceae,Bacillus,Bacilli,,,,,
Bacillus thuringiensis str. Al Hakam,CP000485,77,33,44,No,0,tRNA,0,(),(),--,No,CRW,--,CRW_t_B_32461,--,Yes,Bacteria,,Firmicutes,Bacillales,Bacillaceae,Bacillus,Bacilli,,,,,
Bacillus thuringiensis str. Al Hakam,CP000485,77,33,44,No,0,tRNA,0,(),(),--,No,CRW,--,CRW_t_B_32462,--,Yes,Bacteria,,Firmicutes,Bacillales,Bacillaceae,Bacillus,Bacilli,,,,,
Candidatus Ruthia magnifica str. Cm (Calyptogena magnifica),CP000488,77,33,44,No,0,tRNA,0,(),(),--,No,CRW,--,CRW_t_B_32463,--,Yes,Bacteria,Thioglobaceae,Proteobacteria,Pseudomonadales,,Candidatus Ruthia,Gammaproteobacteria,,,,,
Candidatus Ruthia magnifica str. Cm (Calyptogena magnifica),CP000488,77,33,44,No,0,tRNA,0,(),(),--,No,CRW,--,CRW_t_B_32464,--,Yes,Bacteria,Thioglobaceae,Proteobacteria,Pseudomonadales,,Candidatus Ruthia,Gammaproteobacteria,,,,,
Paracoccus denitrificans PD1222,CP000489,77,33,44,No,0,tRNA,0,(),(),--,No,CRW,--,CRW_t_B_32465,--,Yes,Bacteria,,Proteobacteria,Rhodobacterales,Rhodobacteraceae,Paracoccus,Alphaproteobacteria,,,,,
Paracoccus denitrificans PD1222,CP000489,77,33,44,No,0,tRNA,0,(),(),--,No,CRW,--,CRW_t_B_32466,--,Yes,Bacteria,,Proteobacteria,Rhodobacterales,Rhodobacteraceae,Paracoccus,Alphaproteobacteria,,,,,
Shewanella sp. W3-18-1,CP000503,77,33,44,No,0,tRNA,0,(),(),--,No,CRW,--,CRW_t_B_32468,--,Yes,Bacteria,,Proteobacteria,Enterobacterales,Shewanellaceae,Shewanella,Gammaproteobacteria,,,,,
Shewanella sp. W3-18-1,CP000503,77,33,44,No,0,tRNA,0,(),(),--,No,CRW,--,CRW_t_B_32469,--,Yes,Bacteria,,Proteobacteria,Enterobacterales,Shewanellaceae,Shewanella,Gammaproteobacteria,,,,,
Shewanella sp. W3-18-1,CP000503,77,33,44,No,0,tRNA,0,(),(),--,No,CRW,--,CRW_t_B_32470,--,Yes,Bacteria,,Proteobacteria,Enterobacterales,Shewanellaceae,Shewanella,Gammaproteobacteria,,,,,
Shewanella sp. W3-18-1,CP000503,77,33,44,No,0,tRNA,0,(),(),--,No,CRW,--,CRW_t_B_32471,--,Yes,Bacteria,,Proteobacteria,Enterobacterales,Shewanellaceae,Shewanella,Gammaproteobacteria,,,,,
Shewanella amazonensis SB2B,CP000507,77,33,44,No,0,tRNA,0,(),(),--,No,CRW,--,CRW_t_B_32472,--,Yes,Bacteria,,Proteobacteria,Enterobacterales,Shewanellaceae,Shewanella,Gammaproteobacteria,,,,,
Shewanella amazonensis SB2B,CP000507,77,33,44,No,0,tRNA,0,(),(),--,No,CRW,--,CRW_t_B_32473,--,Yes,Bacteria,,Proteobacteria,Enterobacterales,Shewanellaceae,Shewanella,Gammaproteobacteria,,,,,
Shewanella amazonensis SB2B,CP000507,77,33,44,No,0,tRNA,0,(),(),--,No,CRW,--,CRW_t_B_32474,--,Yes,Bacteria,,Proteobacteria,Enterobacterales,Shewanellaceae,Shewanella,Gammaproteobacteria,,,,,
Shewanella amazonensis SB2B,CP000507,77,33,44,No,0,tRNA,0,(),(),--,No,CRW,--,CRW_t_B_32475,--,Yes,Bacteria,,Proteobacteria,Enterobacterales,Shewanellaceae,Shewanella,Gammaproteobacteria,,,,,
Shewanella amazonensis SB2B,CP000507,77,33,44,No,0,tRNA,0,(),(),--,No,CRW,--,CRW_t_B_32476,--,Yes,Bacteria,,Proteobacteria,Enterobacterales,Shewanellaceae,Shewanella,Gammaproteobacteria,,,,,
Nocardioides sp. JS614,CP000509,77,33,44,No,0,tRNA,0,(),(),--,No,CRW,--,CRW_t_B_32477,--,Yes,Bacteria,Actinobacteriota,Actinobacteria,Propionibacteriales,Nocardioidaceae,Nocardioides,,,,,,
Nocardioides sp. JS614,CP000509,77,33,44,No,0,tRNA,0,(),(),--,No,CRW,--,CRW_t_B_32479,--,Yes,Bacteria,Actinobacteriota,Actinobacteria,Propionibacteriales,Nocardioidaceae,Nocardioides,,,,,,
Psychromonas ingrahamii 37,CP000510,77,33,44,No,0,tRNA,0,(),(),--,No,CRW,--,CRW_t_B_32480,--,Yes,Bacteria,,Proteobacteria,Enterobacterales,Psychromonadaceae,Psychromonas,Gammaproteobacteria,,,,,
Psychromonas ingrahamii 37,CP000510,77,33,44,No,0,tRNA,0,(),(),--,No,CRW,--,CRW_t_B_32481,--,Yes,Bacteria,,Proteobacteria,Enterobacterales,Psychromonadaceae,Psychromonas,Gammaproteobacteria,,,,,
Psychromonas ingrahamii 37,CP000510,77,33,44,No,0,tRNA,0,(),(),--,No,CRW,--,CRW_t_B_32482,--,Yes,Bacteria,,Proteobacteria,Enterobacterales,Psychromonadaceae,Psychromonas,Gammaproteobacteria,,,,,
Mycobacterium sp. KMS,CP000518,77,33,44,No,0,tRNA,0,()(),()(),--,No,CRW,--,CRW_t_B_32494,--,Yes,Bacteria,Actinobacteriota,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium,,,,,,
Bartonella bacilliformis KC583,CP000524,77,33,44,No,0,tRNA,0,()(),()(),--,No,CRW,--,CRW_t_B_32495,--,Yes,Bacteria,,Proteobacteria,Rhizobiales,Rhizobiaceae,Bartonella,Alphaproteobacteria,,,,,
Bartonella bacilliformis KC583,CP000524,77,33,44,No,0,tRNA,0,()(),()(),--,No,CRW,--,CRW_t_B_32496,--,Yes,Bacteria,,Proteobacteria,Rhizobiales,Rhizobiaceae,Bartonella,Alphaproteobacteria,,,,,
Burkholderia mallei SAVP1,CP000526,77,33,44,No,0,tRNA,0,()(),()(),--,No,CRW,--,CRW_t_B_32497,--,Yes,Bacteria,Burkholderia-Caballeronia-Paraburkholderia,Proteobacteria,Burkholderiales,Burkholderiaceae,,Gammaproteobacteria,,,,,
Burkholderia mallei SAVP1,CP000526,77,33,44,No,0,tRNA,0,()(),()(),--,No,CRW,--,CRW_t_B_32498,--,Yes,Bacteria,Burkholderia-Caballeronia-Paraburkholderia,Proteobacteria,Burkholderiales,Burkholderiaceae,,Gammaproteobacteria,,,,,
Burkholderia mallei SAVP1,CP000526,77,33,44,No,0,tRNA,0,()(),()(),--,No,CRW,--,CRW_t_B_32499,--,Yes,Bacteria,Burkholderia-Caballeronia-Paraburkholderia,Proteobacteria,Burkholderiales,Burkholderiaceae,,Gammaproteobacteria,,,,,
Polaromonas naphthalenivorans CJ2,CP000529,77,33,44,No,0,tRNA,0,()(),()(),--,No,CRW,--,CRW_t_B_32503,--,Yes,Bacteria,,Proteobacteria,Burkholderiales,Comamonadaceae,Polaromonas,Gammaproteobacteria,,,,,
Polaromonas naphthalenivorans CJ2,CP000529,77,33,44,No,0,tRNA,0,()(),()(),--,No,CRW,--,CRW_t_B_32504,--,Yes,Bacteria,,Proteobacteria,Burkholderiales,Comamonadaceae,Polaromonas,Gammaproteobacteria,,,,,
Polaromonas naphthalenivorans CJ2,CP000529,77,33,44,No,0,tRNA,0,()(),()(),--,No,CRW,--,CRW_t_B_32505,--,Yes,Bacteria,,Proteobacteria,Burkholderiales,Comamonadaceae,Polaromonas,Gammaproteobacteria,,,,,
Acidovorax sp. JS42,CP000539,77,33,44,No,0,tRNA,0,()(),()(),--,No,CRW,--,CRW_t_B_32507,--,Yes,Bacteria,,Proteobacteria,Burkholderiales,Comamonadaceae,Diaphorobacter,Gammaproteobacteria,,,,,
Acidovorax sp. JS42,CP000539,77,33,44,No,0,tRNA,0,()(),()(),--,No,CRW,--,CRW_t_B_32508,--,Yes,Bacteria,,Proteobacteria,Burkholderiales,Comamonadaceae,Diaphorobacter,Gammaproteobacteria,,,,,
Acidovorax sp. JS42,CP000539,77,33,44,No,0,tRNA,0,()(),()(),--,No,CRW,--,CRW_t_B_32509,--,Yes,Bacteria,,Proteobacteria,Burkholderiales,Comamonadaceae,Diaphorobacter,Gammaproteobacteria,,,,,
