Organism name,Accession number,Length,Number of decoupled nucleotides,Number of weak bonds,Is Pseudoknotted,Pseudoknot order,Rna Type,Genus,Core,Core plus,Shape,Is Validated,Reference database,Description,Benchmark ID,Reference,Taxonomy.NCBI.Classified,Taxonomy.NCBI.no rank 0,Taxonomy.NCBI.no rank 1,Taxonomy.NCBI.superkingdom,Taxonomy.NCBI.phylum,Taxonomy.NCBI.class,Taxonomy.NCBI.order,Taxonomy.NCBI.family,Taxonomy.NCBI.genus,Taxonomy.NCBI.unknown 0,Taxonomy.NCBI.no rank 2,Taxonomy.NCBI.unknown 1,Taxonomy.NCBI.no rank 3,Taxonomy.NCBI.unknown 2,Taxonomy.NCBI.species group,Taxonomy.NCBI.no rank 4,Taxonomy.NCBI.subphylum,Taxonomy.NCBI.tribe,Taxonomy.NCBI.unknown 3,Taxonomy.NCBI.subfamily,Taxonomy.NCBI.no rank 5,Taxonomy.NCBI.species subgroup,Taxonomy.NCBI.suborder,Taxonomy.NCBI.kingdom,Taxonomy.NCBI.no rank 6,Taxonomy.NCBI.no rank 7,Taxonomy.NCBI.no rank 8,Taxonomy.NCBI.no rank 9,Taxonomy.NCBI.superclass,Taxonomy.NCBI.subclass,Taxonomy.NCBI.superorder,Taxonomy.NCBI.superfamily,Taxonomy.NCBI.no rank 10,Taxonomy.NCBI.no rank 11,Taxonomy.NCBI.no rank 12,Taxonomy.NCBI.no rank 13,Taxonomy.NCBI.no rank 14,Taxonomy.NCBI.no rank 15,Taxonomy.NCBI.no rank 16,Taxonomy.NCBI.subkingdom,Taxonomy.NCBI.infraclass,Taxonomy.NCBI.cohort,Taxonomy.NCBI.infraorder,Taxonomy.NCBI.varietas,Taxonomy.NCBI.subgenus,Taxonomy.NCBI.subtribe,Taxonomy.NCBI.subcohort,Taxonomy.NCBI.parvorder,Taxonomy.NCBI.unknown 4,Taxonomy.NCBI.unknown 5,Taxonomy.NCBI.no rank 17,Taxonomy.NCBI.no rank 18,Taxonomy.NCBI.unknown 6
Phytomonas sp. isolate Alp1,AF243335,130,56,74,No,0,5S,0,(()()),((((())))((()))),--,--,CRW,--,CRW_5S_E_3464,--,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pichia membranifaciens,M19950,120,46,74,No,0,5S,0,(()()),((((())))((()))),--,--,CRW,--,CRW_5S_E_3465,--,Yes,root,cellular organisms,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Pichiaceae,Pichia,Pichia membranifaciens,Opisthokonta,,saccharomyceta,,,,Saccharomycotina,,,,,,,Fungi,,,,,,,,,,,,,,,,Dikarya,,,,,,,,,,,,,
Plagiomnium trichomanes,X01619,119,45,74,No,0,5S,0,(()()),((((())))((()))),--,--,CRW,--,CRW_5S_E_3466,--,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Planocera reticulata,X01550,120,46,74,No,0,5S,0,(()()),((((())))((()))),--,--,CRW,--,CRW_5S_E_3467,--,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pleurodeles waltl,X16851,120,46,74,No,0,5S,0,(()()),((((())))((()))),--,--,CRW,--,CRW_5S_E_3468,--,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pleurotus ostreatus,K03168,118,44,74,No,0,5S,0,(()()),((((())))((()))),--,--,CRW,--,CRW_5S_E_3469,--,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plasmodium falciparum,,119,47,72,No,0,5S,0,(()()),((((())))((()))),--,--,CRW,--,CRW_5S_E_3470,--,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pneumocystis carinii,M28193,120,46,74,No,0,5S,0,(()()),((((())))((()))),--,--,CRW,--,CRW_5S_E_3471,--,Yes,root,cellular organisms,Eukaryota,Ascomycota,Pneumocystidomycetes,Pneumocystidales,Pneumocystidaceae,Pneumocystis,Pneumocystis carinii,Opisthokonta,,,,,,Taphrinomycotina,,,,,,,Fungi,,,,,,,,,,,,,,,,Dikarya,,,,,,,,,,,,,
Penicillium griseofulvum,X00693,119,45,74,No,0,5S,0,(()()),((((())))((()))),--,--,CRW,--,CRW_5S_E_3472,--,Yes,root,cellular organisms,Eukaryota,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Penicillium,Penicillium griseofulvum,Opisthokonta,,saccharomyceta,,,leotiomyceta,Pezizomycotina,,,,,,,Fungi,,,,,,Eurotiomycetidae,,,,,,,,,,Dikarya,,,,,,,,,,,,,
Prasinocladus sp. UTEX732,X52047,120,46,74,No,0,5S,0,(()()),(((((())))((())))),--,--,CRW,--,CRW_5S_E_3473,--,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Paramecium tetraurelia,J01872,120,46,74,No,0,5S,0,(()()),((((())))((()))),--,--,CRW,--,CRW_5S_E_3474,--,Yes,root,cellular organisms,Eukaryota,Ciliophora,Oligohymenophorea,Peniculida,Parameciidae,Paramecium,Paramecium tetraurelia,Alveolata,,,,,,Intramacronucleata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Proasellus coxalis,Y14281,120,46,74,No,0,5S,0,(()()),((((())))((()))),--,--,CRW,--,CRW_5S_E_3475,--,Yes,root,cellular organisms,Eukaryota,Arthropoda,Malacostraca,Isopoda,Asellidae,Proasellus,Proasellus coxalis,Opisthokonta,,Eumetazoa,,,Bilateria,Crustacea,,,,Protostomia,,Asellota,Metazoa,Ecdysozoa,Panarthropoda,Mandibulata,Pancrustacea,Multicrustacea,Eumalacostraca,Peracarida,Aselloidea,,,,,,,,,,,,,,,,,,,,,
null,,121,47,74,No,0,5S,0,(()()),(((((()))))((()))),--,--,CRW,--,CRW_5S_E_3476,--,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pseudocentrotus depressus,X04307,120,46,74,No,0,5S,0,(()()),((((())))((()))),--,--,CRW,--,CRW_5S_E_3477,--,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Platymonas subcordiformis,X52048,120,46,74,No,0,5S,0,(()()),((((())))((()))),--,--,CRW,--,CRW_5S_E_3478,--,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Puccinia poarum,K03169,118,44,74,No,0,5S,0,(()()),((((())))((()))),--,--,CRW,--,CRW_5S_E_3479,--,Yes,root,cellular organisms,Eukaryota,Basidiomycota,Pucciniomycetes,Pucciniales,Pucciniaceae,Puccinia,Puccinia poarum,Opisthokonta,,,,,,Pucciniomycotina,,,,,,,Fungi,,,,,,,,,,,,,,,,Dikarya,,,,,,,,,,,,,
Porphyra umbilicalis,X13222,121,47,74,No,0,5S,0,(()()),(((((()))))((()))),--,--,CRW,--,CRW_5S_E_3480,--,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pythium hydnosporum,X01546,118,44,74,No,0,5S,0,(()()),((((())))((()))),--,--,CRW,--,CRW_5S_E_3481,--,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Quercus petraea,AJ242949,120,46,74,No,0,5S,0,(()()),((((())))((()))),--,--,CRW,--,CRW_5S_E_3482,--,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rana catesbeiana,X58367,119,45,74,No,0,5S,0,(()()),((((())))((()))),--,--,CRW,--,CRW_5S_E_3483,--,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rattus norvegicus,D14866,28,28,0,No,0,5S,0,--,--,--,--,CRW,--,CRW_5S_E_3484,--,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rattus norvegicus,D14867,20,20,0,No,0,5S,0,--,--,--,--,CRW,--,CRW_5S_E_3485,--,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rattus norvegicus,D14868,21,21,0,No,0,5S,0,--,--,--,--,CRW,--,CRW_5S_E_3486,--,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rattus norvegicus,X83746,121,47,74,No,0,5S,0,(()()),((((())))((()))),--,--,CRW,--,CRW_5S_E_3487,--,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rattus norvegicus,X83747,121,47,74,No,0,5S,0,(()()),((((())))((()))),--,--,CRW,--,CRW_5S_E_3488,--,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rattus norvegicus,X83748,121,47,74,No,0,5S,0,(()()),((((())))((()))),--,--,CRW,--,CRW_5S_E_3489,--,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
null,,119,45,74,No,0,5S,0,(()()),((((())))(((())))),--,--,CRW,--,CRW_5S_E_3490,--,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
null,,118,44,74,No,0,5S,0,(()()),(((()))(())),--,--,CRW,--,CRW_5S_E_3491,--,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rhabdomonas costata,AF186601,118,44,74,No,0,5S,0,(()()),((((())))((()))),--,--,CRW,--,CRW_5S_E_3492,--,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rhabditis tokai,X06101,119,45,74,No,0,5S,0,(()()),((((())))((()))),--,--,CRW,--,CRW_5S_E_3493,--,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rhodosporidium toruloides,X06848,119,45,74,No,0,5S,0,(()()),((((())))((()))),--,--,CRW,--,CRW_5S_E_3494,--,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tricharina hiemalis,X00068,119,45,74,No,0,5S,0,(()()),((((())))(((())))),--,--,CRW,--,CRW_5S_E_3495,--,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ruschia intrusa,AJ439107,56,38,18,No,0,5S,0,(),(),--,--,CRW,--,CRW_5S_E_3496,--,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ruschia maxima,AJ439106,56,38,18,No,0,5S,0,(),(),--,--,CRW,--,CRW_5S_E_3497,--,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rana pipiens,X58368,119,45,74,No,0,5S,0,(()()),((((())))((()))),--,--,CRW,--,CRW_5S_E_3498,--,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Russula cyanoxantha,X01570,119,45,74,No,0,5S,0,(()()),((((())))((()))),--,--,CRW,--,CRW_5S_E_3499,--,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pythium torulosum,S48927,118,44,74,No,0,5S,0,(()()),((((())))((()))),--,--,CRW,--,CRW_5S_E_3500,--,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pythium pachycaule,S81756,118,44,74,No,0,5S,0,(()()),((((())))((()))),--,--,CRW,--,CRW_5S_E_3501,--,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saccharomyces cerevisiae,X00602,122,48,74,No,0,5S,0,(()()),((((())))((()))),--,--,CRW,--,CRW_5S_E_3502,--,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saccharomyces cerevisiae,X70227,132,58,74,No,0,5S,0,(()()),((((())))((()))),--,--,CRW,--,CRW_5S_E_3503,--,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saccharomyces cerevisiae,X67579,118,44,74,No,0,5S,0,(()()),(((()))(())),--,--,CRW,--,CRW_5S_E_3504,--,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saccoglossus kowalevskii,X06836,120,46,74,No,0,5S,0,(()()),((((())))((()))),--,--,CRW,--,CRW_5S_E_3505,--,Yes,root,cellular organisms,Eukaryota,Hemichordata,Enteropneusta,,Harrimaniidae,Saccoglossus,Saccoglossus kowalevskii,Opisthokonta,,Eumetazoa,,,Bilateria,,,,,Deuterostomia,,,Metazoa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Solanum acaule,AJ226032,120,46,74,No,0,5S,0,(()()),((((())))((()))),--,--,CRW,--,CRW_5S_E_3506,--,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Solanum acaule,AJ226033,119,47,72,No,0,5S,0,(()()),((((())))((()))),--,--,CRW,--,CRW_5S_E_3507,--,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Samia cynthia,K02354,119,45,74,No,0,5S,0,(()()),((((())))((()))),--,--,CRW,--,CRW_5S_E_3508,--,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Samia cynthia ricini,X13039,120,46,74,No,0,5S,0,(()()),((((())))((()))),--,--,CRW,--,CRW_5S_E_3509,--,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Samia cynthia ricini x Bombyx mori,X13037,120,46,74,No,0,5S,0,(()()),((((())))((()))),--,--,CRW,--,CRW_5S_E_3510,--,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saprolegnia ferax,X01545,118,44,74,No,0,5S,0,(()()),((((())))((()))),--,--,CRW,--,CRW_5S_E_3511,--,Yes,root,cellular organisms,Eukaryota,,Oomycetes,Saprolegniales,Saprolegniaceae,Saprolegnia,Saprolegnia ferax,Stramenopiles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sargassum fulvellum,X05533,118,44,74,No,0,5S,0,(()()),((((())))((()))),--,--,CRW,--,CRW_5S_E_3512,--,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Solanum bulbocastanum,AJ226012,120,48,72,No,0,5S,0,(()()),((((())))((()))),--,--,CRW,--,CRW_5S_E_3513,--,Yes,root,cellular organisms,Eukaryota,Streptophyta,,Solanales,Solanaceae,Solanum,Solanum bulbocastanum,Embryophyta,,Tracheophyta,,,Euphyllophyta,Streptophytina,Solaneae,,Solanoideae,Spermatophyta,,,Viridiplantae,Magnoliopsida,Mesangiospermae,eudicotyledons,Gunneridae,,,,,Pentapetalae,asterids,lamiids,,,,,,,,,,,,,,,,,,
Solanum bulbocastanum,AJ226013,120,46,74,No,0,5S,0,(()()),((((())))((()))),--,--,CRW,--,CRW_5S_E_3514,--,Yes,root,cellular organisms,Eukaryota,Streptophyta,,Solanales,Solanaceae,Solanum,Solanum bulbocastanum,Embryophyta,,Tracheophyta,,,Euphyllophyta,Streptophytina,Solaneae,,Solanoideae,Spermatophyta,,,Viridiplantae,Magnoliopsida,Mesangiospermae,eudicotyledons,Gunneridae,,,,,Pentapetalae,asterids,lamiids,,,,,,,,,,,,,,,,,,
Solanum bulbocastanum,AJ226014,120,46,74,No,0,5S,0,(()()),((((())))((()))),--,--,CRW,--,CRW_5S_E_3515,--,Yes,root,cellular organisms,Eukaryota,Streptophyta,,Solanales,Solanaceae,Solanum,Solanum bulbocastanum,Embryophyta,,Tracheophyta,,,Euphyllophyta,Streptophytina,Solaneae,,Solanoideae,Spermatophyta,,,Viridiplantae,Magnoliopsida,Mesangiospermae,eudicotyledons,Gunneridae,,,,,Pentapetalae,asterids,lamiids,,,,,,,,,,,,,,,,,,
null,,120,46,74,No,0,5S,0,(()()),((((())))((()))),--,--,CRW,--,CRW_5S_E_3516,--,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
null,,120,46,74,No,0,5S,0,(()()),((((())))((()))),--,--,CRW,--,CRW_5S_E_3517,--,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Solanum berthaultii,AJ226037,120,46,74,No,0,5S,0,(()()),((((())))((()))),--,--,CRW,--,CRW_5S_E_3518,--,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Solanum berthaultii,AJ226040,120,46,74,No,0,5S,0,(()()),((((())))((()))),--,--,CRW,--,CRW_5S_E_3519,--,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Solanum berthaultii,AJ226041,119,47,72,No,0,5S,0,(()()),((((())))((()))),--,--,CRW,--,CRW_5S_E_3520,--,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
null,,80,50,30,No,0,5S,0,(),(((()))),--,--,CRW,--,CRW_5S_E_3521,--,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
null,,80,50,30,No,0,5S,0,(),(((()))),--,--,CRW,--,CRW_5S_E_3522,--,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
null,,80,50,30,No,0,5S,0,(),(((()))),--,--,CRW,--,CRW_5S_E_3523,--,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
null,,80,50,30,No,0,5S,0,(),(((()))),--,--,CRW,--,CRW_5S_E_3524,--,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scopelogena bruynsii,AJ439146,56,38,18,No,0,5S,0,(),(),--,--,CRW,--,CRW_5S_E_3525,--,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Schizophyllum commune,X06853,118,44,74,No,0,5S,0,(()()),((((())))((()))),--,--,CRW,--,CRW_5S_E_3526,--,Yes,root,cellular organisms,Eukaryota,Basidiomycota,Agaricomycetes,Agaricales,Schizophyllaceae,Schizophyllum,Schizophyllum commune,Opisthokonta,,,,,,Agaricomycotina,,,,,,,Fungi,,,,,,Agaricomycetidae,,,,,,,,,,Dikarya,,,,,,,,,,,,,
Scenedesmus obliquus,M10202,120,46,74,No,0,5S,0,(()()),(((((())))((())))),--,--,CRW,--,CRW_5S_E_3527,--,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Solanum circaeifolium,AJ226015,120,46,74,No,0,5S,0,(()()),((((())))((()))),--,--,CRW,--,CRW_5S_E_3528,--,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Solanum circaeifolium,AJ226016,120,46,74,No,0,5S,0,(()()),((((())))((()))),--,--,CRW,--,CRW_5S_E_3529,--,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Solanum circaeifolium,AJ226017,106,48,58,No,0,5S,0,(()()),((((())))(())),--,--,CRW,--,CRW_5S_E_3530,--,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Solanum circaeifolium,AJ226018,121,49,72,No,0,5S,0,(()()),(((((()))))((()))),--,--,CRW,--,CRW_5S_E_3531,--,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Solanum circaeifolium,AJ226021,120,46,74,No,0,5S,0,(()()),((((())))((()))),--,--,CRW,--,CRW_5S_E_3532,--,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Secale cereale,X02014,118,44,74,No,0,5S,0,(()()),((((())))((()))),--,--,CRW,--,CRW_5S_E_3533,--,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scyliorhinus canicula,M24954,120,46,74,No,0,5S,0,(()()),((((())))((()))),--,--,CRW,--,CRW_5S_E_3534,--,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scytosiphon lomentaria,D16558,118,44,74,No,0,5S,0,(()()),((((())))((()))),--,--,CRW,--,CRW_5S_E_3535,--,Yes,root,cellular organisms,Eukaryota,,Phaeophyceae,Ectocarpales,Scytosiphonaceae,Scytosiphon,Scytosiphon lomentaria,Stramenopiles,,PX clade,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Solanum demissum,AJ226025,119,47,72,No,0,5S,0,(()()),((((())))((()))),--,--,CRW,--,CRW_5S_E_3536,--,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Secale cereale,X06841,120,46,74,No,0,5S,0,(()()),((((())))((()))),--,--,CRW,--,CRW_5S_E_3537,--,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sepia officinalis,X05234,120,46,74,No,0,5S,0,(()()),((((())))((()))),--,--,CRW,--,CRW_5S_E_3538,--,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Septobasidium carestianum,M35572,119,45,74,No,0,5S,0,(()()),((((())))((()))),--,--,CRW,--,CRW_5S_E_3539,--,Yes,root,cellular organisms,Eukaryota,Basidiomycota,Pucciniomycetes,Septobasidiales,Septobasidiaceae,Septobasidium,Septobasidium carestianum,Opisthokonta,,,,,,Pucciniomycotina,,,,,,,Fungi,,,,,,,,,,,,,,,,Dikarya,,,,,,,,,,,,,
Solanum iopetalum,AJ226042,119,45,74,No,0,5S,0,(()()),((((())))((()))),--,--,CRW,--,CRW_5S_E_3540,--,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Solanum iopetalum,AJ226043,119,45,74,No,0,5S,0,(()()),((((())))((()))),--,--,CRW,--,CRW_5S_E_3541,--,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Solanum iopetalum,AJ226044,119,45,74,No,0,5S,0,(()()),((((())))((()))),--,--,CRW,--,CRW_5S_E_3542,--,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Solanum iopetalum,AJ226045,119,45,74,No,0,5S,0,(()()),((((())))((()))),--,--,CRW,--,CRW_5S_E_3543,--,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Xenopus tropicalis,X12622,121,47,74,No,0,5S,0,(()()),((((())))((()))),--,--,CRW,--,CRW_5S_E_3544,--,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sabellastarte japonica,X00997,120,46,74,No,0,5S,0,(()()),((((())))((()))),--,--,CRW,--,CRW_5S_E_3545,--,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Solanum laxissimum,AJ226046,119,47,72,No,0,5S,0,(()()),((((())))(((())))),--,--,CRW,--,CRW_5S_E_3546,--,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Solanum laxissimum,AJ226047,120,46,74,No,0,5S,0,(()()),((((())))((()))),--,--,CRW,--,CRW_5S_E_3547,--,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Solanum laxissimum,AJ226048,119,47,72,No,0,5S,0,(()()),((((())))((()))),--,--,CRW,--,CRW_5S_E_3548,--,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Solanum laxissimum,AJ226049,120,46,74,No,0,5S,0,(()()),((((())))((()))),--,--,CRW,--,CRW_5S_E_3549,--,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Solanum laxissimum,AJ226050,117,45,72,No,0,5S,0,(()()),((((())))((()))),--,--,CRW,--,CRW_5S_E_3550,--,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Solanum microdontum,AJ226052,120,46,74,No,0,5S,0,(()()),((((())))((()))),--,--,CRW,--,CRW_5S_E_3551,--,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Solanum microdontum,AJ226055,120,46,74,No,0,5S,0,(()()),((((())))((()))),--,--,CRW,--,CRW_5S_E_3552,--,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Solanum microdontum,AJ226056,120,46,74,No,0,5S,0,(()()),((((())))((()))),--,--,CRW,--,CRW_5S_E_3553,--,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Solanum microdontum,AJ226059,119,47,72,No,0,5S,0,(()()),((((())))((()))),--,--,CRW,--,CRW_5S_E_3554,--,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Smittium culisetae,M36314,121,47,74,No,0,5S,0,(()()),(((((())))((())))),--,--,CRW,--,CRW_5S_E_3555,--,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Solanum okadae,AJ226061,120,46,74,No,0,5S,0,(()()),((((())))((()))),--,--,CRW,--,CRW_5S_E_3556,--,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Solanum okadae,AJ226062,120,46,74,No,0,5S,0,(()()),((((())))((()))),--,--,CRW,--,CRW_5S_E_3557,--,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Solanum okadae,AJ226063,120,46,74,No,0,5S,0,(()()),((((())))((()))),--,--,CRW,--,CRW_5S_E_3558,--,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Solanum okadae,AJ226064,121,47,74,No,0,5S,0,(()()),((((())))(((())))),--,--,CRW,--,CRW_5S_N_3559,--,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Solanum okadae,AJ226066,120,46,74,No,0,5S,0,(()()),((((())))((()))),--,--,CRW,--,CRW_5S_N_3560,--,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
