Organism name,Accession number,Length,Number of decoupled nucleotides,Number of weak bonds,Is Pseudoknotted,Pseudoknot order,Rna Type,Genus,Core,Core plus,Shape,Is Validated,Reference database,Description,Benchmark ID,Reference,Taxonomy.SILVA.Classified,Taxonomy.SILVA.superkingdom,Taxonomy.SILVA.unknown 0,Taxonomy.SILVA.class,Taxonomy.SILVA.order,Taxonomy.SILVA.family,Taxonomy.SILVA.genus,Taxonomy.SILVA.phylum,Taxonomy.SILVA.unknown 1,Taxonomy.SILVA.unknown 2,Taxonomy.SILVA.unknown 3,Taxonomy.SILVA.no rank 0,Taxonomy.SILVA.unknown 4,Taxonomy.SILVA.subphylum,Taxonomy.SILVA.subclass,Taxonomy.SILVA.kingdom,Taxonomy.SILVA.subkingdom,Taxonomy.SILVA.no rank 1,Taxonomy.SILVA.no rank 2,Taxonomy.SILVA.unknown 5,Taxonomy.SILVA.no rank 3,Taxonomy.SILVA.unknown 6,Taxonomy.SILVA.infraclass,Taxonomy.SILVA.no rank 4,Taxonomy.SILVA.no rank 5,Taxonomy.SILVA.superclass,Taxonomy.SILVA.unknown 7,Taxonomy.SILVA.suborder,Taxonomy.SILVA.superorder,Taxonomy.SILVA.no rank 6
Lycopodium clavatum (stag s-horn clubmoss),--,119,53,66,No,0,5S,0,(()()),(((((()))))((((()))))),--,--,RFAM,--,RFAM_5S_E_4082,--,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Psilotum nudum,--,119,53,66,No,0,5S,0,(()()),(((((()))))((((()))))),--,--,RFAM,--,RFAM_5S_E_4083,--,Yes,Eukaryota,Archaeplastida,,Psilotales,,Psilotum,Streptophyta,Chloroplastida,Charophyta,Phragmoplastophyta,Embryophyta,Monilophyta,,,,,Tracheophyta,,,,,,,,,,,,
Nitella flexilis,--,119,53,66,No,0,5S,0,(()()),(((((()))))((((()))))),--,--,RFAM,--,RFAM_5S_E_4084,--,Yes,Eukaryota,Archaeplastida,Charophyceae,Charales,,Nitella,Streptophyta,Chloroplastida,Charophyta,Phragmoplastophyta,,Nitellaceae,,,,,,,,,,,,,,,,,
Spirogyra sp.,--,119,53,66,No,0,5S,0,(()()),(((((()))))((((()))))),--,--,RFAM,--,RFAM_5S_E_4085,--,Yes,Eukaryota,Archaeplastida,,,,,,Chloroplastida,Charophyta,Phragmoplastophyta,,,,,,,,,,,,,,,,,,,
Geobacillus stearothermophilus,--,117,51,66,No,0,5S,0,(()()),(((((()))))((((()))))),--,--,RFAM,--,RFAM_5S_B_4086,--,Yes,Bacteria,,Bacilli,Bacillales,Bacillaceae,Geobacillus,Firmicutes,,,,,,,,,,,,,,,,,,,,,,
Iguana iguana (common iguana),--,119,53,66,No,0,5S,0,(()()),(((((()))))((((()))))),--,--,RFAM,--,RFAM_5S_E_4087,--,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Xenopus laevis (African clawed frog),--,119,53,66,No,0,5S,0,(()()),(((((()))))((((()))))),--,--,RFAM,--,RFAM_5S_E_4088,--,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Neurospora crassa,--,120,54,66,No,0,5S,0,(()()),(((((()))))((((()))))),--,--,RFAM,--,RFAM_5S_E_4089,--,Yes,Eukaryota,Amorphea,Sordariomycetes,Sordariales,Sordariaceae,Neurospora,Ascomycota,Obazoa,Nucletmycea,,Opisthokonta,,Pezizomycotina,,Fungi,Dikarya,,,,,,,,,,,,,
Neurospora crassa,--,120,54,66,No,0,5S,0,(()()),(((((()))))((((()))))),--,--,RFAM,--,RFAM_5S_E_4090,--,Yes,Eukaryota,Amorphea,Sordariomycetes,Sordariales,Sordariaceae,Neurospora,Ascomycota,Obazoa,Nucletmycea,,Opisthokonta,,Pezizomycotina,,Fungi,Dikarya,,,,,,,,,,,,,
Thiomicrospira pelophila,--,116,50,66,No,0,5S,0,(()()),(((((()))))((((()))))),--,--,RFAM,--,RFAM_5S_B_4091,--,Yes,Bacteria,Thiomicrospirales,Gammaproteobacteria,,,Thiomicrospira,Proteobacteria,Thiomicrospiraceae,,,,,,,,,,,,,,,,,,,,,
Thiomicrospira sp.,--,115,49,66,No,0,5S,0,(()()),(((((()))))((((()))))),--,--,RFAM,--,RFAM_5S_B_4092,--,Yes,Bacteria,Thiomicrospirales,Gammaproteobacteria,,,Thiomicrospira,Proteobacteria,Thiomicrospiraceae,,,,,,,,,,,,,,,,,,,,,
Halothiobacillus neapolitanus,--,116,50,66,No,0,5S,0,(()()),(((((()))))((((()))))),--,--,RFAM,--,RFAM_5S_B_4093,--,Yes,Bacteria,Halothiobacillales,Gammaproteobacteria,,Halothiobacillaceae,Halothiobacillus,Proteobacteria,,,,,,,,,,,,,,,,,,,,,,
Thiomonas intermedia,--,113,51,62,No,0,5S,0,(()()),(((((()))))(((())))),--,--,RFAM,--,RFAM_5S_B_4094,--,Yes,Bacteria,,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Thiomonas,Proteobacteria,,,,,,,,,,,,,,,,,,,,,,
Thiobacillus thioparus,--,114,52,62,No,0,5S,0,(()()),(((((()))))(((((())))))),--,--,RFAM,--,RFAM_5S_B_4095,--,Yes,Bacteria,,Gammaproteobacteria,Burkholderiales,Hydrogenophilaceae,Thiobacillus,Proteobacteria,,,,,,,,,,,,,,,,,,,,,,
Acidithiobacillus thiooxidans,--,116,50,66,No,0,5S,0,(()()),(((((()))))((((()))))),--,--,RFAM,--,RFAM_5S_B_4096,--,Yes,Bacteria,,Gammaproteobacteria,Acidithiobacillales,Acidithiobacillaceae,Acidithiobacillus,Proteobacteria,,,,,,,,,,,,,,,,,,,,,,
Paracoccus versutus,--,115,49,66,No,0,5S,0,(()()),(((((()))))((((()))))),--,--,RFAM,--,RFAM_5S_B_4097,--,Yes,Bacteria,,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Paracoccus,Proteobacteria,,,,,,,,,,,,,,,,,,,,,,
Starkeya novella,--,115,49,66,No,0,5S,0,(()()),(((((()))))((((()))))),--,--,RFAM,--,RFAM_5S_B_4098,--,Yes,Bacteria,,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Starkeya,Proteobacteria,,,,,,,,,,,,,,,,,,,,,,
Acidiphilium cryptum,--,115,49,66,No,0,5S,0,(()()),(((((()))))((((()))))),--,--,RFAM,--,RFAM_5S_B_4099,--,Yes,Bacteria,Acetobacterales,Alphaproteobacteria,,Acetobacteraceae,Acidiphilium,Proteobacteria,,,,,,,,,,,,,,,,,,,,,,
Acidiphilium acidophilum,--,115,49,66,No,0,5S,0,(()()),(((((()))))((((()))))),--,--,RFAM,--,RFAM_5S_B_4100,--,Yes,Bacteria,Acetobacterales,Alphaproteobacteria,,Acetobacteraceae,Acidiphilium,Proteobacteria,,,,,,,,,,,,,,,,,,,,,,
Acidithiobacillus ferrooxidans,--,116,50,66,No,0,5S,0,(()()),(((((()))))((((()))))),--,--,RFAM,--,RFAM_5S_B_4101,--,Yes,Bacteria,,Gammaproteobacteria,Acidithiobacillales,Acidithiobacillaceae,Acidithiobacillus,Proteobacteria,,,,,,,,,,,,,,,,,,,,,,
Thiobacillus sp.,--,114,48,66,No,0,5S,0,(()()),(((((()))))((((()))))),--,--,RFAM,--,RFAM_5S_B_4102,--,Yes,Bacteria,,Gammaproteobacteria,Acidithiobacillales,Acidithiobacillaceae,Thermithiobacillus,Proteobacteria,,,,,,,,,,,,,,,,,,,,,,
Acheta domesticus (house cricket),--,119,53,66,No,0,5S,0,(()()),(((((()))))((((()))))),--,--,RFAM,--,RFAM_5S_E_4103,--,Yes,Eukaryota,Amorphea,Insecta,Orthoptera,,,Arthropoda,Obazoa,Holozoa,Choanozoa,Opisthokonta,Animalia,Hexapoda,Pterygota,Metazoa,,Bilateria,Protostomia,BCP clade,Ecdysozoa,,Neoptera,,,,,,,
Leifsonia aquatica,--,117,51,66,No,0,5S,0,(()()),(((((()))))((((()))))),--,--,RFAM,--,RFAM_5S_B_4104,--,Yes,Bacteria,Actinobacteriota,,Micrococcales,Microbacteriaceae,Leifsonia,Actinobacteria,,,,,,,,,,,,,,,,,,,,,,
Microbacterium testaceum,--,117,51,66,No,0,5S,0,(()()),(((((()))))((((()))))),--,--,RFAM,--,RFAM_5S_B_4105,--,Yes,Bacteria,Actinobacteriota,,Micrococcales,Microbacteriaceae,Microbacterium,Actinobacteria,,,,,,,,,,,,,,,,,,,,,,
Curtobacterium citreum,--,117,51,66,No,0,5S,0,(()()),(((((()))))((((()))))),--,--,RFAM,--,RFAM_5S_B_4106,--,Yes,Bacteria,Actinobacteriota,,Micrococcales,Microbacteriaceae,Curtobacterium,Actinobacteria,,,,,,,,,,,,,,,,,,,,,,
Cellulomonas biazotea,--,117,51,66,No,0,5S,0,(()()),(((((()))))((((()))))),--,--,RFAM,--,RFAM_5S_B_4107,--,Yes,Bacteria,Actinobacteriota,,Micrococcales,Cellulomonadaceae,Cellulomonas,Actinobacteria,,,,,,,,,,,,,,,,,,,,,,
Arthrobacter globiformis,--,117,51,66,No,0,5S,0,(()()),(((((()))))((((()))))),--,--,RFAM,--,RFAM_5S_B_4108,--,Yes,Bacteria,Actinobacteriota,,Micrococcales,Micrococcaceae,Arthrobacter,Actinobacteria,,,,,,,,,,,,,,,,,,,,,,
Pimelobacter simplex,--,117,51,66,No,0,5S,0,(()()),(((((()))))((((()))))),--,--,RFAM,--,RFAM_5S_B_4109,--,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Corynebacterium variabile,--,117,51,66,No,0,5S,0,(()()),(((((()))))((((()))))),--,--,RFAM,--,RFAM_5S_B_4110,--,Yes,Bacteria,Actinobacteriota,,Corynebacteriales,Corynebacteriaceae,Corynebacterium,Actinobacteria,,,,,,,,,,,,,,,,,,,,,,
Corynebacterium xerosis,--,117,51,66,No,0,5S,0,(()()),(((((()))))((((()))))),--,--,RFAM,--,RFAM_5S_B_4111,--,Yes,Bacteria,Actinobacteriota,,Corynebacteriales,Corynebacteriaceae,Corynebacterium,Actinobacteria,,,,,,,,,,,,,,,,,,,,,,
Brevibacterium linens,--,119,53,66,No,0,5S,0,(()()),(((((()))))((((()))))),--,--,RFAM,--,RFAM_5S_B_4112,--,Yes,Bacteria,Actinobacteriota,,Micrococcales,Brevibacteriaceae,Brevibacterium,Actinobacteria,,,,,,,,,,,,,,,,,,,,,,
Sulfolobus sp.,--,116,54,62,No,0,5S,0,(()()),(((((()))))((((()))))),--,--,RFAM,--,RFAM_5S_A_4113,--,Yes,Archaea,,Thermoprotei,Sulfolobales,Sulfolobaceae,Stygiolobus,Crenarchaeota,,,,,,,,,,,,,,,,,,,,,,
Thermus sp.,--,120,54,66,No,0,5S,0,(()()),(((((()))))((((()))))),--,--,RFAM,--,RFAM_5S_B_4114,--,Yes,Bacteria,Deinococcota,Deinococci,Thermales,Thermaceae,Thermus,,,,,,,,,,,,,,,,,,,,,,,
Thermus sp.,--,116,52,64,No,0,5S,0,(()()),(((((()))))(((((((())))))))),--,--,RFAM,--,RFAM_5S_B_4115,--,Yes,Bacteria,Deinococcota,Deinococci,Thermales,Thermaceae,Thermus,,,,,,,,,,,,,,,,,,,,,,,
Vibrio sp.,--,116,50,66,No,0,5S,0,(()()),(((((()))))((((()))))),--,--,RFAM,--,RFAM_5S_B_4116,--,Yes,Bacteria,,Gammaproteobacteria,Enterobacterales,Vibrionaceae,Vibrio,Proteobacteria,,,,,,,,,,,,,,,,,,,,,,
Oryza sativa (rice),--,119,53,66,No,0,5S,0,(()()),(((((()))))((((()))))),--,--,RFAM,--,RFAM_5S_E_4117,--,Yes,Bacteria,Mitochondria,Alphaproteobacteria,Rickettsiales,,,Proteobacteria,,,,,,,,,,,,,,,,,,,,,,
Oryza sativa (rice),--,119,53,66,No,0,5S,0,(()()),(((((()))))((((()))))),--,--,RFAM,--,RFAM_5S_E_4118,--,Yes,Bacteria,Mitochondria,Alphaproteobacteria,Rickettsiales,,,Proteobacteria,,,,,,,,,,,,,,,,,,,,,,
Plasmodium falciparum (malaria parasite P. falciparum),--,119,53,66,No,0,5S,0,(()()),(((((()))))((((()))))),--,--,RFAM,--,RFAM_5S_E_4119,--,Yes,Eukaryota,SAR,Aconoidasida,,,Plasmodium,Apicomplexa,Haemosporoidia,,,Alveolata,,,,,,,,,,,,,,,,,,
Pichia membranifaciens,--,120,54,66,No,0,5S,0,(()()),((((((())))))((((()))))),--,--,RFAM,--,RFAM_5S_E_4120,--,Yes,Eukaryota,Amorphea,Saccharomycetes,Saccharomycetales,Pichiaceae,Pichia,Ascomycota,Obazoa,Nucletmycea,,Opisthokonta,,Saccharomycotina,,Fungi,Dikarya,,,,,,,,,,,,,
Pyrodictium occultum,--,116,56,60,No,0,5S,0,(()()),(((((()))))((((()))))),--,--,RFAM,--,RFAM_5S_A_4121,--,Yes,Archaea,,Thermoprotei,Desulfurococcales,Pyrodictiaceae,Pyrodictium,Crenarchaeota,,,,,,,,,,,,,,,,,,,,,,
Scyliorhinus canicula (smaller spotted catshark),--,119,53,66,No,0,5S,0,(()()),(((((()))))((((()))))),--,--,RFAM,--,RFAM_5S_E_4122,--,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saccharomyces cerevisiae (baker's yeast),--,117,51,66,No,0,5S,0,(()()),((((((())))))((((()))))),--,--,RFAM,--,RFAM_5S_E_4123,--,Yes,Eukaryota,Amorphea,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Ascomycota,Obazoa,Nucletmycea,,Opisthokonta,,Saccharomycotina,,Fungi,Dikarya,,,,,,,,,,,,,
Drosophila melanogaster (fruit fly),--,119,53,66,No,0,5S,0,(()()),((((((())))))((((()))))),--,--,RFAM,--,RFAM_5S_E_4124,--,Yes,Eukaryota,Amorphea,Insecta,Diptera,,,Arthropoda,Obazoa,Holozoa,Choanozoa,Opisthokonta,Animalia,Hexapoda,Pterygota,Metazoa,,Bilateria,Protostomia,BCP clade,Ecdysozoa,,Neoptera,,,,,,,
Crypthecodinium cohnii,--,122,56,66,No,0,5S,0,(()()),(((((()))))((((()))))),--,--,RFAM,--,RFAM_5S_E_4125,--,Yes,Eukaryota,SAR,Dinophyceae,Peridiniales,,Crypthecodinium,,Dinoflagellata,Peridiniphycidae,,Alveolata,,,,,,,,,,,,,,,,,,
Bombyx mori (domestic silkworm),--,119,53,66,No,0,5S,0,(()()),(((((()))))((((()))))),--,--,RFAM,--,RFAM_5S_E_4126,--,Yes,Eukaryota,Amorphea,Insecta,Lepidoptera,,,Arthropoda,Obazoa,Holozoa,Choanozoa,Opisthokonta,Animalia,Hexapoda,Pterygota,Metazoa,,Bilateria,Protostomia,BCP clade,Ecdysozoa,,Neoptera,,,,,,Amphiesmenoptera,
Dictyostelium discoideum,--,119,53,66,No,0,5S,0,(()()),(((((()))))((((()))))),--,--,RFAM,--,RFAM_5S_E_4127,--,Yes,Eukaryota,Amorphea,,,,Dictyostelium,,Dictyostelia,,,Amoebozoa,,,,,,,,,,,,,,,,,,
Methanothermus fervidus,--,119,53,66,No,0,5S,0,(()()),(((((()))))((((()))))),--,--,RFAM,--,RFAM_5S_A_4128,--,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Streptomyces ambofaciens,--,117,51,66,No,0,5S,0,(()()),(((((()))))((((()))))),--,--,RFAM,--,RFAM_5S_B_4129,--,Yes,Bacteria,Actinobacteriota,,Streptomycetales,Streptomycetaceae,Streptomyces,Actinobacteria,,,,,,,,,,,,,,,,,,,,,,
Ascaris lumbricoides (common roundworm),--,118,52,66,No,0,5S,0,(()()),(((((()))))((((()))))),--,--,RFAM,--,RFAM_5S_E_4130,--,Yes,Eukaryota,Amorphea,Chromadorea,,,,Nematoda,Obazoa,Holozoa,Choanozoa,Opisthokonta,Animalia,,,Metazoa,,Bilateria,Protostomia,BCP clade,Ecdysozoa,Nematozoa,,,,,Ascaridida,,,
Pneumocystis carinii,--,119,53,66,No,0,5S,0,(()()),(((((()))))((((()))))),--,--,RFAM,--,RFAM_5S_E_4131,--,Yes,Eukaryota,Amorphea,Pneumocystidomycetes,Pneumocystidales,Pneumocystidaceae,Pneumocystis,Ascomycota,Obazoa,Nucletmycea,,Opisthokonta,,Taphrinomycotina,,Fungi,Dikarya,,,,,,,,,,,,,
Crithidia fasciculata,--,119,53,66,No,0,5S,0,(()()),(((((()))))((((()))))),--,--,RFAM,--,RFAM_5S_E_4132,--,Yes,Eukaryota,Discoba,,,,Crithidia,,Discicristata,Kinetoplastea,Metakinetoplastina,Euglenozoa,Trypanosomatida,,,,,,,,,,,,,,,,,
Acanthamoeba castellanii,--,119,53,66,No,0,5S,0,(()()),(((((()))))((((()))))),--,--,RFAM,--,RFAM_5S_E_4133,--,Yes,Eukaryota,Amorphea,,Longamoebia,,Acanthamoeba,,,,,Amoebozoa,,,,,,Discosea,Centramoebida,,,,,,,,,,,
Mycoplasma sp.,--,109,47,62,No,0,5S,0,(()()),(((((()))))((((((()))))))),--,--,RFAM,--,RFAM_5S_B_4134,--,Yes,Bacteria,,Bacilli,Acholeplasmatales,Acholeplasmataceae,Candidatus Phytoplasma,Firmicutes,,,,,,,,,,,,,,,,,,,,,,
Neurospora crassa,--,120,54,66,No,0,5S,0,(()()),(((((()))))((((()))))),--,--,RFAM,--,RFAM_5S_E_4135,--,Yes,Eukaryota,Amorphea,Sordariomycetes,Sordariales,Sordariaceae,Neurospora,Ascomycota,Obazoa,Nucletmycea,,Opisthokonta,,Pezizomycotina,,Fungi,Dikarya,,,,,,,,,,,,,
Mycoplasma hyopneumoniae,--,100,48,52,No,0,5S,0,(()()),(((((()))))(((())))),--,--,RFAM,--,RFAM_5S_B_4136,--,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cyanophora paradoxa,--,119,53,66,No,0,5S,0,(()()),(((((()))))((((()))))),--,--,RFAM,--,RFAM_5S_E_4137,--,Yes,Bacteria,Cyanobacteriia,,,,,Cyanobacteria,Chloroplast,,,,,,,,,,,,,,,,,,,,,
Cyanophora paradoxa,--,117,51,66,No,0,5S,0,(()()),(((((()))))((((()))))),--,--,RFAM,--,RFAM_5S_E_4138,--,Yes,Bacteria,Cyanobacteriia,,,,,Cyanobacteria,Chloroplast,,,,,,,,,,,,,,,,,,,,,
Desulfovibrio vulgaris,--,115,49,66,No,0,5S,0,(()()),(((((()))))((((()))))),--,--,RFAM,--,RFAM_5S_B_4139,--,Yes,Bacteria,,Bacilli,Bacillales,Bacillaceae,Bacillus,Firmicutes,,,,,,,,,,,,,,,,,,,,,,
Flavobacterium johnsoniae,--,116,50,66,No,0,5S,0,(()()),(((((()))))((((()))))),--,--,RFAM,--,RFAM_5S_B_4140,--,Yes,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,,,,,,,,,,,,,,,,,,,,,,,
Flavobacterium hydatis,--,111,49,62,No,0,5S,0,(()()),(((((()))))(((())))),--,--,RFAM,--,RFAM_5S_B_4141,--,Yes,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,,,,,,,,,,,,,,,,,,,,,,,
Empedobacter brevis,--,117,51,66,No,0,5S,0,(()()),(((((()))))((((()))))),--,--,RFAM,--,RFAM_5S_B_4142,--,Yes,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,,Empedobacter,,Weeksellaceae,,,,,,,,,,,,,,,,,,,,,
Flexibacter sp.,--,117,51,66,No,0,5S,0,(()()),(((((()))))((((()))))),--,--,RFAM,--,RFAM_5S_B_4143,--,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saprospira grandis,--,116,56,60,No,0,5S,0,(()()),(((((()))))((((()))))),--,--,RFAM,--,RFAM_5S_B_4144,--,Yes,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,Saprospira,,,,,,,,,,,,,,,,,,,,,,,
Thermomicrobium roseum,--,120,54,66,No,0,5S,0,(()()),((((((()))))((((())))))),--,--,RFAM,--,RFAM_5S_B_4145,--,Yes,Bacteria,,Chloroflexia,Thermomicrobiales,Thermomicrobiaceae,Thermomicrobium,Chloroflexi,,,,,,,,,,,,,,,,,,,,,,
Chlorobium phaeobacteroides,--,109,53,56,No,0,5S,0,(()()),((((((()))))(((()))))),--,--,RFAM,--,RFAM_5S_B_4146,--,Yes,Bacteria,Bacteroidota,Chlorobia,Chlorobiales,Chlorobiaceae,Chlorobium,,,,,,,,,,,,,,,,,,,,,,,
Chlorobium limicola,--,110,52,58,No,0,5S,0,(()()),(((((()))))(((())))),--,--,RFAM,--,RFAM_5S_B_4147,--,Yes,Bacteria,Bacteroidota,Chlorobia,Chlorobiales,Chlorobiaceae,Chlorobium,,,,,,,,,,,,,,,,,,,,,,,
Prosthecochloris aestuarii,--,108,46,62,No,0,5S,0,(()()),(((((()))))((((()))))),--,--,RFAM,--,RFAM_5S_B_4148,--,Yes,Bacteria,Bacteroidota,Chlorobia,Chlorobiales,Chlorobiaceae,Prosthecochloris,,,,,,,,,,,,,,,,,,,,,,,
Acanthamoeba castellanii,--,119,53,66,No,0,5S,0,(()()),(((((()))))((((()))))),--,--,RFAM,--,RFAM_5S_E_4149,--,Yes,Eukaryota,Amorphea,,Longamoebia,,Acanthamoeba,,,,,Amoebozoa,,,,,,Discosea,Centramoebida,,,,,,,,,,,
Methylococcus capsulatus,--,115,53,62,No,0,5S,0,(()()),(((((()))))(((((())))))),--,--,RFAM,--,RFAM_5S_B_4150,--,Yes,Bacteria,,Gammaproteobacteria,Methylococcales,Methylococcaceae,Methylococcus,Proteobacteria,,,,,,,,,,,,,,,,,,,,,,
Methylomicrobium agile,--,103,49,54,No,0,5S,0,(()()),((((((()))))((((())))))),--,--,RFAM,--,RFAM_5S_B_4151,--,Yes,Bacteria,Methylomonadaceae,Gammaproteobacteria,Methylococcales,,Methylomicrobium,Proteobacteria,,,,,,,,,,,,,,,,,,,,,,
Methylomonas rubra,--,116,50,66,No,0,5S,0,(()()),(((((()))))((((()))))),--,--,RFAM,--,RFAM_5S_B_4152,--,Yes,Bacteria,Methylomonadaceae,Gammaproteobacteria,Methylococcales,,Methylomonas,Proteobacteria,,,,,,,,,,,,,,,,,,,,,,
Methylomonas methanica,--,115,49,66,No,0,5S,0,(()()),(((((()))))((((()))))),--,--,RFAM,--,RFAM_5S_B_4153,--,Yes,Bacteria,Methylomonadaceae,Gammaproteobacteria,Methylococcales,,Methylomonas,Proteobacteria,,,,,,,,,,,,,,,,,,,,,,
Methylococcus capsulatus,--,114,50,64,No,0,5S,0,(()()),(((((()))))((((()))))),--,--,RFAM,--,RFAM_5S_B_4154,--,Yes,Bacteria,,Gammaproteobacteria,Methylococcales,Methylococcaceae,Methylococcus,Proteobacteria,,,,,,,,,,,,,,,,,,,,,,
Methylosinus trichosporium,--,115,49,66,No,0,5S,0,(()()),(((((()))))((((()))))),--,--,RFAM,--,RFAM_5S_B_4155,--,Yes,Bacteria,,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Methylosinus,Proteobacteria,,,,,,,,,,,,,,,,,,,,,,
Methylocystis parvus,--,116,50,66,No,0,5S,0,(()()),(((((()))))((((()))))),--,--,RFAM,--,RFAM_5S_B_4156,--,Yes,Bacteria,,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Methylocystis,Proteobacteria,,,,,,,,,,,,,,,,,,,,,,
Methylophilus methylotrophus,--,114,48,66,No,0,5S,0,(()()),(((((()))))((((()))))),--,--,RFAM,--,RFAM_5S_B_4157,--,Yes,Bacteria,,Gammaproteobacteria,Burkholderiales,Methylophilaceae,Methylophilus,Proteobacteria,,,,,,,,,,,,,,,,,,,,,,
Hyphomicrobium vulgare,--,115,49,66,No,0,5S,0,(()()),(((((()))))((((()))))),--,--,RFAM,--,RFAM_5S_B_4158,--,Yes,Bacteria,,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Hyphomicrobium,Proteobacteria,,,,,,,,,,,,,,,,,,,,,,
Hyphomicrobium sp.,--,96,48,48,No,0,5S,0,()(),((((()))))((((())))),--,--,RFAM,--,RFAM_5S_B_4159,--,Yes,Bacteria,,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Hyphomicrobium,Proteobacteria,,,,,,,,,,,,,,,,,,,,,,
Methylobacterium organophilum,--,114,52,62,No,0,5S,0,(()()),((((((()))))((((())))))),--,--,RFAM,--,RFAM_5S_B_4160,--,Yes,Bacteria,Methylobacterium-Methylorubrum,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,,Proteobacteria,,,,,,,,,,,,,,,,,,,,,,
Methylobacterium extorquens,--,115,49,66,No,0,5S,0,(()()),(((((()))))((((()))))),--,--,RFAM,--,RFAM_5S_B_4161,--,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tuberoidobacter mutans,--,114,50,64,No,0,5S,0,(()()),(((((()))))((((()))))),--,--,RFAM,--,RFAM_5S_B_4162,--,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ancylobacter vacuolatus,--,114,50,64,No,0,5S,0,(()()),(((((()))))((((()))))),--,--,RFAM,--,RFAM_5S_B_4163,--,Yes,Bacteria,,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Ancylobacter,Proteobacteria,,,,,,,,,,,,,,,,,,,,,,
Xanthobacter viscosus,--,115,49,66,No,0,5S,0,(()()),(((((()))))((((()))))),--,--,RFAM,--,RFAM_5S_B_4164,--,Yes,Bacteria,,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Xanthobacter,Proteobacteria,,,,,,,,,,,,,,,,,,,,,,
Ancylobacter aquaticus,--,115,49,66,No,0,5S,0,(()()),(((((()))))((((()))))),--,--,RFAM,--,RFAM_5S_B_4165,--,Yes,Bacteria,,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Ancylobacter,Proteobacteria,,,,,,,,,,,,,,,,,,,,,,
Pseudomonas stutzeri,--,115,49,66,No,0,5S,0,(()()),(((((()))))((((()))))),--,--,RFAM,--,RFAM_5S_B_4166,--,Yes,Bacteria,,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Proteobacteria,,,,,,,,,,,,,,,,,,,,,,
Methanolobus tindarius,--,122,56,66,No,0,5S,0,(()()),(((((()))))((((()))))),--,--,RFAM,--,RFAM_5S_A_4167,--,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Methanothermococcus thermolithotrophicus,--,115,53,62,No,0,5S,0,(()()),(((((()))))(((())))),--,--,RFAM,--,RFAM_5S_A_4168,--,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blastopirellula marina,--,108,46,62,No,0,5S,0,(()()),(((((()))))(((())))),--,--,RFAM,--,RFAM_5S_B_4169,--,Yes,Bacteria,Planctomycetota,,,,Blastopirellula,Planctomycetes,Pirellulales,Pirellulaceae,,,,,,,,,,,,,,,,,,,,
Pirellula sp.,--,109,47,62,No,0,5S,0,(()()),(((((()))))(((((())))))),--,--,RFAM,--,RFAM_5S_B_4170,--,Yes,Bacteria,Planctomycetota,,,,Rhodopirellula,Planctomycetes,Pirellulales,Pirellulaceae,,,,,,,,,,,,,,,,,,,,
Pirellula sp.,--,109,47,62,No,0,5S,0,(()()),(((((()))))(((((())))))),--,--,RFAM,--,RFAM_5S_B_4171,--,Yes,Bacteria,Planctomycetota,,,,Rhodopirellula,Planctomycetes,Pirellulales,Pirellulaceae,,,,,,,,,,,,,,,,,,,,
Planctomyces limnophilus,--,110,50,60,No,0,5S,0,(()()),((((((()))))(((((()))))))),--,--,RFAM,--,RFAM_5S_B_4172,--,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
