Organism name,Length,Benchmark ID,Taxonomy.SILVA.superkingdom,Taxonomy.SILVA.phylum,Taxonomy.SILVA.class,Taxonomy.SILVA.order
Marchantia polymorpha (liverwort),74,RFAM_t_E_34825,Eukaryota,Streptophyta,,Marchantiales
Marchantia polymorpha (liverwort),88,RFAM_t_E_34826,Eukaryota,Streptophyta,,Marchantiales
Marchantia polymorpha (liverwort),88,RFAM_t_E_34827,Eukaryota,Streptophyta,,Marchantiales
Marchantia polymorpha (liverwort),73,RFAM_t_E_34828,Eukaryota,Streptophyta,,Marchantiales
Marchantia polymorpha (liverwort),74,RFAM_t_E_34829,Eukaryota,Streptophyta,,Marchantiales
Marchantia polymorpha (liverwort),72,RFAM_t_E_34830,Eukaryota,Streptophyta,,Marchantiales
Phaseolus vulgaris,84,RFAM_t_E_34832,Eukaryota,Streptophyta,,Fabales
Macaca mulatta (Rhesus monkey),69,RFAM_t_E_34839,Eukaryota,Chordata,Mammalia,
Rattus norvegicus (Norway rat),74,RFAM_t_E_34844,Eukaryota,Chordata,Mammalia,
Dictyostelium discoideum,73,RFAM_t_E_34846,Eukaryota,,,
Caenorhabditis elegans,72,RFAM_t_E_34849,Eukaryota,Nematoda,Chromadorea,Rhabditida
Saccharomyces cerevisiae (baker's yeast),72,RFAM_t_E_34851,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales
Saccharomyces cerevisiae (baker's yeast),73,RFAM_t_E_34852,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales
Paracentrotus lividus (common urchin),73,RFAM_t_E_34862,Eukaryota,Echinodermata,Echinoidea,
Caenorhabditis elegans,87,RFAM_t_E_34868,Eukaryota,Nematoda,Chromadorea,Rhabditida
Saccharomyces cerevisiae (baker's yeast),72,RFAM_t_E_34869,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales
Paracentrotus lividus (common urchin),72,RFAM_t_E_34870,Eukaryota,Echinodermata,Echinoidea,
Paracentrotus lividus (common urchin),69,RFAM_t_E_34871,Eukaryota,Echinodermata,Echinoidea,
Paracentrotus lividus (common urchin),70,RFAM_t_E_34872,Eukaryota,Echinodermata,Echinoidea,
Triticum aestivum (bread wheat),72,RFAM_t_E_34873,Eukaryota,Streptophyta,Liliopsida,Poales
Schizosaccharomyces pombe (fission yeast),74,RFAM_t_E_34875,Eukaryota,Ascomycota,Schizosaccharomycetes,Schizosaccharomycetales
Drosophila melanogaster (fruit fly),66,RFAM_t_E_34876,Eukaryota,Arthropoda,Insecta,Diptera
Marchantia polymorpha (liverwort),73,RFAM_t_E_34879,Eukaryota,Streptophyta,,Marchantiales
Marchantia polymorpha (liverwort),74,RFAM_t_E_34880,Eukaryota,Streptophyta,,Marchantiales
Marchantia polymorpha (liverwort),73,RFAM_t_E_34881,Eukaryota,Streptophyta,,Marchantiales
Marchantia polymorpha (liverwort),80,RFAM_t_E_34882,Eukaryota,Streptophyta,,Marchantiales
Marchantia polymorpha (liverwort),71,RFAM_t_E_34883,Eukaryota,Streptophyta,,Marchantiales
Marchantia polymorpha (liverwort),84,RFAM_t_E_34884,Eukaryota,Streptophyta,,Marchantiales
Marchantia polymorpha (liverwort),85,RFAM_t_E_34885,Eukaryota,Streptophyta,,Marchantiales
Marchantia polymorpha (liverwort),73,RFAM_t_E_34886,Eukaryota,Streptophyta,,Marchantiales
Marchantia polymorpha (liverwort),74,RFAM_t_E_34887,Eukaryota,Streptophyta,,Marchantiales
Marchantia polymorpha (liverwort),71,RFAM_t_E_34888,Eukaryota,Streptophyta,,Marchantiales
Marchantia polymorpha (liverwort),74,RFAM_t_E_34889,Eukaryota,Streptophyta,,Marchantiales
Marchantia polymorpha (liverwort),74,RFAM_t_E_34890,Eukaryota,Streptophyta,,Marchantiales
Marchantia polymorpha (liverwort),72,RFAM_t_E_34891,Eukaryota,Streptophyta,,Marchantiales
Marchantia polymorpha (liverwort),72,RFAM_t_E_34892,Eukaryota,Streptophyta,,Marchantiales
Marchantia polymorpha (liverwort),72,RFAM_t_E_34893,Eukaryota,Streptophyta,,Marchantiales
Marchantia polymorpha (liverwort),80,RFAM_t_E_34894,Eukaryota,Streptophyta,,Marchantiales
Marchantia polymorpha (liverwort),73,RFAM_t_E_34895,Eukaryota,Streptophyta,,Marchantiales
Marchantia polymorpha (liverwort),73,RFAM_t_E_34896,Eukaryota,Streptophyta,,Marchantiales
Marchantia polymorpha (liverwort),74,RFAM_t_E_34897,Eukaryota,Streptophyta,,Marchantiales
Marchantia polymorpha (liverwort),73,RFAM_t_E_34898,Eukaryota,Streptophyta,,Marchantiales
Marchantia polymorpha (liverwort),73,RFAM_t_E_34899,Eukaryota,Streptophyta,,Marchantiales
Marchantia polymorpha (liverwort),74,RFAM_t_E_34900,Eukaryota,Streptophyta,,Marchantiales
Marchantia polymorpha (liverwort),73,RFAM_t_E_34901,Eukaryota,Streptophyta,,Marchantiales
Marchantia polymorpha (liverwort),73,RFAM_t_E_34902,Eukaryota,Streptophyta,,Marchantiales
Marchantia polymorpha (liverwort),83,RFAM_t_E_34903,Eukaryota,Streptophyta,,Marchantiales
Marchantia polymorpha (liverwort),74,RFAM_t_E_34904,Eukaryota,Streptophyta,,Marchantiales
Oncorhynchus mykiss (rainbow trout),72,RFAM_t_E_34905,Eukaryota,Chordata,,
Fasciola hepatica (liver fluke),67,RFAM_t_E_34929,Eukaryota,Platyhelminthes,Trematoda,
Saccharomyces cerevisiae (baker's yeast),72,RFAM_t_E_34932,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales
Saccharomyces cerevisiae (baker's yeast),73,RFAM_t_E_34933,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales
Saccharomyces cerevisiae (baker's yeast),74,RFAM_t_E_34934,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales
Dictyostelium discoideum,72,RFAM_t_E_34936,Eukaryota,,,
Acipenser fulvescens,70,RFAM_t_E_34937,Eukaryota,Chordata,,Acipenseriformes
Saccharomyces cerevisiae (baker's yeast),73,RFAM_t_E_34938,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales
Drosophila melanogaster (fruit fly),62,RFAM_t_E_34939,Eukaryota,Arthropoda,Insecta,Diptera
Saccharomyces cerevisiae (baker's yeast),73,RFAM_t_E_34940,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales
Saccharomyces cerevisiae (baker's yeast),72,RFAM_t_E_34943,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales
Drosophila melanogaster (fruit fly),72,RFAM_t_E_34947,Eukaryota,Arthropoda,Insecta,Diptera
Bos taurus (cattle),70,RFAM_t_E_34949,Eukaryota,Chordata,Mammalia,
Bos taurus (cattle),71,RFAM_t_E_34950,Eukaryota,Chordata,Mammalia,
Bos taurus (cattle),66,RFAM_t_E_34951,Eukaryota,Chordata,Mammalia,
Bos taurus (cattle),69,RFAM_t_E_34952,Eukaryota,Chordata,Mammalia,
Pongo abelii (Sumatran orangutan),71,RFAM_t_E_34953,Eukaryota,Chordata,Mammalia,
Rattus norvegicus (Norway rat),66,RFAM_t_E_34954,Eukaryota,Chordata,Mammalia,
Rattus norvegicus (Norway rat),66,RFAM_t_E_34955,Eukaryota,Chordata,Mammalia,
Rattus norvegicus (Norway rat),69,RFAM_t_E_34956,Eukaryota,Chordata,Mammalia,
Rattus norvegicus (Norway rat),72,RFAM_t_E_34957,Eukaryota,Chordata,Mammalia,
Rattus norvegicus (Norway rat),68,RFAM_t_E_34958,Eukaryota,Chordata,Mammalia,
Saccharomyces cerevisiae (baker's yeast),73,RFAM_t_E_34959,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales
Mus musculus (house mouse),71,RFAM_t_E_34960,Eukaryota,Chordata,Mammalia,
Rattus norvegicus (Norway rat),68,RFAM_t_E_34961,Eukaryota,Chordata,Mammalia,
Rattus norvegicus (Norway rat),69,RFAM_t_E_34962,Eukaryota,Chordata,Mammalia,
Schizosaccharomyces pombe (fission yeast),73,RFAM_t_E_34966,Eukaryota,Ascomycota,Schizosaccharomycetes,Schizosaccharomycetales
Drosophila yakuba,65,RFAM_t_E_34968,Eukaryota,Arthropoda,Insecta,Diptera
Saccharomyces cerevisiae (baker's yeast),74,RFAM_t_E_34971,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales
Aedes albopictus (Asian tiger mosquito),68,RFAM_t_E_34979,Eukaryota,Arthropoda,Insecta,Diptera
Marchantia polymorpha (liverwort),74,RFAM_t_E_34981,Eukaryota,Streptophyta,,Marchantiales
Neurospora crassa,69,RFAM_t_E_34982,Eukaryota,Ascomycota,Sordariomycetes,Sordariales
Tetrahymena pyriformis,71,RFAM_t_E_35004,Eukaryota,Ciliophora,Oligohymenophorea,
Neurospora crassa,73,RFAM_t_E_35006,Eukaryota,Ascomycota,Sordariomycetes,Sordariales
Podospora anserina,73,RFAM_t_E_35010,Eukaryota,Ascomycota,Sordariomycetes,Sordariales
Podospora anserina,81,RFAM_t_E_35011,Eukaryota,Ascomycota,Sordariomycetes,Sordariales
Podospora anserina,71,RFAM_t_E_35012,Eukaryota,Ascomycota,Sordariomycetes,Sordariales
Drosophila yakuba,67,RFAM_t_E_35017,Eukaryota,Arthropoda,Insecta,Diptera
Drosophila yakuba,63,RFAM_t_E_35018,Eukaryota,Arthropoda,Insecta,Diptera
Drosophila yakuba,65,RFAM_t_E_35019,Eukaryota,Arthropoda,Insecta,Diptera
Dictyostelium discoideum,74,RFAM_t_E_35020,Eukaryota,,,
Bombyx mori (domestic silkworm),72,RFAM_t_E_35021,Eukaryota,Arthropoda,Insecta,Lepidoptera
Lupinus angustifolius (narrow-leaved blue lupine),72,RFAM_t_E_35022,Eukaryota,Arthropoda,Insecta,Thysanoptera
Chloroidium ellipsoideum,74,RFAM_t_E_35033,Eukaryota,Chlorophyta,Trebouxiophyceae,Chlorellales
Aedes albopictus (Asian tiger mosquito),67,RFAM_t_E_35034,Eukaryota,Arthropoda,Insecta,Diptera
Aedes albopictus (Asian tiger mosquito),68,RFAM_t_E_35035,Eukaryota,Arthropoda,Insecta,Diptera
Aedes albopictus (Asian tiger mosquito),67,RFAM_t_E_35036,Eukaryota,Arthropoda,Insecta,Diptera
Aedes albopictus (Asian tiger mosquito),72,RFAM_t_E_35037,Eukaryota,Arthropoda,Insecta,Diptera
Saccharomyces cerevisiae (baker's yeast),71,RFAM_t_E_35039,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales
Saccharomyces cerevisiae (baker's yeast),73,RFAM_t_E_35040,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales
Paramecium tetraurelia,71,RFAM_t_E_35041,Eukaryota,Ciliophora,Oligohymenophorea,
Lupinus angustifolius (narrow-leaved blue lupine),74,RFAM_t_E_35042,Eukaryota,Arthropoda,Insecta,Thysanoptera
Marchantia polymorpha (liverwort),74,RFAM_t_E_35043,Eukaryota,Streptophyta,,Marchantiales
Marchantia polymorpha (liverwort),72,RFAM_t_E_35044,Eukaryota,Streptophyta,,Marchantiales
Marchantia polymorpha (liverwort),74,RFAM_t_E_35045,Eukaryota,Streptophyta,,Marchantiales
Marchantia polymorpha (liverwort),82,RFAM_t_E_35046,Eukaryota,Streptophyta,,Marchantiales
Marchantia polymorpha (liverwort),73,RFAM_t_E_35047,Eukaryota,Streptophyta,,Marchantiales
Marchantia polymorpha (liverwort),80,RFAM_t_E_35048,Eukaryota,Streptophyta,,Marchantiales
Marchantia polymorpha (liverwort),72,RFAM_t_E_35049,Eukaryota,Streptophyta,,Marchantiales
Marchantia polymorpha (liverwort),88,RFAM_t_E_35050,Eukaryota,Streptophyta,,Marchantiales
Marchantia polymorpha (liverwort),73,RFAM_t_E_35051,Eukaryota,Streptophyta,,Marchantiales
Marchantia polymorpha (liverwort),74,RFAM_t_E_35052,Eukaryota,Streptophyta,,Marchantiales
Marchantia polymorpha (liverwort),74,RFAM_t_E_35053,Eukaryota,Streptophyta,,Marchantiales
Marchantia polymorpha (liverwort),72,RFAM_t_E_35054,Eukaryota,Streptophyta,,Marchantiales
Neurospora crassa,70,RFAM_t_E_35055,Eukaryota,Ascomycota,Sordariomycetes,Sordariales
Saccharomyces cerevisiae (baker's yeast),72,RFAM_t_E_35056,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales
Homo sapiens (human),73,RFAM_t_E_35058,Eukaryota,Chordata,Mammalia,
Tetrahymena pyriformis,81,RFAM_t_E_35059,Eukaryota,Ciliophora,Oligohymenophorea,
Podospora anserina,82,RFAM_t_E_35062,Eukaryota,Ascomycota,Sordariomycetes,Sordariales
Drosophila virilis,69,RFAM_t_E_35068,Eukaryota,Arthropoda,Insecta,Diptera
Drosophila virilis,69,RFAM_t_E_35069,Eukaryota,Arthropoda,Insecta,Diptera
Drosophila virilis,64,RFAM_t_E_35070,Eukaryota,Arthropoda,Insecta,Diptera
Drosophila yakuba,69,RFAM_t_E_35071,Eukaryota,Arthropoda,Insecta,Diptera
Triticum aestivum (bread wheat),71,RFAM_t_E_35076,Eukaryota,Streptophyta,Liliopsida,Poales
Drosophila melanogaster (fruit fly),71,RFAM_t_E_35078,Eukaryota,Arthropoda,Insecta,Diptera
Strongylocentrotus purpuratus,71,RFAM_t_E_35084,Eukaryota,Echinodermata,Ophiuroidea,
Strongylocentrotus purpuratus,70,RFAM_t_E_35085,Eukaryota,Echinodermata,Ophiuroidea,
Strongylocentrotus purpuratus,69,RFAM_t_E_35086,Eukaryota,Echinodermata,Ophiuroidea,
Strongylocentrotus purpuratus,68,RFAM_t_E_35087,Eukaryota,Echinodermata,Ophiuroidea,
Strongylocentrotus purpuratus,71,RFAM_t_E_35088,Eukaryota,Echinodermata,Ophiuroidea,
Strongylocentrotus purpuratus,72,RFAM_t_E_35089,Eukaryota,Echinodermata,Ophiuroidea,
Strongylocentrotus purpuratus,71,RFAM_t_E_35090,Eukaryota,Echinodermata,Ophiuroidea,
Strongylocentrotus purpuratus,70,RFAM_t_E_35091,Eukaryota,Echinodermata,Ophiuroidea,
Strongylocentrotus purpuratus,73,RFAM_t_E_35092,Eukaryota,Echinodermata,Ophiuroidea,
Strongylocentrotus purpuratus,70,RFAM_t_E_35093,Eukaryota,Echinodermata,Ophiuroidea,
Strongylocentrotus purpuratus,72,RFAM_t_E_35094,Eukaryota,Echinodermata,Ophiuroidea,
Strongylocentrotus purpuratus,70,RFAM_t_E_35095,Eukaryota,Echinodermata,Ophiuroidea,
Strongylocentrotus purpuratus,71,RFAM_t_E_35096,Eukaryota,Echinodermata,Ophiuroidea,
Strongylocentrotus purpuratus,68,RFAM_t_E_35097,Eukaryota,Echinodermata,Ophiuroidea,
Strongylocentrotus purpuratus,71,RFAM_t_E_35098,Eukaryota,Echinodermata,Ophiuroidea,
Strongylocentrotus purpuratus,69,RFAM_t_E_35099,Eukaryota,Echinodermata,Ophiuroidea,
Strongylocentrotus purpuratus,69,RFAM_t_E_35100,Eukaryota,Echinodermata,Ophiuroidea,
Strongylocentrotus purpuratus,71,RFAM_t_E_35101,Eukaryota,Echinodermata,Ophiuroidea,
Strongylocentrotus purpuratus,71,RFAM_t_E_35102,Eukaryota,Echinodermata,Ophiuroidea,
Triticum aestivum (bread wheat),83,RFAM_t_E_35110,Eukaryota,Streptophyta,Liliopsida,Poales
Triticum aestivum (bread wheat),87,RFAM_t_E_35111,Eukaryota,Streptophyta,Liliopsida,Poales
Sinapis alba (white mustard),72,RFAM_t_E_35113,Eukaryota,Streptophyta,,Brassicales
Kluyveromyces lactis,73,RFAM_t_E_35115,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales
Kluyveromyces lactis,82,RFAM_t_E_35116,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales
Locusta migratoria (migratory locust),63,RFAM_t_E_35117,Eukaryota,Arthropoda,Insecta,Neuroptera
Locusta migratoria (migratory locust),66,RFAM_t_E_35118,Eukaryota,Arthropoda,Insecta,Neuroptera
Locusta migratoria (migratory locust),64,RFAM_t_E_35119,Eukaryota,Arthropoda,Insecta,Neuroptera
Locusta migratoria (migratory locust),71,RFAM_t_E_35120,Eukaryota,Arthropoda,Insecta,Neuroptera
Podospora anserina,71,RFAM_t_E_35123,Eukaryota,Ascomycota,Sordariomycetes,Sordariales
Triticum aestivum (bread wheat),72,RFAM_t_E_35124,Eukaryota,Streptophyta,Liliopsida,Poales
Kluyveromyces lactis,72,RFAM_t_E_35125,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales
Kluyveromyces lactis,73,RFAM_t_E_35126,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales
Rattus norvegicus (Norway rat),67,RFAM_t_E_35128,Eukaryota,Chordata,Mammalia,
Rattus norvegicus (Norway rat),75,RFAM_t_E_35129,Eukaryota,Chordata,Mammalia,
Rattus norvegicus (Norway rat),69,RFAM_t_E_35130,Eukaryota,Chordata,Mammalia,
Rattus norvegicus (Norway rat),71,RFAM_t_E_35131,Eukaryota,Chordata,Mammalia,
Rattus norvegicus (Norway rat),74,RFAM_t_E_35132,Eukaryota,Chordata,Mammalia,
Phaseolus vulgaris,83,RFAM_t_E_35133,Eukaryota,Streptophyta,,Fabales
Triticum aestivum (bread wheat),74,RFAM_t_E_35142,Eukaryota,Streptophyta,Liliopsida,Poales
Podospora anserina,71,RFAM_t_E_35144,Eukaryota,Ascomycota,Sordariomycetes,Sordariales
Fasciola hepatica (liver fluke),70,RFAM_t_E_35145,Eukaryota,Platyhelminthes,Trematoda,
Fasciola hepatica (liver fluke),63,RFAM_t_E_35146,Eukaryota,Platyhelminthes,Trematoda,
Fasciola hepatica (liver fluke),63,RFAM_t_E_35147,Eukaryota,Platyhelminthes,Trematoda,
Gallus gallus (chicken),69,RFAM_t_E_35154,Eukaryota,Chordata,Mammalia,
Tetrahymena pyriformis,74,RFAM_t_E_35155,Eukaryota,Ciliophora,Oligohymenophorea,
Tetrahymena pyriformis,81,RFAM_t_E_35156,Eukaryota,Ciliophora,Oligohymenophorea,
Asterias forbesi (Forbes's starfish),67,RFAM_t_E_35169,Eukaryota,Echinodermata,,
Asterias forbesi (Forbes's starfish),72,RFAM_t_E_35170,Eukaryota,Echinodermata,,
Asterias forbesi (Forbes's starfish),73,RFAM_t_E_35171,Eukaryota,Echinodermata,,
Asterias forbesi (Forbes's starfish),71,RFAM_t_E_35172,Eukaryota,Echinodermata,,
Asterias forbesi (Forbes's starfish),70,RFAM_t_E_35173,Eukaryota,Echinodermata,,
Asterias forbesi (Forbes's starfish),72,RFAM_t_E_35174,Eukaryota,Echinodermata,,
Asterias forbesi (Forbes's starfish),72,RFAM_t_E_35175,Eukaryota,Echinodermata,,
Asterias forbesi (Forbes's starfish),69,RFAM_t_E_35176,Eukaryota,Echinodermata,,
Patiria pectinifera,71,RFAM_t_E_35177,Eukaryota,Echinodermata,Asteroidea,
Patiria pectinifera,70,RFAM_t_E_35178,Eukaryota,Echinodermata,Asteroidea,
Patiria pectinifera,72,RFAM_t_E_35179,Eukaryota,Echinodermata,Asteroidea,
Patiria pectinifera,71,RFAM_t_E_35180,Eukaryota,Echinodermata,Asteroidea,
Patiria pectinifera,67,RFAM_t_E_35181,Eukaryota,Echinodermata,Asteroidea,
Patiria pectinifera,70,RFAM_t_E_35182,Eukaryota,Echinodermata,Asteroidea,
Patiria pectinifera,72,RFAM_t_E_35183,Eukaryota,Echinodermata,Asteroidea,
Sinapis alba (white mustard),88,RFAM_t_E_35193,Eukaryota,Streptophyta,,Brassicales
Gadus morhua (Atlantic cod),69,RFAM_t_E_35194,Eukaryota,Chordata,,
Gadus morhua (Atlantic cod),68,RFAM_t_E_35195,Eukaryota,Chordata,,
Gadus morhua (Atlantic cod),69,RFAM_t_E_35196,Eukaryota,Chordata,,
Saccharomyces cerevisiae (baker's yeast),72,RFAM_t_E_35199,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales
Caenorhabditis elegans,73,RFAM_t_E_35200,Eukaryota,Nematoda,Chromadorea,Rhabditida
Gallus gallus (chicken),68,RFAM_t_E_35205,Eukaryota,Chordata,Mammalia,
Gallus gallus (chicken),70,RFAM_t_E_35206,Eukaryota,Chordata,Mammalia,
Gallus gallus (chicken),71,RFAM_t_E_35207,Eukaryota,Chordata,Mammalia,
Gallus gallus (chicken),69,RFAM_t_E_35208,Eukaryota,Chordata,Mammalia,
Gallus gallus (chicken),70,RFAM_t_E_35209,Eukaryota,Chordata,Mammalia,
Gallus gallus (chicken),68,RFAM_t_E_35210,Eukaryota,Chordata,Mammalia,
Gallus gallus (chicken),73,RFAM_t_E_35211,Eukaryota,Chordata,Mammalia,
Gallus gallus (chicken),74,RFAM_t_E_35212,Eukaryota,Chordata,Mammalia,
Gallus gallus (chicken),72,RFAM_t_E_35213,Eukaryota,Chordata,Mammalia,
Gallus gallus (chicken),71,RFAM_t_E_35214,Eukaryota,Chordata,Mammalia,
Gallus gallus (chicken),69,RFAM_t_E_35215,Eukaryota,Chordata,Mammalia,
Gallus gallus (chicken),76,RFAM_t_E_35216,Eukaryota,Chordata,Mammalia,
Gallus gallus (chicken),69,RFAM_t_E_35217,Eukaryota,Chordata,Mammalia,
Gallus gallus (chicken),73,RFAM_t_E_35218,Eukaryota,Chordata,Mammalia,
Gallus gallus (chicken),66,RFAM_t_E_35219,Eukaryota,Chordata,Mammalia,
Gallus gallus (chicken),75,RFAM_t_E_35220,Eukaryota,Chordata,Mammalia,
Gallus gallus (chicken),68,RFAM_t_E_35221,Eukaryota,Chordata,Mammalia,
Solanum tuberosum (potato),74,RFAM_t_E_35226,Eukaryota,Streptophyta,,Solanales
Dictyostelium discoideum,72,RFAM_t_E_35227,Eukaryota,,,
Dictyostelium discoideum,73,RFAM_t_E_35228,Eukaryota,,,
Caenorhabditis elegans,72,RFAM_t_E_35232,Eukaryota,Nematoda,Chromadorea,Rhabditida
Chlamydomonas reinhardtii,73,RFAM_t_E_35236,Eukaryota,Chlorophyta,Chlorophyceae,Chlamydomonadales
Schizosaccharomyces pombe (fission yeast),72,RFAM_t_E_35237,Eukaryota,Ascomycota,Schizosaccharomycetes,Schizosaccharomycetales
Schizosaccharomyces pombe (fission yeast),83,RFAM_t_E_35238,Eukaryota,Ascomycota,Schizosaccharomycetes,Schizosaccharomycetales
Schizosaccharomyces pombe (fission yeast),73,RFAM_t_E_35239,Eukaryota,Ascomycota,Schizosaccharomycetes,Schizosaccharomycetales
Schizosaccharomyces pombe (fission yeast),75,RFAM_t_E_35240,Eukaryota,Ascomycota,Schizosaccharomycetes,Schizosaccharomycetales
Schizosaccharomyces pombe (fission yeast),72,RFAM_t_E_35241,Eukaryota,Ascomycota,Schizosaccharomycetes,Schizosaccharomycetales
Podospora anserina,72,RFAM_t_E_35242,Eukaryota,Ascomycota,Sordariomycetes,Sordariales
Chlamydomonas reinhardtii,74,RFAM_t_E_35244,Eukaryota,Chlorophyta,Chlorophyceae,Chlamydomonadales
Chlamydomonas reinhardtii,72,RFAM_t_E_35245,Eukaryota,Chlorophyta,Chlorophyceae,Chlamydomonadales
Chlamydomonas reinhardtii,72,RFAM_t_E_35246,Eukaryota,Chlorophyta,Chlorophyceae,Chlamydomonadales
Saccharomyces cerevisiae (baker's yeast),75,RFAM_t_E_35247,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales
Saccharomyces cerevisiae (baker's yeast),72,RFAM_t_E_35248,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales
Kazachstania exigua,73,RFAM_t_E_35256,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales
Kazachstania exigua,72,RFAM_t_E_35257,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales
Saccharomyces cerevisiae (baker's yeast),84,RFAM_t_E_35258,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales
Homo sapiens (human),72,RFAM_t_E_35264,Eukaryota,Chordata,Mammalia,
Drosophila eugracilis,66,RFAM_t_E_35265,Eukaryota,Arthropoda,Insecta,Diptera
Dictyostelium discoideum,74,RFAM_t_E_35266,Eukaryota,,,
Dictyostelium discoideum,73,RFAM_t_E_35267,Eukaryota,,,
Dictyostelium discoideum,73,RFAM_t_E_35268,Eukaryota,,,
Dictyostelium discoideum,72,RFAM_t_E_35269,Eukaryota,,,
Dictyostelium discoideum,83,RFAM_t_E_35270,Eukaryota,,,
Dictyostelium discoideum,82,RFAM_t_E_35271,Eukaryota,,,
Dictyostelium discoideum,81,RFAM_t_E_35272,Eukaryota,,,
Hordeum vulgare,74,RFAM_t_E_35300,Eukaryota,Streptophyta,Liliopsida,Poales
Chlamydomonas reinhardtii,73,RFAM_t_E_35301,Eukaryota,Chlorophyta,Chlorophyceae,Chlamydomonadales
Saccharomyces cerevisiae (baker's yeast),71,RFAM_t_E_35306,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales
Cyberlindnera mrakii,72,RFAM_t_E_35311,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales
Cyberlindnera mrakii,82,RFAM_t_E_35313,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales
Cyberlindnera mrakii,82,RFAM_t_E_35314,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales
Saccharomyces cerevisiae (baker's yeast),73,RFAM_t_E_35318,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales
Dictyostelium discoideum,73,RFAM_t_E_35319,Eukaryota,,,
Locusta migratoria (migratory locust),70,RFAM_t_E_35330,Eukaryota,Arthropoda,Insecta,Neuroptera
Saccharomyces cerevisiae (baker's yeast),72,RFAM_t_E_35331,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales
Helianthus annuus (common sunflower),88,RFAM_t_E_35334,Eukaryota,Streptophyta,,Asterales
Homo sapiens (human),68,RFAM_t_E_35335,Eukaryota,Chordata,Mammalia,
Solanum tuberosum (potato),72,RFAM_t_E_35336,Eukaryota,Streptophyta,,Solanales
Gadus morhua (Atlantic cod),69,RFAM_t_E_35338,Eukaryota,Chordata,,
Gadus morhua (Atlantic cod),73,RFAM_t_E_35339,Eukaryota,Chordata,,
Gadus morhua (Atlantic cod),70,RFAM_t_E_35340,Eukaryota,Chordata,,
Gadus morhua (Atlantic cod),73,RFAM_t_E_35341,Eukaryota,Chordata,,
Gadus morhua (Atlantic cod),67,RFAM_t_E_35342,Eukaryota,Chordata,,
Gadus morhua (Atlantic cod),74,RFAM_t_E_35343,Eukaryota,Chordata,,
Gadus morhua (Atlantic cod),68,RFAM_t_E_35344,Eukaryota,Chordata,,
Tetrahymena thermophila,81,RFAM_t_E_35348,Eukaryota,Ciliophora,Oligohymenophorea,
Saccharomyces cerevisiae (baker's yeast),72,RFAM_t_E_35353,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales
Saccharomyces cerevisiae (baker's yeast),72,RFAM_t_E_35354,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales
Saccharomyces cerevisiae (baker's yeast),72,RFAM_t_E_35355,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales
Saccharomyces cerevisiae (baker's yeast),74,RFAM_t_E_35356,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales
Homo sapiens (human),82,RFAM_t_E_35357,Eukaryota,Chordata,Mammalia,
