Organism name,Length,Benchmark ID,Taxonomy.LTP.superkingdom,Taxonomy.LTP.class,Taxonomy.LTP.order
Bartonella bacilliformis,77,CRW_t_B_16877,Bacteria,Alphaproteobacteria,
Pseudomonas aeruginosa,77,CRW_t_B_16882,Bacteria,Gammaproteobacteria,Pseudomonadales
Pseudomonas aeruginosa,77,CRW_t_B_16883,Bacteria,Gammaproteobacteria,Pseudomonadales
Pseudomonas aeruginosa,77,CRW_t_B_16884,Bacteria,Gammaproteobacteria,Pseudomonadales
Pseudomonas aeruginosa,77,CRW_t_B_16885,Bacteria,Gammaproteobacteria,Pseudomonadales
Pseudomonas aeruginosa,77,CRW_t_B_16886,Bacteria,Gammaproteobacteria,Pseudomonadales
Novosphingobium aromaticivorans,77,CRW_t_B_16892,Bacteria,Alphaproteobacteria,Sphingomonadales
Novosphingobium capsulatum,77,CRW_t_B_16893,Bacteria,Alphaproteobacteria,Sphingomonadales
Novosphingobium capsulatum,77,CRW_t_B_16894,Bacteria,Alphaproteobacteria,Sphingomonadales
Novosphingobium capsulatum,77,CRW_t_B_16895,Bacteria,Alphaproteobacteria,Sphingomonadales
Novosphingobium rosa,77,CRW_t_B_16896,Bacteria,Alphaproteobacteria,Sphingomonadales
Novosphingobium stygium,77,CRW_t_B_16897,Bacteria,Alphaproteobacteria,Sphingomonadales
Novosphingobium stygium,77,CRW_t_B_16898,Bacteria,Alphaproteobacteria,Sphingomonadales
Novosphingobium subterraneum,77,CRW_t_B_16902,Bacteria,Alphaproteobacteria,Sphingomonadales
Novosphingobium subterraneum,77,CRW_t_B_16903,Bacteria,Alphaproteobacteria,Sphingomonadales
Novosphingobium lentum,77,CRW_t_B_16904,Bacteria,Alphaproteobacteria,Sphingomonadales
Bartonella henselae,77,CRW_t_B_16905,Bacteria,Alphaproteobacteria,
Bartonella henselae,77,CRW_t_B_16906,Bacteria,Alphaproteobacteria,
Bartonella henselae,77,CRW_t_B_16907,Bacteria,Alphaproteobacteria,
Bartonella henselae,77,CRW_t_B_16908,Bacteria,Alphaproteobacteria,
Bartonella henselae,77,CRW_t_B_16909,Bacteria,Alphaproteobacteria,
Bartonella henselae,77,CRW_t_B_16910,Bacteria,Alphaproteobacteria,
Photobacterium damselae subsp. piscicida,77,CRW_t_B_16921,Bacteria,Gammaproteobacteria,Vibrionales
Photobacterium damselae subsp. damselae,77,CRW_t_B_16922,Bacteria,Gammaproteobacteria,Vibrionales
Photobacterium damselae subsp. piscicida,77,CRW_t_B_16923,Bacteria,Gammaproteobacteria,Vibrionales
Photobacterium damselae subsp. damselae,77,CRW_t_B_16924,Bacteria,Gammaproteobacteria,Vibrionales
Photobacterium damselae subsp. piscicida,77,CRW_t_B_16925,Bacteria,Gammaproteobacteria,Vibrionales
Pseudomonas stutzeri,77,CRW_t_B_16976,Bacteria,Gammaproteobacteria,Pseudomonadales
Pseudomonas stutzeri,77,CRW_t_B_16977,Bacteria,Gammaproteobacteria,Pseudomonadales
Pseudomonas stutzeri,77,CRW_t_B_16978,Bacteria,Gammaproteobacteria,Pseudomonadales
Pseudomonas stutzeri,77,CRW_t_B_16979,Bacteria,Gammaproteobacteria,Pseudomonadales
Pseudomonas stutzeri,77,CRW_t_B_16980,Bacteria,Gammaproteobacteria,Pseudomonadales
Pseudomonas stutzeri,77,CRW_t_B_16981,Bacteria,Gammaproteobacteria,Pseudomonadales
Pseudomonas stutzeri,77,CRW_t_B_16982,Bacteria,Gammaproteobacteria,Pseudomonadales
Pseudomonas stutzeri,77,CRW_t_B_16983,Bacteria,Gammaproteobacteria,Pseudomonadales
Pseudomonas stutzeri,77,CRW_t_B_16984,Bacteria,Gammaproteobacteria,Pseudomonadales
Mycobacterium leprae,77,CRW_t_B_17084,Bacteria,,
Ralstonia solanacearum,77,CRW_t_B_17102,Bacteria,Betaproteobacteria,Burkholderiales
Ralstonia solanacearum,77,CRW_t_B_17103,Bacteria,Betaproteobacteria,Burkholderiales
Ralstonia solanacearum,77,CRW_t_B_17104,Bacteria,Betaproteobacteria,Burkholderiales
Magnetospirillum gryphiswaldense,77,CRW_t_B_17124,Bacteria,Alphaproteobacteria,Rhodospirillales
Spiroplasma citri,77,CRW_t_B_17184,Bacteria,Mollicutes,Entomoplasmatales
Staphylococcus saprophyticus subsp. saprophyticus,77,CRW_t_B_17279,Bacteria,Bacilli,
Staphylococcus saprophyticus subsp. saprophyticus,77,CRW_t_B_17280,Bacteria,Bacilli,
Bacillus cereus,77,CRW_t_B_17368,Bacteria,Bacilli,
Bacillus cereus,77,CRW_t_B_17369,Bacteria,Bacilli,
Bacillus cereus,77,CRW_t_B_17370,Bacteria,Bacilli,
Bacillus cereus,77,CRW_t_B_17371,Bacteria,Bacilli,
Paenibacillus popilliae,77,CRW_t_B_17378,Bacteria,Bacilli,
Vibrio fluvialis,77,CRW_t_B_17384,Bacteria,Gammaproteobacteria,Vibrionales
Vibrio fluvialis,77,CRW_t_B_17385,Bacteria,Gammaproteobacteria,Vibrionales
Vibrio parahaemolyticus,77,CRW_t_B_17387,Bacteria,Gammaproteobacteria,Vibrionales
Vibrio parahaemolyticus,77,CRW_t_B_17388,Bacteria,Gammaproteobacteria,Vibrionales
Paenibacillus popilliae,77,CRW_t_B_17389,Bacteria,Bacilli,
Erwinia pyrifoliae,77,CRW_t_B_17564,Bacteria,Gammaproteobacteria,Enterobacterales
Ethanoligenens harbinense,77,CRW_t_B_17583,Bacteria,Clostridia,
Ethanoligenens harbinense,77,CRW_t_B_17584,Bacteria,Clostridia,
Ethanoligenens harbinense,77,CRW_t_B_17585,Bacteria,Clostridia,
Xanthomonas translucens,77,CRW_t_B_17603,Bacteria,Gammaproteobacteria,
Xanthomonas translucens,77,CRW_t_B_17604,Bacteria,Gammaproteobacteria,
Pseudomonas syringae,77,CRW_t_B_17636,Bacteria,Gammaproteobacteria,Pseudomonadales
Pseudomonas syringae,77,CRW_t_B_17637,Bacteria,Gammaproteobacteria,Pseudomonadales
Pseudomonas syringae,77,CRW_t_B_17638,Bacteria,Gammaproteobacteria,Pseudomonadales
Pseudomonas syringae,77,CRW_t_B_17639,Bacteria,Gammaproteobacteria,Pseudomonadales
Pseudomonas syringae,77,CRW_t_B_17640,Bacteria,Gammaproteobacteria,Pseudomonadales
Pseudomonas fluorescens,77,CRW_t_B_17641,Bacteria,Gammaproteobacteria,Pseudomonadales
Pseudomonas fluorescens,77,CRW_t_B_17642,Bacteria,Gammaproteobacteria,Pseudomonadales
Pseudomonas fluorescens,77,CRW_t_B_17643,Bacteria,Gammaproteobacteria,Pseudomonadales
Pseudomonas fluorescens,77,CRW_t_B_17644,Bacteria,Gammaproteobacteria,Pseudomonadales
Pseudomonas fluorescens,77,CRW_t_B_17645,Bacteria,Gammaproteobacteria,Pseudomonadales
Pseudomonas fluorescens,77,CRW_t_B_17646,Bacteria,Gammaproteobacteria,Pseudomonadales
Pseudomonas fluorescens,77,CRW_t_B_17647,Bacteria,Gammaproteobacteria,Pseudomonadales
Pseudomonas fluorescens,77,CRW_t_B_17648,Bacteria,Gammaproteobacteria,Pseudomonadales
Pseudomonas fluorescens,77,CRW_t_B_17649,Bacteria,Gammaproteobacteria,Pseudomonadales
Pseudomonas fluorescens,77,CRW_t_B_17650,Bacteria,Gammaproteobacteria,Pseudomonadales
Pseudomonas fluorescens,77,CRW_t_B_17651,Bacteria,Gammaproteobacteria,Pseudomonadales
Pseudomonas fluorescens,77,CRW_t_B_17652,Bacteria,Gammaproteobacteria,Pseudomonadales
Pseudomonas fluorescens,77,CRW_t_B_17653,Bacteria,Gammaproteobacteria,Pseudomonadales
Pseudomonas fluorescens,77,CRW_t_B_17654,Bacteria,Gammaproteobacteria,Pseudomonadales
Pseudomonas fluorescens,77,CRW_t_B_17655,Bacteria,Gammaproteobacteria,Pseudomonadales
Bradyrhizobium yuanmingense,77,CRW_t_B_17658,Bacteria,Alphaproteobacteria,
Bradyrhizobium yuanmingense,77,CRW_t_B_17659,Bacteria,Alphaproteobacteria,
Piscirickettsia salmonis,77,CRW_t_B_17668,Bacteria,Gammaproteobacteria,Thiotrichales
Azospirillum lipoferum,77,CRW_t_B_17703,Bacteria,Alphaproteobacteria,Rhodospirillales
Azospirillum lipoferum,77,CRW_t_B_17704,Bacteria,Alphaproteobacteria,Rhodospirillales
Azospirillum brasilense,77,CRW_t_B_17705,Bacteria,Alphaproteobacteria,Rhodospirillales
Azospirillum brasilense,77,CRW_t_B_17706,Bacteria,Alphaproteobacteria,Rhodospirillales
Paenibacillus lentimorbus,77,CRW_t_B_17758,Bacteria,Bacilli,
Ethanoligenens harbinense,77,CRW_t_B_17790,Bacteria,Clostridia,
Ethanoligenens harbinense,77,CRW_t_B_17791,Bacteria,Clostridia,
Ethanoligenens harbinense,77,CRW_t_B_17792,Bacteria,Clostridia,
Ethanoligenens harbinense,77,CRW_t_B_17793,Bacteria,Clostridia,
Ethanoligenens harbinense,77,CRW_t_B_17794,Bacteria,Clostridia,
Ethanoligenens harbinense,77,CRW_t_B_17795,Bacteria,Clostridia,
Ethanoligenens harbinense,77,CRW_t_B_17796,Bacteria,Clostridia,
Ethanoligenens harbinense,77,CRW_t_B_17797,Bacteria,Clostridia,
Ethanoligenens harbinense,77,CRW_t_B_17798,Bacteria,Clostridia,
Ralstonia pickettii,77,CRW_t_B_17811,Bacteria,Betaproteobacteria,Burkholderiales
Ralstonia pickettii,77,CRW_t_B_17812,Bacteria,Betaproteobacteria,Burkholderiales
Zymomonas mobilis subsp. mobilis,77,CRW_t_B_18647,Bacteria,Alphaproteobacteria,Sphingomonadales
Zymomonas mobilis subsp. mobilis,77,CRW_t_B_18648,Bacteria,Alphaproteobacteria,Sphingomonadales
Zymomonas mobilis subsp. francensis,77,CRW_t_B_18649,Bacteria,Alphaproteobacteria,Sphingomonadales
Zymomonas mobilis subsp. francensis,77,CRW_t_B_18650,Bacteria,Alphaproteobacteria,Sphingomonadales
Zymomonas mobilis subsp. pomaceae,77,CRW_t_B_18651,Bacteria,Alphaproteobacteria,Sphingomonadales
Xanthomonas translucens,77,CRW_t_B_18673,Bacteria,Gammaproteobacteria,
Bacillus subtilis,77,CRW_t_B_18725,Bacteria,Bacilli,
Bacillus subtilis,77,CRW_t_B_18726,Bacteria,Bacilli,
Bacillus subtilis,77,CRW_t_B_18727,Bacteria,Bacilli,
Bacillus subtilis,77,CRW_t_B_18728,Bacteria,Bacilli,
Bacillus subtilis,77,CRW_t_B_18729,Bacteria,Bacilli,
Bartonella quintana,77,CRW_t_B_18730,Bacteria,Alphaproteobacteria,
Bartonella henselae,77,CRW_t_B_18731,Bacteria,Alphaproteobacteria,
Bartonella vinsonii subsp. vinsonii,77,CRW_t_B_18732,Bacteria,Alphaproteobacteria,
Bartonella elizabethae,77,CRW_t_B_18733,Bacteria,Alphaproteobacteria,
Bartonella bacilliformis,77,CRW_t_B_18734,Bacteria,Alphaproteobacteria,
Bradyrhizobium elkanii,77,CRW_t_B_18736,Bacteria,Alphaproteobacteria,
Bradyrhizobium japonicum,77,CRW_t_B_18737,Bacteria,Alphaproteobacteria,
Bordetella parapertussis,77,CRW_t_B_18769,Bacteria,Betaproteobacteria,Burkholderiales
Bordetella parapertussis,77,CRW_t_B_18770,Bacteria,Betaproteobacteria,Burkholderiales
Bordetella parapertussis,77,CRW_t_B_18771,Bacteria,Betaproteobacteria,Burkholderiales
Dichelobacter nodosus,77,CRW_t_B_19361,Bacteria,Gammaproteobacteria,Cardiobacteriales
Paenibacillus popilliae,77,CRW_t_B_19390,Bacteria,Bacilli,
Paenibacillus popilliae,77,CRW_t_B_19391,Bacteria,Bacilli,
Moorella thermoacetica,77,CRW_t_B_19476,Bacteria,Clostridia,Thermoanaerobacterales
Nitrosospira multiformis,77,CRW_t_B_19486,Bacteria,Betaproteobacteria,Nitrosomonadales
Bartonella vinsonii subsp. berkhoffii,77,CRW_t_B_19616,Bacteria,Alphaproteobacteria,
Bartonella vinsonii subsp. berkhoffii,77,CRW_t_B_19617,Bacteria,Alphaproteobacteria,
Riemerella anatipestifer,77,CRW_t_B_19652,Bacteria,Flavobacteriia,Flavobacteriales
Riemerella anatipestifer,77,CRW_t_B_19653,Bacteria,Flavobacteriia,Flavobacteriales
Riemerella anatipestifer,77,CRW_t_B_19654,Bacteria,Flavobacteriia,Flavobacteriales
Riemerella anatipestifer,77,CRW_t_B_19655,Bacteria,Flavobacteriia,Flavobacteriales
Riemerella anatipestifer,77,CRW_t_B_19656,Bacteria,Flavobacteriia,Flavobacteriales
Riemerella anatipestifer,77,CRW_t_B_19657,Bacteria,Flavobacteriia,Flavobacteriales
Riemerella anatipestifer,77,CRW_t_B_19658,Bacteria,Flavobacteriia,Flavobacteriales
Riemerella anatipestifer,77,CRW_t_B_19659,Bacteria,Flavobacteriia,Flavobacteriales
Riemerella anatipestifer,77,CRW_t_B_19660,Bacteria,Flavobacteriia,Flavobacteriales
Riemerella anatipestifer,77,CRW_t_B_19661,Bacteria,Flavobacteriia,Flavobacteriales
Riemerella anatipestifer,77,CRW_t_B_19662,Bacteria,Flavobacteriia,Flavobacteriales
Riemerella anatipestifer,77,CRW_t_B_19663,Bacteria,Flavobacteriia,Flavobacteriales
Riemerella anatipestifer,77,CRW_t_B_19664,Bacteria,Flavobacteriia,Flavobacteriales
Riemerella anatipestifer,77,CRW_t_B_19665,Bacteria,Flavobacteriia,Flavobacteriales
Riemerella anatipestifer,77,CRW_t_B_19666,Bacteria,Flavobacteriia,Flavobacteriales
Riemerella anatipestifer,77,CRW_t_B_19667,Bacteria,Flavobacteriia,Flavobacteriales
Riemerella anatipestifer,77,CRW_t_B_19668,Bacteria,Flavobacteriia,Flavobacteriales
Riemerella anatipestifer,77,CRW_t_B_19669,Bacteria,Flavobacteriia,Flavobacteriales
Riemerella anatipestifer,77,CRW_t_B_19670,Bacteria,Flavobacteriia,Flavobacteriales
Riemerella anatipestifer,77,CRW_t_B_19671,Bacteria,Flavobacteriia,Flavobacteriales
Riemerella anatipestifer,77,CRW_t_B_19672,Bacteria,Flavobacteriia,Flavobacteriales
Riemerella anatipestifer,77,CRW_t_B_19673,Bacteria,Flavobacteriia,Flavobacteriales
Riemerella anatipestifer,77,CRW_t_B_19674,Bacteria,Flavobacteriia,Flavobacteriales
Riemerella anatipestifer,77,CRW_t_B_19675,Bacteria,Flavobacteriia,Flavobacteriales
Riemerella anatipestifer,77,CRW_t_B_19676,Bacteria,Flavobacteriia,Flavobacteriales
Riemerella anatipestifer,77,CRW_t_B_19677,Bacteria,Flavobacteriia,Flavobacteriales
Bordetella holmesii,77,CRW_t_B_19688,Bacteria,Betaproteobacteria,Burkholderiales
Bordetella holmesii,77,CRW_t_B_19689,Bacteria,Betaproteobacteria,Burkholderiales
Bordetella holmesii,77,CRW_t_B_19690,Bacteria,Betaproteobacteria,Burkholderiales
Bordetella holmesii,77,CRW_t_B_19691,Bacteria,Betaproteobacteria,Burkholderiales
Bordetella holmesii,77,CRW_t_B_19692,Bacteria,Betaproteobacteria,Burkholderiales
Bordetella holmesii,77,CRW_t_B_19693,Bacteria,Betaproteobacteria,Burkholderiales
Bordetella holmesii,77,CRW_t_B_19694,Bacteria,Betaproteobacteria,Burkholderiales
Pseudomonas stutzeri,77,CRW_t_B_19755,Bacteria,Gammaproteobacteria,Pseudomonadales
Escherichia coli,77,CRW_t_B_19778,Bacteria,Gammaproteobacteria,Enterobacterales
Escherichia coli,77,CRW_t_B_19779,Bacteria,Gammaproteobacteria,Enterobacterales
Escherichia coli,77,CRW_t_B_19780,Bacteria,Gammaproteobacteria,Enterobacterales
Escherichia coli,77,CRW_t_B_19781,Bacteria,Gammaproteobacteria,Enterobacterales
Escherichia coli,77,CRW_t_B_19782,Bacteria,Gammaproteobacteria,Enterobacterales
Escherichia coli,77,CRW_t_B_19786,Bacteria,Gammaproteobacteria,Enterobacterales
Escherichia coli,77,CRW_t_B_19788,Bacteria,Gammaproteobacteria,Enterobacterales
Bacillus subtilis,77,CRW_t_B_19854,Bacteria,Bacilli,
Spiroplasma melliferum,77,CRW_t_B_19857,Bacteria,Mollicutes,Entomoplasmatales
Bacillus subtilis,77,CRW_t_B_19861,Bacteria,Bacilli,
Bacillus subtilis,77,CRW_t_B_19862,Bacteria,Bacilli,
Bacillus subtilis,77,CRW_t_B_19863,Bacteria,Bacilli,
Thermus thermophilus,77,CRW_t_B_19872,Bacteria,Deinococci,Thermales
Mycoplasma pneumoniae,77,CRW_t_B_19900,Bacteria,Mollicutes,Mycoplasmatales
Neisseria meningitidis,77,CRW_t_B_19904,Bacteria,Betaproteobacteria,Neisseriales
Burkholderia cepacia,77,CRW_t_B_19915,Bacteria,Betaproteobacteria,Burkholderiales
Burkholderia cepacia,77,CRW_t_B_19916,Bacteria,Betaproteobacteria,Burkholderiales
Burkholderia cepacia,77,CRW_t_B_19917,Bacteria,Betaproteobacteria,Burkholderiales
Burkholderia cepacia,77,CRW_t_B_19918,Bacteria,Betaproteobacteria,Burkholderiales
Burkholderia mallei,77,CRW_t_B_19919,Bacteria,Betaproteobacteria,Burkholderiales
Burkholderia pseudomallei,77,CRW_t_B_19924,Bacteria,Betaproteobacteria,Burkholderiales
Acidithiobacillus ferrooxidans,77,CRW_t_B_19955,Bacteria,Acidithiobacillia,Acidithiobacillales
Spiroplasma melliferum,77,CRW_t_B_19996,Bacteria,Mollicutes,Entomoplasmatales
Acholeplasma laidlawii,77,CRW_t_B_20023,Bacteria,Mollicutes,Acholeplasmatales
Brucella melitensis,77,CRW_t_B_20061,Bacteria,Alphaproteobacteria,
Xylophilus ampelinus,77,CRW_t_B_20076,Bacteria,Betaproteobacteria,Burkholderiales
Campylobacter jejuni,77,CRW_t_B_20111,Bacteria,,Campylobacterales
Bradyrhizobium japonicum,77,CRW_t_B_20113,Bacteria,Alphaproteobacteria,
Lactobacillus acidophilus,77,CRW_t_B_20127,Bacteria,Bacilli,Lactobacillales
Escherichia coli,77,CRW_t_B_21919,Bacteria,Gammaproteobacteria,Enterobacterales
Acholeplasma laidlawii,77,CRW_t_B_21936,Bacteria,Mollicutes,Acholeplasmatales
Bacillus subtilis,77,CRW_t_B_22296,Bacteria,Bacilli,
Bacillus subtilis,77,CRW_t_B_22297,Bacteria,Bacilli,
Mycobacterium leprae,77,CRW_t_B_22471,Bacteria,,
Mycobacterium leprae,77,CRW_t_B_22473,Bacteria,,
Ralstonia solanacearum,77,CRW_t_B_22492,Bacteria,Betaproteobacteria,Burkholderiales
Ralstonia solanacearum,77,CRW_t_B_22493,Bacteria,Betaproteobacteria,Burkholderiales
Ralstonia solanacearum,77,CRW_t_B_22494,Bacteria,Betaproteobacteria,Burkholderiales
Spiroplasma citri,77,CRW_t_B_22535,Bacteria,Mollicutes,Entomoplasmatales
Spiroplasma citri,77,CRW_t_B_22536,Bacteria,Mollicutes,Entomoplasmatales
Staphylococcus saprophyticus subsp. saprophyticus,77,CRW_t_B_22629,Bacteria,Bacilli,
Bacillus cereus,77,CRW_t_B_22652,Bacteria,Bacilli,
Bacillus cereus,77,CRW_t_B_22653,Bacteria,Bacilli,
Vibrio cholerae,77,CRW_t_B_22668,Bacteria,Gammaproteobacteria,Vibrionales
Vibrio cholerae,77,CRW_t_B_22669,Bacteria,Gammaproteobacteria,Vibrionales
Bacillus subtilis,77,CRW_t_B_22759,Bacteria,Bacilli,
Bacillus subtilis,77,CRW_t_B_22760,Bacteria,Bacilli,
Bacillus subtilis,77,CRW_t_B_22761,Bacteria,Bacilli,
Bacillus subtilis,77,CRW_t_B_22762,Bacteria,Bacilli,
Bacillus subtilis,77,CRW_t_B_22763,Bacteria,Bacilli,
Bacillus subtilis,77,CRW_t_B_22764,Bacteria,Bacilli,
Bacillus subtilis,77,CRW_t_B_22765,Bacteria,Bacilli,
Bacillus subtilis,77,CRW_t_B_22766,Bacteria,Bacilli,
Bordetella parapertussis,77,CRW_t_B_22799,Bacteria,Betaproteobacteria,Burkholderiales
Escherichia coli,77,CRW_t_B_23509,Bacteria,Gammaproteobacteria,Enterobacterales
Escherichia coli,77,CRW_t_B_23510,Bacteria,Gammaproteobacteria,Enterobacterales
Escherichia coli,77,CRW_t_B_23511,Bacteria,Gammaproteobacteria,Enterobacterales
Bacillus subtilis,77,CRW_t_B_23512,Bacteria,Bacilli,
Escherichia coli,77,CRW_t_B_23587,Bacteria,Gammaproteobacteria,Enterobacterales
Escherichia coli,77,CRW_t_B_23588,Bacteria,Gammaproteobacteria,Enterobacterales
Escherichia coli,77,CRW_t_B_23589,Bacteria,Gammaproteobacteria,Enterobacterales
Escherichia coli,77,CRW_t_B_23590,Bacteria,Gammaproteobacteria,Enterobacterales
Escherichia coli,77,CRW_t_B_23591,Bacteria,Gammaproteobacteria,Enterobacterales
Escherichia coli,77,CRW_t_B_23592,Bacteria,Gammaproteobacteria,Enterobacterales
Escherichia coli,77,CRW_t_B_23593,Bacteria,Gammaproteobacteria,Enterobacterales
Escherichia coli,77,CRW_t_B_23594,Bacteria,Gammaproteobacteria,Enterobacterales
Escherichia coli,77,CRW_t_B_23595,Bacteria,Gammaproteobacteria,Enterobacterales
Escherichia coli,77,CRW_t_B_23596,Bacteria,Gammaproteobacteria,Enterobacterales
Bacillus subtilis,77,CRW_t_B_23630,Bacteria,Bacilli,
Bacillus subtilis,77,CRW_t_B_23631,Bacteria,Bacilli,
Escherichia coli,77,CRW_t_B_23633,Bacteria,Gammaproteobacteria,Enterobacterales
Spiroplasma melliferum,77,CRW_t_B_23636,Bacteria,Mollicutes,Entomoplasmatales
Mycoplasma pneumoniae,77,CRW_t_B_23663,Bacteria,Mollicutes,Mycoplasmatales
Thermus thermophilus,77,CRW_t_B_23689,Bacteria,Deinococci,Thermales
Thermus thermophilus,77,CRW_t_B_23690,Bacteria,Deinococci,Thermales
Escherichia coli,77,CRW_t_B_23715,Bacteria,Gammaproteobacteria,Enterobacterales
Mycobacterium smegmatis,77,CRW_t_B_23716,Bacteria,,
Spiroplasma melliferum,77,CRW_t_B_23723,Bacteria,Mollicutes,Entomoplasmatales
Acholeplasma laidlawii,77,CRW_t_B_23740,Bacteria,Mollicutes,Acholeplasmatales
Escherichia coli,77,CRW_t_B_23743,Bacteria,Gammaproteobacteria,Enterobacterales
Escherichia coli,77,CRW_t_B_23744,Bacteria,Gammaproteobacteria,Enterobacterales
Bacillus subtilis,77,CRW_t_B_23773,Bacteria,Bacilli,
Mycobacterium leprae,77,CRW_t_B_26962,Bacteria,,
Neisseria gonorrhoeae,77,CRW_t_B_31266,Bacteria,Betaproteobacteria,Neisseriales
Bacillus subtilis,77,CRW_t_B_31688,Bacteria,Bacilli,
Bradyrhizobium japonicum,77,CRW_t_B_31720,Bacteria,Alphaproteobacteria,
Mycobacterium leprae,77,CRW_t_B_31768,Bacteria,,
Mycobacterium leprae,77,CRW_t_B_31769,Bacteria,,
Ralstonia solanacearum,77,CRW_t_B_31783,Bacteria,Betaproteobacteria,Burkholderiales
Ralstonia solanacearum,77,CRW_t_B_31784,Bacteria,Betaproteobacteria,Burkholderiales
Ralstonia solanacearum,77,CRW_t_B_31785,Bacteria,Betaproteobacteria,Burkholderiales
Spiroplasma citri,77,CRW_t_B_31815,Bacteria,Mollicutes,Entomoplasmatales
Burkholderia thailandensis,77,CRW_t_B_31920,Bacteria,Betaproteobacteria,Burkholderiales
Bacillus cereus,77,CRW_t_B_31939,Bacteria,Bacilli,
Pseudomonas aeruginosa,77,CRW_t_B_31944,Bacteria,Gammaproteobacteria,Pseudomonadales
Pseudomonas aeruginosa,77,CRW_t_B_31945,Bacteria,Gammaproteobacteria,Pseudomonadales
Bacillus subtilis,77,CRW_t_B_32014,Bacteria,Bacilli,
Bacillus subtilis,77,CRW_t_B_32015,Bacteria,Bacilli,
Bacillus subtilis,77,CRW_t_B_32016,Bacteria,Bacilli,
Bacillus subtilis,77,CRW_t_B_32018,Bacteria,Bacilli,
Bacillus subtilis,77,CRW_t_B_32019,Bacteria,Bacilli,
Bacillus subtilis,77,CRW_t_B_32020,Bacteria,Bacilli,
Bordetella parapertussis,77,CRW_t_B_32057,Bacteria,Betaproteobacteria,Burkholderiales
Escherichia coli,77,CRW_t_B_32635,Bacteria,Gammaproteobacteria,Enterobacterales
Escherichia coli,77,CRW_t_B_32636,Bacteria,Gammaproteobacteria,Enterobacterales
Escherichia coli,77,CRW_t_B_32637,Bacteria,Gammaproteobacteria,Enterobacterales
Escherichia coli,77,CRW_t_B_32677,Bacteria,Gammaproteobacteria,Enterobacterales
Bacillus subtilis,77,CRW_t_B_32696,Bacteria,Bacilli,
Spiroplasma melliferum,77,CRW_t_B_32700,Bacteria,Mollicutes,Entomoplasmatales
Vibrio cholerae,77,CRW_t_B_32701,Bacteria,Gammaproteobacteria,Vibrionales
Vibrio harveyi,77,CRW_t_B_32750,Bacteria,Gammaproteobacteria,Vibrionales
Vibrio harveyi,77,CRW_t_B_32751,Bacteria,Gammaproteobacteria,Vibrionales
Escherichia coli,77,CRW_t_B_32759,Bacteria,Gammaproteobacteria,Enterobacterales
Spiroplasma melliferum,77,CRW_t_B_32762,Bacteria,Mollicutes,Entomoplasmatales
Photobacterium phosphoreum,77,CRW_t_B_32770,Bacteria,Gammaproteobacteria,Vibrionales
Photobacterium phosphoreum,77,CRW_t_B_32771,Bacteria,Gammaproteobacteria,Vibrionales
Photobacterium phosphoreum,77,CRW_t_B_32772,Bacteria,Gammaproteobacteria,Vibrionales
Photobacterium phosphoreum,77,CRW_t_B_32773,Bacteria,Gammaproteobacteria,Vibrionales
Photobacterium phosphoreum,77,CRW_t_B_32774,Bacteria,Gammaproteobacteria,Vibrionales
Photobacterium phosphoreum,77,CRW_t_B_32775,Bacteria,Gammaproteobacteria,Vibrionales
Photobacterium phosphoreum,77,CRW_t_B_32776,Bacteria,Gammaproteobacteria,Vibrionales
Photobacterium phosphoreum,77,CRW_t_B_32777,Bacteria,Gammaproteobacteria,Vibrionales
Escherichia coli,77,CRW_t_B_32787,Bacteria,Gammaproteobacteria,Enterobacterales
Escherichia coli,77,CRW_t_B_32788,Bacteria,Gammaproteobacteria,Enterobacterales
Fusobacterium necrophorum subsp. necrophorum,78,CRW_t_B_941,Bacteria,Fusobacteriia,
Yersinia pseudotuberculosis,78,CRW_t_B_4849,Bacteria,Gammaproteobacteria,Enterobacterales
Yersinia pseudotuberculosis,78,CRW_t_B_4850,Bacteria,Gammaproteobacteria,Enterobacterales
Escherichia coli,78,CRW_t_B_13406,Bacteria,Gammaproteobacteria,Enterobacterales
Campylobacter jejuni,78,CRW_t_B_13653,Bacteria,,Campylobacterales
Bradyrhizobium elkanii,78,CRW_t_B_15539,Bacteria,Alphaproteobacteria,
Bradyrhizobium elkanii,78,CRW_t_B_15540,Bacteria,Alphaproteobacteria,
